quarter,dong_code,dong_name,store_total,store_normal,store_franchise,industry_code,industry_name
20214,11440690,망원1동,19.0,17.0,2.0,CS100002,중식
20222,11440700,망원2동,12.0,12.0,0.0,CS100002,중식
20221,11440700,망원2동,13.0,13.0,0.0,CS100002,중식
20214,11440700,망원2동,13.0,13.0,0.0,CS100002,중식
20222,11440710,연남동,30.0,30.0,0.0,CS100002,중식
20221,11440710,연남동,32.0,32.0,0.0,CS100002,중식
20214,11440710,연남동,34.0,34.0,0.0,CS100002,중식
20222,11440720,성산1동,10.0,10.0,0.0,CS100002,중식
20221,11440720,성산1동,9.0,9.0,0.0,CS100002,중식
20214,11440720,성산1동,10.0,10.0,0.0,CS100002,중식
20222,11440730,성산2동,11.0,8.0,3.0,CS100002,중식
20221,11440730,성산2동,14.0,11.0,3.0,CS100002,중식
20214,11440730,성산2동,14.0,11.0,3.0,CS100002,중식
20222,11440740,상암동,41.0,31.0,10.0,CS100002,중식
20221,11440740,상암동,41.0,31.0,10.0,CS100002,중식
20214,11440740,상암동,42.0,32.0,10.0,CS100002,중식
20222,11440555,아현동,14.0,10.0,4.0,CS100003,일식
20221,11440555,아현동,14.0,10.0,4.0,CS100003,일식
20214,11440555,아현동,15.0,11.0,4.0,CS100003,일식
20222,11440565,공덕동,25.0,21.0,4.0,CS100003,일식
20221,11440565,공덕동,27.0,23.0,4.0,CS100003,일식
20214,11440565,공덕동,27.0,23.0,4.0,CS100003,일식
20222,11440585,도화동,19.0,16.0,3.0,CS100003,일식
20221,11440585,도화동,19.0,16.0,3.0,CS100003,일식
20214,11440585,도화동,19.0,16.0,3.0,CS100003,일식
20222,11440590,용강동,27.0,23.0,4.0,CS100003,일식
20221,11440590,용강동,25.0,22.0,3.0,CS100003,일식
20214,11440590,용강동,24.0,21.0,3.0,CS100003,일식
20222,11440600,대흥동,10.0,9.0,1.0,CS100003,일식
20221,11440600,대흥동,11.0,9.0,2.0,CS100003,일식
20214,11440600,대흥동,13.0,11.0,2.0,CS100003,일식
20222,11440610,염리동,11.0,9.0,2.0,CS100003,일식
20221,11440610,염리동,11.0,10.0,1.0,CS100003,일식
20214,11440610,염리동,11.0,10.0,1.0,CS100003,일식
20222,11440630,신수동,7.0,6.0,1.0,CS100003,일식
20221,11440630,신수동,8.0,7.0,1.0,CS100003,일식
20214,11440630,신수동,7.0,6.0,1.0,CS100003,일식
20222,11440655,서강동,37.0,32.0,5.0,CS100003,일식
20221,11440655,서강동,39.0,34.0,5.0,CS100003,일식
20214,11440655,서강동,40.0,35.0,5.0,CS100003,일식
20222,11440660,서교동,203.0,168.0,35.0,CS100003,일식
20221,11440660,서교동,205.0,169.0,36.0,CS100003,일식
20214,11440660,서교동,216.0,179.0,37.0,CS100003,일식
20222,11440680,합정동,44.0,40.0,4.0,CS100003,일식
20221,11440680,합정동,44.0,40.0,4.0,CS100003,일식
20214,11440680,합정동,43.0,39.0,4.0,CS100003,일식
20222,11440690,망원1동,33.0,31.0,2.0,CS100003,일식
20221,11440690,망원1동,32.0,30.0,2.0,CS100003,일식
20214,11440690,망원1동,31.0,30.0,1.0,CS100003,일식
20222,11440700,망원2동,7.0,7.0,0.0,CS100003,일식
20221,11440700,망원2동,7.0,7.0,0.0,CS100003,일식
20214,11440700,망원2동,7.0,7.0,0.0,CS100003,일식
20222,11440710,연남동,78.0,70.0,8.0,CS100003,일식
20221,11440710,연남동,80.0,72.0,8.0,CS100003,일식
20214,11440710,연남동,80.0,73.0,7.0,CS100003,일식
20222,11440720,성산1동,15.0,13.0,2.0,CS100003,일식
20221,11440720,성산1동,15.0,13.0,2.0,CS100003,일식
20214,11440720,성산1동,15.0,13.0,2.0,CS100003,일식
20222,11440730,성산2동,17.0,14.0,3.0,CS100003,일식
20221,11440730,성산2동,16.0,13.0,3.0,CS100003,일식
20214,11440730,성산2동,16.0,13.0,3.0,CS100003,일식
20222,11440740,상암동,69.0,60.0,9.0,CS100003,일식
20221,11440740,상암동,71.0,61.0,10.0,CS100003,일식
20214,11440740,상암동,70.0,60.0,10.0,CS100003,일식
20222,11440555,아현동,6.0,6.0,0.0,CS100004,양식
20221,11440555,아현동,7.0,7.0,0.0,CS100004,양식
20214,11440555,아현동,7.0,7.0,0.0,CS100004,양식
20222,11440565,공덕동,17.0,13.0,4.0,CS100004,양식
20221,11440565,공덕동,23.0,17.0,6.0,CS100004,양식
20214,11440565,공덕동,25.0,19.0,6.0,CS100004,양식
20222,11440585,도화동,17.0,15.0,2.0,CS100004,양식
20221,11440585,도화동,18.0,15.0,3.0,CS100004,양식
20214,11440585,도화동,17.0,15.0,2.0,CS100004,양식
20222,11440590,용강동,22.0,18.0,4.0,CS100004,양식
20221,11440590,용강동,23.0,19.0,4.0,CS100004,양식
20214,11440590,용강동,24.0,20.0,4.0,CS100004,양식
20222,11440600,대흥동,24.0,20.0,4.0,CS100004,양식
20221,11440600,대흥동,23.0,19.0,4.0,CS100004,양식
20214,11440600,대흥동,23.0,19.0,4.0,CS100004,양식
20222,11440610,염리동,14.0,13.0,1.0,CS100004,양식
20221,11440610,염리동,14.0,13.0,1.0,CS100004,양식
20214,11440610,염리동,14.0,13.0,1.0,CS100004,양식
20222,11440630,신수동,15.0,12.0,3.0,CS100004,양식
20221,11440630,신수동,16.0,13.0,3.0,CS100004,양식
20214,11440630,신수동,16.0,13.0,3.0,CS100004,양식
20222,11440655,서강동,60.0,57.0,3.0,CS100004,양식
20221,11440655,서강동,62.0,59.0,3.0,CS100004,양식
20214,11440655,서강동,62.0,60.0,2.0,CS100004,양식
20222,11440660,서교동,287.0,255.0,32.0,CS100004,양식
20221,11440660,서교동,288.0,256.0,32.0,CS100004,양식
20214,11440660,서교동,292.0,260.0,32.0,CS100004,양식
20222,11440680,합정동,66.0,61.0,5.0,CS100004,양식
20221,11440680,합정동,68.0,63.0,5.0,CS100004,양식
20214,11440680,합정동,71.0,66.0,5.0,CS100004,양식
20222,11440690,망원1동,60.0,57.0,3.0,CS100004,양식
20221,11440690,망원1동,63.0,60.0,3.0,CS100004,양식
20214,11440690,망원1동,64.0,61.0,3.0,CS100004,양식
20222,11440700,망원2동,6.0,5.0,1.0,CS100004,양식
20221,11440700,망원2동,7.0,6.0,1.0,CS100004,양식
20214,11440700,망원2동,8.0,7.0,1.0,CS100004,양식
20222,11440710,연남동,145.0,138.0,7.0,CS100004,양식
20221,11440710,연남동,143.0,136.0,7.0,CS100004,양식
20214,11440710,연남동,144.0,137.0,7.0,CS100004,양식
20222,11440720,성산1동,20.0,19.0,1.0,CS100004,양식
20221,11440720,성산1동,19.0,18.0,1.0,CS100004,양식
20214,11440720,성산1동,19.0,18.0,1.0,CS100004,양식
20222,11440730,성산2동,8.0,8.0,0.0,CS100004,양식
20221,11440730,성산2동,8.0,8.0,0.0,CS100004,양식
20214,11440730,성산2동,9.0,9.0,0.0,CS100004,양식
20222,11440740,상암동,43.0,41.0,2.0,CS100004,양식
20221,11440740,상암동,42.0,40.0,2.0,CS100004,양식
20214,11440740,상암동,48.0,46.0,2.0,CS100004,양식
20222,11440555,아현동,12.0,7.0,5.0,CS100005,제과
20221,11440555,아현동,12.0,8.0,4.0,CS100005,제과
20214,11440555,아현동,11.0,7.0,4.0,CS100005,제과
20222,11440565,공덕동,20.0,16.0,4.0,CS100005,제과
20221,11440565,공덕동,20.0,17.0,3.0,CS100005,제과
20214,11440565,공덕동,20.0,17.0,3.0,CS100005,제과
20222,11440585,도화동,19.0,11.0,8.0,CS100005,제과
20221,11440585,도화동,21.0,12.0,9.0,CS100005,제과
20214,11440585,도화동,22.0,13.0,9.0,CS100005,제과
20222,11440590,용강동,13.0,6.0,7.0,CS100005,제과
20221,11440590,용강동,13.0,6.0,7.0,CS100005,제과
20214,11440590,용강동,12.0,5.0,7.0,CS100005,제과
20222,11440600,대흥동,22.0,16.0,6.0,CS100005,제과
20221,11440600,대흥동,21.0,16.0,5.0,CS100005,제과
20214,11440600,대흥동,22.0,17.0,5.0,CS100005,제과
20222,11440610,염리동,18.0,16.0,2.0,CS100005,제과
20221,11440610,염리동,20.0,18.0,2.0,CS100005,제과
20214,11440610,염리동,20.0,18.0,2.0,CS100005,제과
20222,11440630,신수동,10.0,8.0,2.0,CS100005,제과
20221,11440630,신수동,11.0,9.0,2.0,CS100005,제과
20214,11440630,신수동,12.0,9.0,3.0,CS100005,제과
20222,11440655,서강동,33.0,26.0,7.0,CS100005,제과
20221,11440655,서강동,34.0,26.0,8.0,CS100005,제과
20214,11440655,서강동,29.0,23.0,6.0,CS100005,제과
20222,11440660,서교동,121.0,94.0,27.0,CS100005,제과
20221,11440660,서교동,120.0,97.0,23.0,CS100005,제과
20214,11440660,서교동,116.0,94.0,22.0,CS100005,제과
20222,11440680,합정동,36.0,32.0,4.0,CS100005,제과
20221,11440680,합정동,36.0,32.0,4.0,CS100005,제과
20214,11440680,합정동,35.0,31.0,4.0,CS100005,제과
20222,11440690,망원1동,36.0,32.0,4.0,CS100005,제과
20221,11440690,망원1동,36.0,32.0,4.0,CS100005,제과
20214,11440690,망원1동,34.0,30.0,4.0,CS100005,제과
20222,11440700,망원2동,20.0,16.0,4.0,CS100005,제과
20221,11440700,망원2동,20.0,16.0,4.0,CS100005,제과
20214,11440700,망원2동,22.0,18.0,4.0,CS100005,제과
20222,11440710,연남동,77.0,71.0,6.0,CS100005,제과
20221,11440710,연남동,77.0,71.0,6.0,CS100005,제과
20214,11440710,연남동,80.0,74.0,6.0,CS100005,제과
20222,11440720,성산1동,19.0,16.0,3.0,CS100005,제과
20221,11440720,성산1동,19.0,16.0,3.0,CS100005,제과
20214,11440720,성산1동,19.0,16.0,3.0,CS100005,제과
20222,11440730,성산2동,19.0,14.0,5.0,CS100005,제과
20221,11440730,성산2동,20.0,15.0,5.0,CS100005,제과
20214,11440730,성산2동,24.0,18.0,6.0,CS100005,제과
20222,11440740,상암동,27.0,18.0,9.0,CS100005,제과
20221,11440740,상암동,28.0,18.0,10.0,CS100005,제과
20214,11440740,상암동,27.0,17.0,10.0,CS100005,제과
20222,11440555,아현동,9.0,5.0,4.0,CS100006,패스트푸드
20221,11440555,아현동,9.0,5.0,4.0,CS100006,패스트푸드
20214,11440555,아현동,9.0,5.0,4.0,CS100006,패스트푸드
20222,11440565,공덕동,18.0,7.0,11.0,CS100006,패스트푸드
20221,11440565,공덕동,18.0,7.0,11.0,CS100006,패스트푸드
20214,11440565,공덕동,19.0,8.0,11.0,CS100006,패스트푸드
20222,11440585,도화동,15.0,7.0,8.0,CS100006,패스트푸드
20221,11440585,도화동,15.0,7.0,8.0,CS100006,패스트푸드
20214,11440585,도화동,15.0,7.0,8.0,CS100006,패스트푸드
20222,11440590,용강동,16.0,8.0,8.0,CS100006,패스트푸드
20221,11440590,용강동,16.0,8.0,8.0,CS100006,패스트푸드
20214,11440590,용강동,16.0,8.0,8.0,CS100006,패스트푸드
20222,11440600,대흥동,22.0,11.0,11.0,CS100006,패스트푸드
20221,11440600,대흥동,24.0,11.0,13.0,CS100006,패스트푸드
20214,11440600,대흥동,25.0,12.0,13.0,CS100006,패스트푸드
20222,11440610,염리동,15.0,7.0,8.0,CS100006,패스트푸드
20221,11440610,염리동,15.0,7.0,8.0,CS100006,패스트푸드
20214,11440610,염리동,17.0,7.0,10.0,CS100006,패스트푸드
20222,11440630,신수동,11.0,3.0,8.0,CS100006,패스트푸드
20221,11440630,신수동,11.0,3.0,8.0,CS100006,패스트푸드
20214,11440630,신수동,11.0,3.0,8.0,CS100006,패스트푸드
20222,11440655,서강동,27.0,20.0,7.0,CS100006,패스트푸드
20221,11440655,서강동,28.0,21.0,7.0,CS100006,패스트푸드
20214,11440655,서강동,30.0,23.0,7.0,CS100006,패스트푸드
20222,11440660,서교동,113.0,76.0,37.0,CS100006,패스트푸드
20221,11440660,서교동,114.0,75.0,39.0,CS100006,패스트푸드
20214,11440660,서교동,117.0,76.0,41.0,CS100006,패스트푸드
20222,11440680,합정동,22.0,19.0,3.0,CS100006,패스트푸드
20221,11440680,합정동,23.0,20.0,3.0,CS100006,패스트푸드
20214,11440680,합정동,26.0,22.0,4.0,CS100006,패스트푸드
20222,11440690,망원1동,20.0,10.0,10.0,CS100006,패스트푸드
20221,11440690,망원1동,21.0,11.0,10.0,CS100006,패스트푸드
20214,11440690,망원1동,20.0,11.0,9.0,CS100006,패스트푸드
20222,11440700,망원2동,12.0,6.0,6.0,CS100006,패스트푸드
20221,11440700,망원2동,12.0,6.0,6.0,CS100006,패스트푸드
20214,11440700,망원2동,13.0,7.0,6.0,CS100006,패스트푸드
20222,11440710,연남동,42.0,36.0,6.0,CS100006,패스트푸드
20221,11440710,연남동,43.0,38.0,5.0,CS100006,패스트푸드
20214,11440710,연남동,39.0,33.0,6.0,CS100006,패스트푸드
20222,11440720,성산1동,14.0,8.0,6.0,CS100006,패스트푸드
20221,11440720,성산1동,15.0,9.0,6.0,CS100006,패스트푸드
20214,11440720,성산1동,16.0,9.0,7.0,CS100006,패스트푸드
20222,11440730,성산2동,14.0,7.0,7.0,CS100006,패스트푸드
20221,11440730,성산2동,15.0,7.0,8.0,CS100006,패스트푸드
20214,11440730,성산2동,16.0,7.0,9.0,CS100006,패스트푸드
20222,11440740,상암동,41.0,19.0,22.0,CS100006,패스트푸드
20221,11440740,상암동,42.0,19.0,23.0,CS100006,패스트푸드
20214,11440740,상암동,41.0,19.0,22.0,CS100006,패스트푸드
20222,11440555,아현동,15.0,6.0,9.0,CS100007,치킨
20221,11440555,아현동,15.0,6.0,9.0,CS100007,치킨
20214,11440555,아현동,15.0,5.0,10.0,CS100007,치킨
20222,11440565,공덕동,22.0,7.0,15.0,CS100007,치킨
20221,11440565,공덕동,22.0,7.0,15.0,CS100007,치킨
20214,11440565,공덕동,22.0,7.0,15.0,CS100007,치킨
20222,11440585,도화동,24.0,8.0,16.0,CS100007,치킨
20221,11440585,도화동,22.0,8.0,14.0,CS100007,치킨
20214,11440585,도화동,21.0,8.0,13.0,CS100007,치킨
20222,11440590,용강동,18.0,5.0,13.0,CS100007,치킨
20221,11440590,용강동,18.0,5.0,13.0,CS100007,치킨
20214,11440590,용강동,18.0,5.0,13.0,CS100007,치킨
20222,11440600,대흥동,13.0,6.0,7.0,CS100007,치킨
20221,11440600,대흥동,13.0,6.0,7.0,CS100007,치킨
20214,11440600,대흥동,12.0,6.0,6.0,CS100007,치킨
20222,11440610,염리동,10.0,5.0,5.0,CS100007,치킨
20221,11440610,염리동,10.0,5.0,5.0,CS100007,치킨
20214,11440610,염리동,9.0,4.0,5.0,CS100007,치킨
20222,11440630,신수동,16.0,3.0,13.0,CS100007,치킨
20221,11440630,신수동,15.0,3.0,12.0,CS100007,치킨
20214,11440630,신수동,15.0,3.0,12.0,CS100007,치킨
20222,11440655,서강동,19.0,5.0,14.0,CS100007,치킨
20221,11440655,서강동,18.0,5.0,13.0,CS100007,치킨
20214,11440655,서강동,19.0,5.0,14.0,CS100007,치킨
20222,11440660,서교동,59.0,22.0,37.0,CS100007,치킨
20221,11440660,서교동,60.0,22.0,38.0,CS100007,치킨
20214,11440660,서교동,61.0,21.0,40.0,CS100007,치킨
20222,11440680,합정동,10.0,2.0,8.0,CS100007,치킨
20221,11440680,합정동,10.0,2.0,8.0,CS100007,치킨
20214,11440680,합정동,9.0,1.0,8.0,CS100007,치킨
20222,11440690,망원1동,23.0,11.0,12.0,CS100007,치킨
20221,11440690,망원1동,23.0,11.0,12.0,CS100007,치킨
20214,11440690,망원1동,22.0,10.0,12.0,CS100007,치킨
20222,11440700,망원2동,23.0,9.0,14.0,CS100007,치킨
20221,11440700,망원2동,24.0,9.0,15.0,CS100007,치킨
20214,11440700,망원2동,24.0,9.0,15.0,CS100007,치킨
20222,11440710,연남동,13.0,6.0,7.0,CS100007,치킨
20221,11440710,연남동,12.0,5.0,7.0,CS100007,치킨
20214,11440710,연남동,12.0,5.0,7.0,CS100007,치킨
20222,11440720,성산1동,11.0,3.0,8.0,CS100007,치킨
20221,11440720,성산1동,11.0,3.0,8.0,CS100007,치킨
20214,11440720,성산1동,11.0,3.0,8.0,CS100007,치킨
20222,11440730,성산2동,20.0,4.0,16.0,CS100007,치킨
20221,11440730,성산2동,21.0,4.0,17.0,CS100007,치킨
20214,11440730,성산2동,18.0,4.0,14.0,CS100007,치킨
20222,11440740,상암동,28.0,12.0,16.0,CS100007,치킨
20221,11440740,상암동,26.0,11.0,15.0,CS100007,치킨
20214,11440740,상암동,26.0,11.0,15.0,CS100007,치킨
20222,11440555,아현동,34.0,24.0,10.0,CS100008,분식
20221,11440555,아현동,33.0,23.0,10.0,CS100008,분식
20214,11440555,아현동,34.0,23.0,11.0,CS100008,분식
20222,11440565,공덕동,44.0,30.0,14.0,CS100008,분식
20221,11440565,공덕동,44.0,29.0,15.0,CS100008,분식
20214,11440565,공덕동,43.0,30.0,13.0,CS100008,분식
20222,11440585,도화동,40.0,28.0,12.0,CS100008,분식
20221,11440585,도화동,39.0,28.0,11.0,CS100008,분식
20214,11440585,도화동,39.0,28.0,11.0,CS100008,분식
20222,11440590,용강동,25.0,17.0,8.0,CS100008,분식
20221,11440590,용강동,23.0,16.0,7.0,CS100008,분식
20214,11440590,용강동,22.0,15.0,7.0,CS100008,분식
20222,11440600,대흥동,46.0,36.0,10.0,CS100008,분식
20221,11440600,대흥동,45.0,35.0,10.0,CS100008,분식
20214,11440600,대흥동,45.0,35.0,10.0,CS100008,분식
20222,11440610,염리동,24.0,20.0,4.0,CS100008,분식
20221,11440610,염리동,23.0,19.0,4.0,CS100008,분식
20214,11440610,염리동,22.0,18.0,4.0,CS100008,분식
20222,11440630,신수동,22.0,18.0,4.0,CS100008,분식
20221,11440630,신수동,21.0,17.0,4.0,CS100008,분식
20214,11440630,신수동,21.0,17.0,4.0,CS100008,분식
20222,11440655,서강동,33.0,27.0,6.0,CS100008,분식
20221,11440655,서강동,32.0,26.0,6.0,CS100008,분식
20214,11440655,서강동,35.0,29.0,6.0,CS100008,분식
20222,11440660,서교동,141.0,111.0,30.0,CS100008,분식
20221,11440660,서교동,142.0,113.0,29.0,CS100008,분식
20214,11440660,서교동,151.0,121.0,30.0,CS100008,분식
20222,11440680,합정동,25.0,21.0,4.0,CS100008,분식
20221,11440680,합정동,26.0,22.0,4.0,CS100008,분식
20214,11440680,합정동,26.0,22.0,4.0,CS100008,분식
20222,11440690,망원1동,39.0,33.0,6.0,CS100008,분식
20221,11440690,망원1동,42.0,35.0,7.0,CS100008,분식
20214,11440690,망원1동,42.0,35.0,7.0,CS100008,분식
20222,11440700,망원2동,25.0,19.0,6.0,CS100008,분식
20221,11440700,망원2동,25.0,19.0,6.0,CS100008,분식
20214,11440700,망원2동,25.0,19.0,6.0,CS100008,분식
20222,11440710,연남동,32.0,28.0,4.0,CS100008,분식
20221,11440710,연남동,33.0,29.0,4.0,CS100008,분식
20214,11440710,연남동,31.0,27.0,4.0,CS100008,분식
20222,11440720,성산1동,14.0,10.0,4.0,CS100008,분식
20221,11440720,성산1동,14.0,10.0,4.0,CS100008,분식
20214,11440720,성산1동,15.0,11.0,4.0,CS100008,분식
20222,11440730,성산2동,42.0,30.0,12.0,CS100008,분식
20221,11440730,성산2동,43.0,31.0,12.0,CS100008,분식
20214,11440730,성산2동,44.0,32.0,12.0,CS100008,분식
20222,11440740,상암동,47.0,30.0,17.0,CS100008,분식
20221,11440740,상암동,48.0,32.0,16.0,CS100008,분식
20214,11440740,상암동,46.0,30.0,16.0,CS100008,분식
20222,11440555,아현동,30.0,27.0,3.0,CS100009,호프
20221,11440555,아현동,30.0,27.0,3.0,CS100009,호프
20214,11440555,아현동,31.0,28.0,3.0,CS100009,호프
20222,11440565,공덕동,62.0,62.0,0.0,CS100009,호프
20221,11440565,공덕동,61.0,61.0,0.0,CS100009,호프
20214,11440565,공덕동,58.0,58.0,0.0,CS100009,호프
20222,11440585,도화동,73.0,64.0,9.0,CS100009,호프
20221,11440585,도화동,73.0,64.0,9.0,CS100009,호프
20214,11440585,도화동,74.0,64.0,10.0,CS100009,호프
20222,11440590,용강동,59.0,53.0,6.0,CS100009,호프
20221,11440590,용강동,59.0,53.0,6.0,CS100009,호프
20214,11440590,용강동,58.0,52.0,6.0,CS100009,호프
20222,11440600,대흥동,30.0,26.0,4.0,CS100009,호프
20221,11440600,대흥동,29.0,25.0,4.0,CS100009,호프
20214,11440600,대흥동,32.0,28.0,4.0,CS100009,호프
20222,11440610,염리동,16.0,13.0,3.0,CS100009,호프
20221,11440610,염리동,16.0,13.0,3.0,CS100009,호프
20214,11440610,염리동,15.0,12.0,3.0,CS100009,호프
20222,11440630,신수동,18.0,15.0,3.0,CS100009,호프
20221,11440630,신수동,18.0,15.0,3.0,CS100009,호프
20214,11440630,신수동,18.0,15.0,3.0,CS100009,호프
20222,11440655,서강동,96.0,86.0,10.0,CS100009,호프
20221,11440655,서강동,96.0,86.0,10.0,CS100009,호프
20214,11440655,서강동,100.0,90.0,10.0,CS100009,호프
20222,11440660,서교동,558.0,503.0,55.0,CS100009,호프
20221,11440660,서교동,562.0,506.0,56.0,CS100009,호프
20214,11440660,서교동,567.0,512.0,55.0,CS100009,호프
20222,11440680,합정동,109.0,98.0,11.0,CS100009,호프
20221,11440680,합정동,110.0,99.0,11.0,CS100009,호프
20214,11440680,합정동,110.0,99.0,11.0,CS100009,호프
20222,11440690,망원1동,53.0,51.0,2.0,CS100009,호프
20221,11440690,망원1동,54.0,52.0,2.0,CS100009,호프
20214,11440690,망원1동,54.0,52.0,2.0,CS100009,호프
20222,11440700,망원2동,28.0,24.0,4.0,CS100009,호프
20221,11440700,망원2동,26.0,22.0,4.0,CS100009,호프
20214,11440700,망원2동,26.0,22.0,4.0,CS100009,호프
20222,11440710,연남동,142.0,137.0,5.0,CS100009,호프
20221,11440710,연남동,145.0,140.0,5.0,CS100009,호프
20214,11440710,연남동,153.0,148.0,5.0,CS100009,호프
20222,11440720,성산1동,24.0,21.0,3.0,CS100009,호프
20221,11440720,성산1동,23.0,20.0,3.0,CS100009,호프
20214,11440720,성산1동,23.0,20.0,3.0,CS100009,호프
20222,11440730,성산2동,23.0,19.0,4.0,CS100009,호프
20221,11440730,성산2동,23.0,18.0,5.0,CS100009,호프
20214,11440730,성산2동,23.0,18.0,5.0,CS100009,호프
20222,11440740,상암동,56.0,47.0,9.0,CS100009,호프
20221,11440740,상암동,54.0,45.0,9.0,CS100009,호프
20214,11440740,상암동,56.0,47.0,9.0,CS100009,호프
20222,11440555,아현동,53.0,35.0,18.0,CS100010,커피
20221,11440555,아현동,53.0,35.0,18.0,CS100010,커피
20214,11440555,아현동,53.0,36.0,17.0,CS100010,커피
20222,11440565,공덕동,72.0,57.0,15.0,CS100010,커피
20221,11440565,공덕동,74.0,59.0,15.0,CS100010,커피
20214,11440565,공덕동,78.0,61.0,17.0,CS100010,커피
20222,11440585,도화동,61.0,37.0,24.0,CS100010,커피
20221,11440585,도화동,59.0,36.0,23.0,CS100010,커피
20214,11440585,도화동,61.0,36.0,25.0,CS100010,커피
20222,11440590,용강동,68.0,53.0,15.0,CS100010,커피
20221,11440590,용강동,67.0,52.0,15.0,CS100010,커피
20214,11440590,용강동,69.0,53.0,16.0,CS100010,커피
20222,11440600,대흥동,82.0,63.0,19.0,CS100010,커피
20221,11440600,대흥동,81.0,62.0,19.0,CS100010,커피
20214,11440600,대흥동,85.0,63.0,22.0,CS100010,커피
20222,11440610,염리동,55.0,38.0,17.0,CS100010,커피
20221,11440610,염리동,52.0,36.0,16.0,CS100010,커피
20214,11440610,염리동,54.0,38.0,16.0,CS100010,커피
20222,11440630,신수동,43.0,39.0,4.0,CS100010,커피
20221,11440630,신수동,45.0,41.0,4.0,CS100010,커피
20214,11440630,신수동,45.0,41.0,4.0,CS100010,커피
20222,11440655,서강동,124.0,108.0,16.0,CS100010,커피
20221,11440655,서강동,131.0,113.0,18.0,CS100010,커피
20214,11440655,서강동,140.0,121.0,19.0,CS100010,커피
20222,11440660,서교동,673.0,578.0,95.0,CS100010,커피
20221,11440660,서교동,697.0,593.0,104.0,CS100010,커피
20214,11440660,서교동,715.0,615.0,100.0,CS100010,커피
20222,11440680,합정동,177.0,153.0,24.0,CS100010,커피
20221,11440680,합정동,174.0,150.0,24.0,CS100010,커피
20214,11440680,합정동,177.0,153.0,24.0,CS100010,커피
20222,11440690,망원1동,138.0,126.0,12.0,CS100010,커피
20221,11440690,망원1동,139.0,127.0,12.0,CS100010,커피
20214,11440690,망원1동,148.0,136.0,12.0,CS100010,커피
20222,11440700,망원2동,75.0,67.0,8.0,CS100010,커피
20221,11440700,망원2동,77.0,68.0,9.0,CS100010,커피
20214,11440700,망원2동,83.0,74.0,9.0,CS100010,커피
20222,11440710,연남동,278.0,265.0,13.0,CS100010,커피
20221,11440710,연남동,287.0,273.0,14.0,CS100010,커피
20214,11440710,연남동,296.0,283.0,13.0,CS100010,커피
20222,11440720,성산1동,57.0,54.0,3.0,CS100010,커피
20221,11440720,성산1동,59.0,55.0,4.0,CS100010,커피
20214,11440720,성산1동,66.0,62.0,4.0,CS100010,커피
20222,11440730,성산2동,56.0,47.0,9.0,CS100010,커피
20221,11440730,성산2동,57.0,48.0,9.0,CS100010,커피
20214,11440730,성산2동,62.0,52.0,10.0,CS100010,커피
20222,11440740,상암동,195.0,139.0,56.0,CS100010,커피
20221,11440740,상암동,199.0,143.0,56.0,CS100010,커피
20214,11440740,상암동,198.0,141.0,57.0,CS100010,커피
20224,11440555,아현동,110.0,96.0,14.0,CS100001,한식
20223,11440555,아현동,100.0,87.0,13.0,CS100001,한식
20224,11440565,공덕동,225.0,203.0,22.0,CS100001,한식
20223,11440565,공덕동,221.0,200.0,21.0,CS100001,한식
20224,11440585,도화동,168.0,151.0,17.0,CS100001,한식
20223,11440585,도화동,168.0,151.0,17.0,CS100001,한식
20224,11440590,용강동,203.0,165.0,38.0,CS100001,한식
20223,11440590,용강동,201.0,165.0,36.0,CS100001,한식
20224,11440600,대흥동,126.0,113.0,13.0,CS100001,한식
20223,11440600,대흥동,123.0,111.0,12.0,CS100001,한식
20224,11440610,염리동,72.0,63.0,9.0,CS100001,한식
20223,11440610,염리동,68.0,60.0,8.0,CS100001,한식
20224,11440630,신수동,71.0,62.0,9.0,CS100001,한식
20223,11440630,신수동,72.0,63.0,9.0,CS100001,한식
20224,11440655,서강동,155.0,138.0,17.0,CS100001,한식
20223,11440655,서강동,148.0,132.0,16.0,CS100001,한식
20224,11440660,서교동,797.0,689.0,108.0,CS100001,한식
20223,11440660,서교동,797.0,691.0,106.0,CS100001,한식
20224,11440680,합정동,182.0,158.0,24.0,CS100001,한식
20223,11440680,합정동,172.0,148.0,24.0,CS100001,한식
20224,11440690,망원1동,154.0,147.0,7.0,CS100001,한식
20223,11440690,망원1동,155.0,148.0,7.0,CS100001,한식
20224,11440700,망원2동,112.0,96.0,16.0,CS100001,한식
20223,11440700,망원2동,109.0,94.0,15.0,CS100001,한식
20224,11440710,연남동,171.0,164.0,7.0,CS100001,한식
20223,11440710,연남동,169.0,162.0,7.0,CS100001,한식
20224,11440720,성산1동,87.0,77.0,10.0,CS100001,한식
20223,11440720,성산1동,84.0,75.0,9.0,CS100001,한식
20224,11440730,성산2동,108.0,93.0,15.0,CS100001,한식
20223,11440730,성산2동,106.0,91.0,15.0,CS100001,한식
20224,11440740,상암동,328.0,254.0,74.0,CS100001,한식
20223,11440740,상암동,320.0,249.0,71.0,CS100001,한식
20224,11440555,아현동,7.0,6.0,1.0,CS100002,중식
20223,11440555,아현동,5.0,4.0,1.0,CS100002,중식
20224,11440565,공덕동,18.0,18.0,0.0,CS100002,중식
20223,11440565,공덕동,15.0,15.0,0.0,CS100002,중식
20224,11440585,도화동,20.0,16.0,4.0,CS100002,중식
