NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수자,매도자,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지
253,서울특별시 마포구 아현동,집합,3**,신촌로,준주거,제1종근린생활,25m이상,29.33, ,"74,000",1,-,-,202207,27,,2022,-,직거래,-
254,서울특별시 마포구 합정동,집합,4**,월드컵로1길,준주거,판매,25m이상,138.85, ,"175,000",1,-,-,202207,27,,2015,-,중개거래,서울 마포구
255,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,판매,25m이상,33.08, ,"13,500",,-,-,202207,26,,1987,-,중개거래,서울 마포구
256,서울특별시 마포구 상수동,집합,3**,와우산로,제2종일반주거,제2종근린생활,8m미만,22.28, ,"20,000",2,-,-,202207,25,,2008,-,중개거래,서울 마포구
257,서울특별시 마포구 도화동,집합,1**,마포대로,일반상업,업무,12m미만,38.45, ,"25,000",,-,-,202207,25,,1987,-,중개거래,서울 마포구
258,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,139.98, ,"250,000",26,-,-,202207,23,,2010,-,중개거래,서울 마포구 서울 은평구
259,서울특별시 마포구 연남동,일반,2**,성미산로29안길,제2종일반주거,제2종근린생활,12m미만,193.29,153.40,"415,000",,-,-,202207,22,,1970,-,중개거래,서울 강남구
260,서울특별시 마포구 망원동,집합,4**,망원로2길,제2종일반주거,제2종근린생활,8m미만,16.34, ,"15,000",4,-,-,202207,22,,2007,-,중개거래,서울 용산구
261,서울특별시 마포구 서교동,일반,4**,월드컵북로,제3종일반주거,제1종근린생활,25m이상,1670.18,454.20,"1,830,000",,-,-,202207,21,,2005,-,중개거래,서울 서초구
262,서울특별시 마포구 상암동,집합,1***,상암산로1길,제3종일반주거,제1종근린생활,25m미만,22.30, ,"47,500",1,-,-,202207,20,,2005,-,중개거래,서울 마포구
263,서울특별시 마포구 상암동,집합,1***,상암산로1길,제3종일반주거,제1종근린생활,25m미만,22.30, ,"42,500",1,-,-,202207,20,,2005,20220810,중개거래,서울 마포구
264,서울특별시 마포구 서교동,집합,4**,양화로,일반상업,판매,25m이상,45.13, ,"72,000",1,-,-,202207,19,,2012,-,중개거래,서울 마포구
265,서울특별시 마포구 상암동,집합,1***,월드컵북로54길,일반상업,판매,25m미만,41.40, ,"130,000",1,-,-,202207,19,,2017,-,중개거래,서울 마포구
266,서울특별시 마포구 서교동,일반,3**,와우산로29길,제2종일반주거,제1종근린생활,25m미만,299.96,7.36,"16,000",,-,-,202207,19,지분,1996,-,중개거래,서울 마포구
267,서울특별시 마포구 서교동,집합,4**,양화로,일반상업,판매,25m이상,34.61, ,"59,000",1,-,-,202207,19,,2012,-,중개거래,서울 마포구
268,서울특별시 마포구 합정동,집합,4**,월드컵로1길,준주거,제1종근린생활,25m이상,114.48, ,"121,000",1,-,-,202207,19,,2015,-,중개거래,서울 송파구
269,서울특별시 마포구 공덕동,집합,4**,마포대로,준주거,제1종근린생활,25m이상,28.49, ,"18,700",2,-,-,202207,18,,1990,-,중개거래,서울 마포구
270,서울특별시 마포구 망원동,일반,4**,희우정로,제2종일반주거,제1종근린생활,25m미만,284.73,65.80,"100,000",,-,-,202207,18,지분,1990,-,직거래,-
271,서울특별시 마포구 공덕동,집합,2**,만리재로,일반상업,제1종근린생활,25m이상,8.62, ,"3,100",,-,-,202207,18,,1985,-,중개거래,서울 마포구
272,서울특별시 마포구 공덕동,집합,2**,만리재로,일반상업,제1종근린생활,25m이상,8.62, ,"1,500",,-,-,202207,18,,1985,-,중개거래,서울 마포구
273,서울특별시 마포구 동교동,일반,2**,동교로,제3종일반주거,제1종근린생활,25m미만,609.68,213.20,"543,000",,-,-,202207,18,,1997,-,중개거래,서울 강남구
274,서울특별시 마포구 공덕동,집합,4**,만리재로,일반상업,업무,25m이상,90.14, ,"62,000",14,-,-,202207,16,,2002,-,중개거래,서울 마포구
275,서울특별시 마포구 대흥동,집합,8**,대흥로,제2종일반주거,제2종근린생활,25m이상,35.40, ,"65,000",1,-,-,202207,15,,2020,-,직거래,-
276,서울특별시 마포구 서교동,일반,4**,동교로22길,제2종일반주거,교육연구,12m미만,592.61,16.74,"5,630",,-,-,202207,14,지분,2005,-,직거래,-
277,서울특별시 마포구 합정동,집합,4**,동교로8길,제2종일반주거,제1종근린생활,12m미만,28.93, ,"21,000",1,-,-,202207,14,,2008,-,직거래,-
278,서울특별시 마포구 합정동,일반,4**,포은로,제2종일반주거,제2종근린생활,12m미만,468.46,171.20,"380,000",,-,-,202207,14,,1995,-,중개거래,서울 마포구
279,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"13,200",,-,-,202207,13,,1987,-,중개거래,서울 마포구
280,서울특별시 마포구 성산동,일반,2**,월드컵북로9길,제2종일반주거,제2종근린생활,8m미만,216.94,110.70,"258,000",,-,-,202207,13,,2019,-,중개거래,서울 마포구
281,서울특별시 마포구 염리동,집합,5**,대흥로24길,제2종일반주거,제2종근린생활,25m이상,75.99, ,"42,500",1,-,-,202207,11,지분,2021,-,중개거래,서울 마포구
282,서울특별시 마포구 합정동,일반,4**,월드컵로7길,제2종일반주거,제2종근린생활,8m미만,109.98,67.80,"100,000",,-,-,202207,08,,1992,-,중개거래,서울 마포구 서울 용산구
283,서울특별시 마포구 아현동,일반,2**,굴레방로,준주거,제1종근린생활,25m미만,557.46,200.00,"458,000",,-,-,202207,08,,1984,-,중개거래,서울 강남구
284,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,600",5,-,-,202207,08,,2006,-,중개거래,서울 마포구
285,서울특별시 마포구 동교동,집합,1**,,근린상업,판매,25m이상,8.43, ,"11,992",,-,-,202207,08,,2007,-,직거래,-
286,서울특별시 마포구 신수동,집합,3**,토정로17길,제2종일반주거,제2종근린생활,8m미만,30.33, ,"35,000",2,-,-,202207,08,,2010,-,중개거래,서울 마포구
287,서울특별시 마포구 동교동,집합,1**,신촌로10길,제3종일반주거,제2종근린생활,12m미만,36.06, ,"34,500",,-,-,202207,07,,2018,-,중개거래,서울 마포구
288,서울특별시 마포구 동교동,집합,1**,,근린상업,판매,25m이상,4.74, ,"9,557",,-,-,202207,06,,2007,-,직거래,-
289,서울특별시 마포구 서교동,일반,3**,와우산로,제2종일반주거,제2종근린생활,25m미만,742.59,333.60,"1,300,000",,-,-,202207,05,,1984,-,중개거래,서울 서초구
290,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제1종근린생활,25m이상,12.07, ,"3,500",,-,-,202207,04,,1988,-,중개거래,서울 마포구
291,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제1종근린생활,25m이상,10.81, ,"3,000",,-,-,202207,04,,1988,-,중개거래,서울 마포구
292,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제1종근린생활,25m이상,13.67, ,"4,000",,-,-,202207,04,,1988,-,중개거래,서울 마포구
293,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제1종근린생활,25m이상,10.65, ,"3,000",,-,-,202207,04,,1988,-,중개거래,서울 마포구
294,서울특별시 마포구 합정동,집합,4**,월드컵로1길,준주거,판매,25m이상,138.85, ,"175,000",1,-,-,202207,01,,2015,20220727,중개거래,서울 마포구
295,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,기타,25m이상,11.57, ,"3,500",,-,-,202207,01,,1988,-,중개거래,서울 마포구
296,서울특별시 마포구 아현동,집합,7**,마포대로,준주거,제1종근린생활,25m이상,1598.41, ,"330,000",,-,-,202207,01,,2006,-,직거래,-
297,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"12,500",16,-,-,202207,01,,1987,-,중개거래,서울 마포구
298,서울특별시 마포구 아현동,집합,7**,굴레방로1길,제2종일반주거,제2종근린생활,12m미만,84.27, ,"34,000",,-,-,202207,01,,2016,-,직거래,-
299,서울특별시 마포구 동교동,일반,2**,동교로,제3종일반주거,제2종근린생활,25m미만,609.68,106.60,"78,000",,-,-,202206,30,지분,1997,-,직거래,-
300,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,12.13, ,"4,100",4,-,-,202206,28,,2006,-,중개거래,서울 마포구
301,서울특별시 마포구 노고산동,집합,5*,서강로,일반상업,제1종근린생활,25m이상,198.58, ,"158,000",2,-,-,202206,28,,2004,-,중개거래,서울 마포구
302,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,업무,25m이상,41.66, ,"26,000",,-,-,202206,24,,1987,-,중개거래,서울 마포구
303,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,350",6,-,-,202206,24,,2006,-,중개거래,서울 마포구
304,서울특별시 마포구 토정동,집합,*,토정로32길,제3종일반주거,제2종근린생활,25m미만,56.96, ,"15,340",1,-,-,202206,24,,1997,-,직거래,-
305,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,750",7,-,-,202206,23,,2006,-,중개거래,서울 마포구
306,서울특별시 마포구 상암동,집합,1***,월드컵북로,제3종일반주거,제1종근린생활,25m이상,34.60, ,"83,000",1,-,-,202206,23,,2006,-,직거래,-
307,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제1종근린생활,25m이상,14.90, ,"3,500",,-,-,202206,23,,1988,-,직거래,-
308,서울특별시 마포구 성산동,집합,2**,새터산7길,제2종일반주거,제2종근린생활,8m미만,22.11, ,"11,315",1,-,-,202206,23,,2019,-,직거래,-
309,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"13,800",,-,-,202206,22,,1987,-,중개거래,경기 평택시 서울 마포구
310,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,84.78, ,"145,000",17,-,-,202206,21,,2010,-,중개거래,서울 마포구
311,서울특별시 마포구 서교동,일반,3**,양화로,근린상업,숙박,25m이상,13852.83,2030.10,"11,030,000",,-,-,202206,20,,1996,-,직거래,-
312,서울특별시 마포구 대흥동,집합,1*,신촌로,일반상업,제2종근린생활,25m이상,25.92, ,"23,000",3,-,-,202206,17,,2014,-,중개거래,서울 마포구
313,서울특별시 마포구 아현동,집합,7**,굴레방로1길,제2종일반주거,제2종근린생활,12m미만,90.78, ,"115,000",,-,-,202206,17,,2016,-,중개거래,서울 마포구
314,서울특별시 마포구 서교동,집합,4**,동교로12길,제2종일반주거,제2종근린생활,8m미만,19.53, ,"5,000",,-,-,202206,17,지분,,-,중개거래,경기 용인시 기흥구
315,서울특별시 마포구 서교동,일반,3**,와우산로29길,제2종일반주거,제1종근린생활,25m미만,299.96,7.36,"13,500",,-,-,202206,17,지분,1996,-,중개거래,서울 마포구
316,서울특별시 마포구 성산동,집합,5**,모래내로1길,유통상업,제2종근린생활,12m미만,32.99, ,"39,360",2,-,-,202206,17,,2021,-,중개거래,서울 마포구
317,서울특별시 마포구 성산동,집합,5**,모래내로1길,유통상업,제2종근린생활,12m미만,34.53, ,"41,200",2,-,-,202206,17,,2021,-,중개거래,서울 마포구
318,서울특별시 마포구 성산동,일반,2**,동교로17길,제2종일반주거,제2종근린생활,12m미만,368.43,621.50,"950,000",,-,-,202206,17,,2002,-,중개거래,서울 마포구 서울 서초구
319,서울특별시 마포구 성산동,일반,2**,동교로17길,제2종일반주거,제2종근린생활,12m미만,368.43,621.50,"950,000",,-,-,202206,17,,2002,-,중개거래,서울 마포구 서울 서초구
320,서울특별시 마포구 대흥동,일반,3**,광성로6길,제3종일반주거,제2종근린생활,8m미만,844.67,235.00,"477,000",,-,-,202206,17,,2004,-,중개거래,서울 강남구
321,서울특별시 마포구 도화동,집합,5**,마포대로,일반상업,제1종근린생활,25m이상,169.84, ,"80,000",,-,-,202206,16,,2004,-,중개거래,서울 마포구
322,서울특별시 마포구 도화동,집합,5**,마포대로,일반상업,제1종근린생활,25m이상,401.87, ,"183,000",,-,-,202206,15,,2004,-,중개거래,서울 마포구
323,서울특별시 마포구 합정동,일반,3**,성지길,제2종일반주거,제2종근린생활,25m미만,694.57,402.30,"1,100,000",,-,-,202206,15,,1973,-,중개거래,서울 마포구
324,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,000",9,-,-,202206,15,,2006,-,중개거래,서울 마포구
325,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,제1종근린생활,25m이상,34.41, ,"14,200",,-,-,202206,14,,1987,-,중개거래,서울 마포구
326,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,700",8,-,-,202206,14,,2006,-,중개거래,서울 마포구
327,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,200",2,-,-,202206,14,,2006,-,중개거래,-
328,서울특별시 마포구 동교동,일반,1**,양화로,근린상업,제1종근린생활,25m이상,6335.53,944.80,"8,900,000",,-,-,202206,14,,1993,-,중개거래,서울 강남구
329,서울특별시 마포구 서교동,일반,3**,잔다리로,제2종일반주거,제2종근린생활,25m미만,1531.36,331.20,"1,380,000",,-,-,202206,13,,1996,-,중개거래,경기 고양덕양구 서울 강남구
330,서울특별시 마포구 망원동,일반,5*,,제2종일반주거,제2종근린생활,-,99.69,63.00,"143,000",,-,-,202206,13,,1995,20230216,중개거래,서울 마포구
331,서울특별시 마포구 신수동,일반,4*,독막로32길,제3종일반주거,제2종근린생활,8m미만,280.98,116.00,"135,000",,-,-,202206,11,,1996,20220905,중개거래,서울 마포구
332,서울특별시 마포구 신수동,일반,4*,독막로32길,제3종일반주거,제2종근린생활,8m미만,280.98,116.00,"135,000",,-,-,202206,11,,1996,-,중개거래,서울 마포구
333,서울특별시 마포구 동교동,집합,1**,양화로,근린상업,제2종근린생활,25m이상,16.38, ,"18,000",,-,-,202206,10,,1999,-,직거래,-
334,서울특별시 마포구 동교동,집합,1**,양화로,근린상업,제2종근린생활,25m이상,24.82, ,"19,000",,-,-,202206,10,,1999,-,직거래,-
335,서울특별시 마포구 동교동,집합,1**,,근린상업,판매,25m이상,8.24, ,"12,475",,-,-,202206,10,,2007,-,직거래,-
336,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,12.13, ,"4,300",9,-,-,202206,10,,,-,중개거래,서울 마포구
337,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,판매,25m이상,23.55, ,"8,250",,-,-,202206,10,,1987,-,중개거래,서울 마포구
338,서울특별시 마포구 용강동,집합,3**,큰우물로,제3종일반주거,제1종근린생활,25m미만,38.40, ,"7,000",,-,-,202206,10,,2003,-,직거래,-
339,서울특별시 마포구 동교동,집합,1**,양화로,근린상업,제2종근린생활,25m이상,14.72, ,"15,000",,-,-,202206,10,,1999,-,직거래,-
340,서울특별시 마포구 동교동,집합,1**,양화로,근린상업,제2종근린생활,25m이상,16.62, ,"18,000",,-,-,202206,10,,1999,-,직거래,-
341,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"13,500",,-,-,202206,09,,1987,-,중개거래,서울 마포구
342,서울특별시 마포구 연남동,일반,2**,동교로51길,제2종일반주거,제1종근린생활,8m미만,220.01,99.80,"240,000",,-,-,202206,08,,1990,-,중개거래,서울 마포구
343,서울특별시 마포구 서교동,집합,4**,양화로,일반상업,제2종근린생활,25m이상,63.97, ,"137,000",,-,-,202206,08,,2020,-,중개거래,서울 마포구
344,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"3,850",10,-,-,202206,08,,2006,-,중개거래,서울 마포구
345,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,750",11,-,-,202206,08,,2006,-,중개거래,서울 마포구
346,서울특별시 마포구 상암동,일반,3*,월드컵북로44길,제3종일반주거,제2종근린생활,12m미만,358.58,146.00,"400,000",,-,-,202206,07,,2018,-,중개거래,서울 마포구 서울 송파구
347,서울특별시 마포구 망원동,집합,4**,방울내로,제2종일반주거,제2종근린생활,25m미만,39.75, ,"19,000",2,-,-,202206,07,,1986,20220627,중개거래,서울 마포구
348,서울특별시 마포구 망원동,집합,4**,방울내로,제2종일반주거,제2종근린생활,25m미만,39.75, ,"19,000",2,-,-,202206,07,,1986,-,중개거래,서울 마포구
349,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,12.13, ,"4,500",11,-,-,202206,06,,2006,-,중개거래,서울 마포구
350,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"13,200",,-,-,202206,04,,1987,-,중개거래,서울 마포구
351,서울특별시 마포구 서교동,일반,3**,양화로8길,제3종일반주거,제2종근린생활,8m미만,467.96,240.70,"595,000",,-,-,202206,04,,2008,-,중개거래,서울 마포구
352,서울특별시 마포구 현석동,일반,*,토정로,제2종일반주거,제2종근린생활,8m미만,206.49,420.00,"441,644",,-,-,202206,03,,1974,20231205,중개거래,서울 마포구
353,서울특별시 마포구 현석동,일반,*,토정로,제2종일반주거,제2종근린생활,8m미만,206.49,420.00,"441,644",,-,-,202206,03,,1974,20230308,중개거래,서울 마포구
354,서울특별시 마포구 서교동,일반,3**,양화로,근린상업,제1종근린생활,12m미만,1361.90,433.00,"1,080,000",,-,-,202206,03,,1991,-,중개거래,서울 강남구
355,서울특별시 마포구 현석동,일반,*,토정로,제2종일반주거,제2종근린생활,8m미만,206.49,420.00,"441,644",,-,-,202206,03,,1974,-,중개거래,서울 마포구
356,서울특별시 마포구 동교동,집합,1**,,근린상업,업무,25m이상,29.29, ,"38,800",,-,-,202206,02,,2007,-,직거래,-
357,서울특별시 마포구 동교동,집합,1**,,근린상업,업무,25m이상,65.79, ,"87,100",,-,-,202206,02,,2007,-,직거래,-
358,서울특별시 마포구 동교동,집합,1**,,근린상업,업무,25m이상,51.58, ,"68,300",,-,-,202206,02,,2007,-,직거래,-
359,서울특별시 마포구 동교동,집합,1**,,근린상업,업무,25m이상,40.08, ,"53,060",,-,-,202206,02,,2007,-,직거래,-
360,서울특별시 마포구 연남동,집합,2**,동교로47길,제2종일반주거,제2종근린생활,8m미만,15.33, ,"11,800",1,-,-,202206,02,,2008,-,중개거래,서울 마포구
361,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"15,000",,-,-,202206,02,,1987,-,중개거래,서울 마포구
362,서울특별시 마포구 동교동,집합,1**,,근린상업,업무,25m이상,61.35, ,"81,240",,-,-,202206,02,,2007,-,직거래,-
363,서울특별시 마포구 연남동,일반,4**,성미산로17길,제2종일반주거,제2종근린생활,8m미만,27.56,30.00,"47,800",,-,-,202206,01,,1985,-,중개거래,서울 마포구
364,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,500",3,-,-,202206,01,,2006,-,중개거래,서울 마포구
365,서울특별시 마포구 합정동,집합,4**,희우정로,제2종일반주거,제1종근린생활,25m미만,20.89, ,"27,000",1,-,-,202206,01,,2009,-,중개거래,서울 마포구
366,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,500",6,-,-,202206,01,,2006,-,중개거래,서울 마포구
367,서울특별시 마포구 공덕동,집합,4**,만리재로,일반상업,업무,25m이상,59.10, ,"36,000",23,-,-,202205,31,,2002,-,중개거래,서울 마포구
368,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제2종근린생활,25m이상,33.77, ,"13,413",,-,-,202205,31,,1988,-,중개거래,서울 마포구
369,서울특별시 마포구 도화동,집합,3*,마포대로,일반상업,제2종근린생활,25m이상,66.49, ,"26,387",,-,-,202205,31,,1988,-,중개거래,서울 마포구
370,서울특별시 마포구 성산동,일반,1**,월드컵북로,제2종일반주거,제2종근린생활,25m이상,95.78,240.00,"290,000",,-,-,202205,30,,2004,-,중개거래,서울 마포구
371,서울특별시 마포구 연남동,일반,2**,동교로51길,제2종일반주거,제2종근린생활,8m미만,195.84,92.60,"156,000",,-,-,202205,30,,1991,-,중개거래,서울 강남구
372,서울특별시 마포구 대흥동,집합,1*,신촌로,일반상업,업무,25m이상,31.68, ,"13,400",14,-,-,202205,28,,2000,-,중개거래,서울 마포구
373,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"3,900",10,-,-,202205,27,,2006,-,중개거래,서울 마포구
374,서울특별시 마포구 아현동,집합,7**,손기정로,제2종일반주거,제1종근린생활,12m미만,44.72, ,"50,000",,-,-,202205,27,,1986,-,중개거래,서울 마포구
375,서울특별시 마포구 서교동,일반,3**,와우산로29길,제2종일반주거,제1종근린생활,8m미만,597.14,255.90,"727,000",,-,-,202205,27,,2021,-,중개거래,서울 강남구
376,서울특별시 마포구 연남동,일반,5**,월드컵북로6길,제2종일반주거,제1종근린생활,25m미만,486.43,194.40,"480,000",,-,-,202205,26,,1997,-,중개거래,서울 강남구
377,서울특별시 마포구 도화동,집합,5**,토정로37길,일반상업,제1종근린생활,25m미만,72.67, ,"29,000",,-,-,202205,26,,1983,-,중개거래,서울 강서구
378,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"13,500",16,-,-,202205,26,,1987,-,중개거래,서울 마포구
379,서울특별시 마포구 염리동,집합,4**,대흥로30길,준주거,제2종근린생활,8m미만,49.22, ,"43,500",2,-,-,202205,25,,2021,-,직거래,-
380,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,500",11,-,-,202205,24,,2006,-,중개거래,서울 마포구
381,서울특별시 마포구 공덕동,집합,2*,만리재로,일반상업,업무,25m이상,19.08, ,"9,800",10,-,-,202205,23,,2002,-,중개거래,서울 마포구
382,서울특별시 마포구 공덕동,집합,2*,만리재로,일반상업,업무,25m이상,19.08, ,"9,800",12,-,-,202205,23,,2002,-,중개거래,서울 마포구
383,서울특별시 마포구 성산동,일반,2**,월드컵북로,제3종일반주거,제1종근린생활,25m이상,285.36,218.00,"317,000",,-,-,202205,21,,1976,-,중개거래,서울 마포구
384,서울특별시 마포구 신수동,일반,5*,독막로32길,제3종일반주거,제1종근린생활,8m미만,329.34,149.00,"340,000",,-,-,202205,20,,2022,-,중개거래,서울 강남구
385,서울특별시 마포구 서교동,일반,3**,홍익로,제2종일반주거,제2종근린생활,8m미만,503.05,284.60,"500,000",,-,-,202205,20,,1988,-,중개거래,서울 서초구
386,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.59, ,"161,000",4,-,-,202205,20,,2010,-,중개거래,인천 서구
387,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"3,800",4,-,-,202205,19,,2006,-,중개거래,서울 마포구
388,서울특별시 마포구 도화동,일반,1**,새창로,일반상업,제2종근린생활,25m미만,49.99,81.70,"494,200",,-,-,202205,19,,1961,20220902,중개거래,서울 마포구
389,서울특별시 마포구 상수동,일반,3**,독막로,제3종일반주거,제2종근린생활,25m이상,153.12,115.00,"350,000",,-,-,202205,19,,1970,-,중개거래,서울 마포구
390,서울특별시 마포구 성산동,집합,5**,모래내로1길,유통상업,제2종근린생활,12m미만,26.23, ,"28,784",2,-,-,202205,18,,2021,-,중개거래,서울 마포구
391,서울특별시 마포구 망원동,일반,5*,월드컵로17길,제3종일반주거,제2종근린생활,8m미만,117.33,79.00,"185,000",,-,-,202205,18,,2022,-,중개거래,서울 강남구
392,서울특별시 마포구 성산동,집합,5**,모래내로1길,유통상업,제2종근린생활,12m미만,38.45, ,"42,184",2,-,-,202205,18,,2021,-,중개거래,서울 마포구
393,서울특별시 마포구 서교동,일반,3**,어울마당로,제2종일반주거,제2종근린생활,8m미만,254.63,121.00,"370,000",,-,-,202205,16,,1990,-,중개거래,서울 강남구
394,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"3,900",3,-,-,202205,14,,2006,-,중개거래,서울 마포구
395,서울특별시 마포구 망원동,일반,4**,포은로8길,제2종일반주거,제2종근린생활,12m미만,635.86,234.70,"640,000",,-,-,202205,13,,2021,-,중개거래,서울 강남구
396,서울특별시 마포구 노고산동,집합,5*,서강로,일반상업,숙박,25m이상,33.17, ,"11,000",12,-,-,202205,13,,2006,-,중개거래,서울 성동구
397,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"13,500",,-,-,202205,13,,1987,20220609,중개거래,서울 마포구
398,서울특별시 마포구 아현동,집합,4**,마포대로,준주거,업무,25m이상,19.60, ,"12,700",6,-,-,202205,13,,1987,-,중개거래,서울 마포구
399,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"3,900",8,-,-,202205,12,,2006,-,중개거래,-
400,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,118.35, ,"192,000",26,-,-,202205,12,,2010,-,중개거래,서울 마포구
401,서울특별시 마포구 상암동,집합,1***,월드컵북로47길,제3종일반주거,기타,25m미만,139.98, ,"130,000",2,-,-,202205,12,,2010,-,직거래,-
402,서울특별시 마포구 공덕동,집합,4**,만리재로,일반상업,제1종근린생활,25m이상,32.08, ,"16,200",,-,-,202205,12,,2002,-,중개거래,서울 마포구
403,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"3,700",3,-,-,202205,12,,2006,-,중개거래,서울 마포구
404,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,8.86, ,"3,700",10,-,-,202205,12,,2006,-,중개거래,서울 마포구
405,서울특별시 마포구 노고산동,집합,1**,백범로,일반상업,업무,25m이상,10.41, ,"4,500",7,-,-,202205,11,,2006,-,중개거래,서울 마포구
406,서울특별시 마포구 상암동,일반,1*,월드컵북로44길,제3종일반주거,제2종근린생활,12m미만,472.95,211.00,"420,000",,-,-,202205,10,,2008,-,중개거래,서울 마포구 서울 서대문구
407,서울특별시 마포구 상암동,집합,1***,월드컵북로,일반상업,제2종근린생활,25m미만,31.40, ,"58,000",1,-,-,202205,08,,2007,-,직거래,-
408,서울특별시 마포구 합정동,일반,2**,토정로,제1종일반주거,제2종근린생활,8m미만,220.41,132.00,"185,000",,-,-,202205,07,,1991,-,중개거래,서울 마포구
409,서울특별시 마포구 서교동,일반,4**,월드컵로16길,제2종일반주거,제2종근린생활,8m미만,446.94,215.20,"350,000",,-,-,202205,06,,1995,-,중개거래,서울 마포구
410,서울특별시 마포구 동교동,집합,1**,양화로,근린상업,판매,25m이상,64.85, ,"74,422",,-,-,202205,06,,2007,-,중개거래,서울 마포구
411,서울특별시 마포구 동교동,집합,1**,양화로,근린상업,판매,25m이상,80.67, ,"92,578",,-,-,202205,06,,2007,-,중개거래,서울 마포구
412,서울특별시 마포구 합정동,일반,2**,토정로4길,제1종일반주거,제2종근린생활,8m미만,181.17,116.00,"190,000",,-,-,202205,04,,1991,-,중개거래,서울 마포구
413,서울특별시 마포구 마포동,집합,1**,마포대로,준주거,업무,25m이상,37.17, ,"21,000",,-,-,202205,04,,1987,-,중개거래,서울 마포구
414,서울특별시 마포구 서교동,일반,3**,양화로11길,제2종일반주거,제2종근린생활,25m미만,1128.21,357.00,"990,000",,-,-,202205,04,,2003,-,중개거래,서울 마포구
415,서울특별시 마포구 서교동,일반,4**,독막로7길,제2종일반주거,제2종근린생활,12m미만,237.75,242.00,"700,000",,-,-,202205,04,,1983,-,중개거래,서울 마포구
416,서울특별시 마포구 서교동,일반,4**,독막로7길,제2종일반주거,제1종근린생활,12m미만,2866.23,1138.80,"3,060,000",,-,-,202205,04,,1991,-,중개거래,서울 마포구
