quarter,dong_code,adstrd_flpop
20223,11410710,3196465
20223,11410720,12307228
20223,11440555,5989987
20223,11440565,14377642
20223,11440585,3673350
20223,11440590,6798019
20223,11440600,7546855
20223,11440610,3793889
20223,11440630,5344689
20223,11440655,5920417
20223,11440660,17310749
20223,11440680,5524132
20223,11440690,7149011
20223,11440700,5948889
20223,11440710,6636535
20223,11440720,6268943
20223,11440730,7286204
20223,11440740,5329808
20223,11470510,5087505
20223,11470520,6995102
20223,11470530,4589598
20223,11470540,5825511
20223,11470550,4606414
20223,11470560,4125809
20223,11470570,4024504
20223,11470580,2827844
20223,11470590,3300636
20223,11470600,2011340
20223,11470610,913058
20223,11470611,2097213
20223,11470620,3636022
20223,11470630,4057995
20223,11470640,7669002
20223,11470650,10353703
20223,11470670,1962318
20223,11470680,3111277
20223,11500510,8416296
20223,11500520,5286031
20223,11500530,3801031
20223,11500535,6612205
20223,11500540,16519988
20223,11500550,3445932
20223,11500560,3711555
20223,11500570,4432677
20223,11500590,8389289
20223,11500591,5105108
20223,11500593,7747271
20223,11500603,3556303
20223,11500604,2006100
20223,11500605,1610861
20223,11500611,5583361
20223,11500615,6135914
20223,11500620,5530722
20223,11500630,7363092
20223,11500640,4862601
20223,11500641,3090476
20223,11530510,6071828
20223,11530520,2207208
20223,11530530,8930317
20223,11530540,7070198
20223,11530550,7150078
20223,11530560,6719759
20223,11530595,3183595
20223,11530720,4591331
20223,11530730,5701327
20223,11530740,7588984
20223,11530750,3717424
20223,11530760,3760505
20223,11530770,3602363
20223,11530780,5124047
20223,11530790,1783999
20223,11530800,1057084
20223,11545510,4926680
20223,11545610,4767540
20223,11545620,3754670
20223,11545630,5821619
20223,11545640,3697966
20223,11545670,5698335
20223,11545680,1700756
20223,11545690,1294580
20223,11545700,2552175
20223,11545710,3652754
20223,11560515,7079140
20223,11560535,10822694
20223,11560540,5918081
20223,11560550,6795318
20223,11560560,8056966
20223,11560585,5299503
20223,11560605,9260209
20223,11560610,5588252
20223,11560620,5267978
20223,11560630,5678096
20223,11560650,6109359
20223,11560660,2845062
20223,11560670,3431945
20223,11560680,5806457
20223,11560690,3303363
20223,11560700,4915163
20223,11560710,5519799
20223,11560720,7382861
20223,11590510,6311154
20223,11590520,3570962
20223,11590530,7843976
20223,11590540,5314197
20223,11590550,5167097
20223,11590560,6114375
20223,11590605,7263387
20223,11590620,7213111
20223,11590630,7599104
20223,11590640,5971615
20223,11590650,3580583
20223,11590651,3204888
20223,11590660,6857765
20223,11590670,3181348
20223,11590680,5019633
20223,11620525,3439593
20223,11620545,2978183
20223,11620565,4470688
20223,11620575,7299809
20223,11620585,5953874
20223,11620595,10559025
20223,11620605,8998437
20223,11620615,5560510
20223,11620625,6425584
20223,11620630,4598631
20223,11620645,5686144
20223,11620655,6428782
20223,11620665,4985934
20223,11620685,7809603
20223,11620695,10681065
20223,11620715,1458709
20223,11620725,6757553
20223,11620735,6327540
20223,11620745,7443684
20223,11620765,5464911
20223,11620775,6271216
20223,11650510,7339027
20223,11650520,6803870
20223,11650530,12108999
20223,11650531,6890278
20223,11650540,6676857
20223,11650550,286966
20223,11650560,6811812
20223,11650570,1413867
20223,11650580,2945398
20223,11650581,5730024
20223,11650590,4419881
20223,11650600,4713884
20223,11650610,5044898
20223,11650620,2998263
20223,11650621,6617542
20223,11650651,8413966
20223,11650652,5989381
20223,11650660,2302313
20223,11680510,7254624
20223,11680521,10264657
20223,11680531,11124520
20223,11680545,8206322
20223,11680565,9831898
20223,11680580,4824618
20223,11680590,9418372
20223,11680600,4744684
20223,11680610,6110376
20223,11680630,10300902
20223,11680640,21619561
20223,11680650,11961191
20223,11680655,6991801
20223,11680656,3917081
20223,11680660,793797
20223,11680670,1728028
20223,11680690,3509123
20223,11680700,3435796
20223,11680720,2554801
20223,11680730,2692582
20223,11680740,1041746
20223,11680750,2224309
20223,11710510,4938616
20223,11710520,5616770
20223,11710531,3525217
20223,11710532,3916189
20223,11710540,3689239
20223,11710550,5458840
20223,11710561,3495947
20223,11710562,6514554
20223,11710566,661618
20223,11710570,9738450
20223,11710580,6561763
20223,11710590,3305670
20223,11710600,6943327
20223,11710610,6668206
20223,11710620,8196884
20223,11710631,721271
20223,11710632,6034105
20223,11710641,4509808
20223,11710642,2752970
20223,11710646,8073106
20223,11710647,3527496
20223,11710650,7774306
20223,11710670,1971961
20223,11710680,3355983
20223,11710690,2072894
20223,11710710,2399832
20223,11710720,668032
20223,11740515,4357511
20223,11740520,3366878
20223,11740530,4940298
20223,11740540,2104581
20223,11740550,3716313
20223,11740560,2248378
20223,11740570,8560695
20223,11740580,2604085
20223,11740590,1457747
20223,11740600,9886415
20223,11740610,11187787
20223,11740620,7802545
20223,11740640,5883042
20223,11740650,8569973
20223,11740660,6546862
20223,11740685,17008849
20223,11740690,7864
20223,11740700,7207926
20224,11110515,3710225
20224,11110530,4045466
20224,11110540,925272
20224,11110550,1165684
20224,11110560,850763
20224,11110570,1953884
20224,11110580,3754920
20224,11110600,1470368
20224,11110615,14211700
20224,11110630,6783250
20224,11110640,3787131
20224,11110650,9482747
20224,11110670,3049106
20224,11110680,5915377
20224,11110690,1189610
20224,11110700,2171074
20224,11110710,5403919
20224,11140520,2868819
20224,11140540,4675699
20224,11140550,5607132
20224,11140570,2304782
20224,11140580,2370640
20224,11140590,6200061
20224,11140605,5536824
20224,11140615,6102354
20224,11140625,4286232
20224,11140635,2194188
20224,11140645,3281357
20224,11140650,3922010
20224,11140665,3289273
20224,11140670,5816714
20224,11140680,1980240
20224,11170510,4426506
20224,11170520,4219838
20224,11170530,2288380
20224,11170555,7788252
20224,11170560,5309850
20224,11170570,4229587
20224,11170580,3770629
20224,11170590,2653013
20224,11170625,5594717
20224,11170630,4945027
20224,11170640,1504229
20224,11170650,2654144
20224,11170660,2895062
20224,11170685,5901425
20224,11170690,1841075
20224,11170700,4016596
20224,11200520,4727549
20224,11200535,5748202
20224,11200540,5477871
20224,11200550,4480873
20224,11200560,4625616
20224,11200570,4587817
20224,11200580,3077611
20224,11200590,3635564
20224,11200615,6382643
20224,11200620,2983021
20224,11200645,2944512
20224,11200650,3228490
20224,11200660,5413618
20224,11200670,5209181
20224,11200690,5526216
20224,11200720,3308618
20224,11200790,3278629
20224,11215710,9597951
20224,11215730,5589225
20224,11215740,3881937
20224,11215750,4730886
20224,11215760,4771588
20224,11215770,6474844
20224,11215780,2446260
20224,11215810,6160261
20224,11215820,8057953
20224,11215830,5266001
20224,11215840,6626119
20224,11215847,8226585
20224,11215850,8024427
20224,11215860,5621687
20224,11215870,6675168
20224,11230536,13996313
20224,11230545,12720943
20224,11230560,10560614
20224,11230570,2549631
20224,11230600,6955988
20224,11230610,6886953
20224,11230650,9035354
20224,11230660,7234324
20224,11230705,6257215
20224,11230710,5864603
20224,11230720,6025177
20224,11230730,5012157
20224,11230740,9715977
20224,11230750,3938208
20224,11260520,6069486
20224,11260540,5283746
20224,11260550,2304842
20224,11260565,9725373
20224,11260570,7068444
20224,11260575,6409331
20224,11260580,5079088
20224,11260590,7264926
20224,11260600,5685598
20224,11260610,8021741
20224,11260620,7389728
20224,11260630,5817535
20224,11260655,10064943
20224,11260660,4376066
20224,11260680,5500152
20224,11260690,1897500
20224,11290525,4279021
20224,11290555,10278682
20224,11290575,8410830
20224,11290580,2888962
20224,11290590,2811064
20224,11290600,7468420
20224,11290610,5781922
20224,11290620,4950798
20224,11290630,5826479
20224,11290640,3138910
20224,11290650,3344906
20224,11290660,6695018
20224,11290685,5135824
20224,11290705,11075286
20224,11290715,7255634
20224,11290725,6291771
20224,11290760,6781090
20224,11290770,4817747
20224,11290780,2790235
20224,11290810,10364886
20224,11305534,11329873
20224,11305535,7995179
20224,11305545,12482185
20224,11305555,12737853
20224,11305575,3153812
20224,11305595,6754045
20224,11305603,3115626
20224,11305608,3378827
20224,11305615,6361648
20224,11305625,5721714
20224,11305635,10625705
20224,11305645,4278344
20224,11305660,8828889
20224,11320511,4025138
20224,11320512,9931476
20224,11320513,4094462
20224,11320514,3626611
20224,11320515,4361275
20224,11320521,3725144
20224,11320522,3362002
20224,11320660,5305248
20224,11320670,4493516
20224,11320680,5585869
20224,11320681,2633505
20224,11320690,6655034
20224,11320700,3207918
20224,11320710,3567732
20224,11350560,4753280
20224,11350570,3915675
20224,11350580,2682804
20224,11350595,11007014
20224,11350600,7961343
20224,11350611,3727829
20224,11350612,2963026
20224,11350619,4045495
20224,11350621,3867269
20224,11350624,3030796
20224,11350625,4531908
20224,11350630,7490688
20224,11350640,10733187
20224,11350665,8003551
20224,11350670,6399483
20224,11350695,6343799
20224,11350700,996835
20224,11350710,1919568
20224,11350720,1971859
20224,11380510,6890850
20224,11380520,5483301
20224,11380530,5713003
20224,11380551,7309825
20224,11380552,6250054
20224,11380560,5281160
20224,11380570,10515959
20224,11380580,5803670
20224,11380590,3644206
20224,11380600,8431867
20224,11380625,12171331
20224,11380631,6358275
20224,11380632,3095377
20224,11380640,3491002
20224,11380650,1658149
20224,11380690,7345861
20224,11410520,4183453
20224,11410555,17582013
20224,11410565,10168702
20224,11410585,11140918
20224,11410615,8421444
20224,11410620,6230808
20224,11410640,4130096
20224,11410655,2597092
20224,11410660,3755371
20224,11410685,4494815
20224,11410690,1198511
20224,11410700,6141530
20224,11410710,3068844
20224,11410720,11842662
20224,11440555,6026412
20224,11440565,14866522
20224,11440585,3505609
20224,11440590,5949238
20224,11440600,8040962
20224,11440610,5030875
20224,11440630,5204926
20224,11440655,6092443
20224,11440660,17759583
20224,11440680,5432399
20224,11440690,6849652
20224,11440700,5763807
20224,11440710,6492286
20224,11440720,6314498
20224,11440730,7200829
20224,11440740,5493705
20224,11470510,4734007
20224,11470520,7037970
20224,11470530,4828046
20224,11470540,5819088
20224,11470550,4429171
20224,11470560,3989383
20224,11470570,3931456
20224,11470580,2726611
20224,11470590,3172401
20224,11470600,2103697
20224,11470610,930949
20224,11470611,2134572
20224,11470620,3296428
20224,11470630,4361965
20224,11470640,7521366
20224,11470650,10374763
20224,11470670,2038645
20224,11470680,3120980
20224,11500510,8560751
20224,11500520,5207119
20224,11500530,3931313
20224,11500535,6703035
20224,11500540,16707796
20224,11500550,3221207
20224,11500560,3938000
20224,11500570,4382204
20224,11500590,8312758
20224,11500591,5219910
20224,11500593,8325054
20224,11500603,3614920
20224,11500604,2013091
20224,11500605,1688823
20224,11500611,5628144
20224,11500615,6304418
20224,11500620,5511386
20224,11500630,7416241
20224,11500640,4698965
20224,11500641,3055878
20224,11530510,6267024
20224,11530520,2098578
20224,11530530,9020020
20224,11530540,7182617
20224,11530550,6993773
20224,11530560,6853346
20224,11530595,3204216
20224,11530720,4313840
20224,11530730,5385330
20224,11530740,7890356
20224,11530750,3722091
20224,11530760,3564874
20224,11530770,3773362
20224,11530780,5248842
20224,11530790,2029237
20224,11530800,1035952
20224,11545510,4962529
20224,11545610,4924092
20224,11545620,3763983
20224,11545630,5719662
20224,11545640,3660616
20224,11545670,5663844
20224,11545680,1733271
20224,11545690,1291608
20224,11545700,2415909
20224,11545710,3565055
20224,11560515,6988777
20224,11560535,10806192
20224,11560540,6088534
20224,11560550,6792224
20224,11560560,8357374
20224,11560585,5295076
20224,11560605,9692599
20224,11560610,5587117
20224,11560620,5257169
20224,11560630,5501864
20224,11560650,6097456
20224,11560660,2853796
20224,11560670,3302662
20224,11560680,5463641
20224,11560690,3772695
20224,11560700,4791434
20224,11560710,5471352
20224,11560720,7201095
20224,11590510,6380661
20224,11590520,3517254
20224,11590530,8238724
20224,11590540,5328367
20224,11590550,4978063
20224,11590560,6364535
20224,11590605,7384971
20224,11590620,7171824
20224,11590630,7752732
20224,11590640,5917333
20224,11590650,3833656
20224,11590651,3300707
20224,11590660,7015158
20224,11590670,3713959
20224,11590680,5158247
20224,11620525,3584843
20224,11620545,3161672
20224,11620565,4565972
20224,11620575,7308368
20224,11620585,6173807
20224,11620595,10692325
20224,11620605,8859973
20224,11620615,5512121
20224,11620625,6429588
20224,11620630,4579127
20224,11620645,5656594
20224,11620655,6505867
20224,11620665,5129294
20224,11620685,7711213
20224,11620695,10112816
20224,11620715,1415187
20224,11620725,6851732
20224,11620735,6347647
20224,11620745,7270203
20224,11620765,5519127
20224,11620775,6095495
20224,11650510,7718891
20224,11650520,6784170
20224,11650530,11973862
20224,11650531,6718047
20224,11650540,6634475
20224,11650550,329739
20224,11650560,6813380
20224,11650570,1472673
20224,11650580,3041207
20224,11650581,5754448
20224,11650590,4332488
20224,11650600,4779663
20224,11650610,5138109
20224,11650620,2994192
20224,11650621,6622886
20224,11650651,8530692
20224,11650652,5982837
20224,11650660,2072769
20224,11680510,7275868
20224,11680521,10271464
20224,11680531,11254270
20224,11680545,8118889
20224,11680565,9807374
20224,11680580,4743046
20224,11680590,9350804
20224,11680600,4675313
20224,11680610,5948691
20224,11680630,9767306
20224,11680640,21577405
20224,11680650,12206138
20224,11680655,6647622
20224,11680656,3900989
20224,11680660,794780
20224,11680670,1689285
20224,11680690,3469372
20224,11680700,3395146
20224,11680720,2482766
20224,11680730,2695400
20224,11680740,1072265
20224,11680750,2246094
20224,11710510,4855023
20224,11710520,5457838
20224,11710531,3640734
20224,11710532,3702217
20224,11710540,3678966
20224,11710550,5267135
20224,11710561,3592236
20224,11710562,6652979
20224,11710566,678028
20224,11710570,9835989
20224,11710580,6387004
20224,11710590,3223593
20224,11710600,7021862
20224,11710610,6565520
20224,11710620,8312922
20224,11710631,752834
20224,11710632,6123769
20224,11710641,4516217
20224,11710642,2860989
20224,11710646,8082167
20224,11710647,3467145
20224,11710650,7956595
20224,11710670,1929535
20224,11710680,3299098
20224,11710690,1956568
20224,11710710,2423287
20224,11710720,658737
20224,11740515,4438784
20224,11740520,3338499
20224,11740530,4910897
20224,11740540,2162108
20224,11740550,3800264
20224,11740560,2333348
20224,11740570,8431260
20224,11740580,2573259
20224,11740590,1454042
20224,11740600,10067211
20224,11740610,11269738
20224,11740620,7679009
20224,11740640,5963423
20224,11740650,8609874
20224,11740660,6577007
20224,11740685,16941692
20224,11740690,7949
20224,11740700,7231008
20231,11110515,3555653
20231,11110530,3886303
20231,11110540,931818
20231,11110550,1103990
20231,11110560,825452
20231,11110570,1956422
20231,11110580,3864711
20231,11110600,1316000
20231,11110615,14180166
20231,11110630,6719965
20231,11110640,3430517
20231,11110650,9107757
20231,11110670,2997237
20231,11110680,5903021
20231,11110690,1181082
20231,11110700,2169409
20231,11110710,5220993
20231,11140520,2790938
20231,11140540,4527497
20231,11140550,5470789
20231,11140570,2146623
20231,11140580,2268052
20231,11140590,6115111
20231,11140605,5466366
20231,11140615,5752925
20231,11140625,4291608
20231,11140635,2125755
20231,11140645,3347230
20231,11140650,3970529
20231,11140665,3419860
20231,11140670,5881569
20231,11140680,1991162
20231,11170510,4409716
20231,11170520,4221653
20231,11170530,2309709
20231,11170555,7546132
20231,11170560,5230273
20231,11170570,4206012
20231,11170580,3841993
20231,11170590,2614784
20231,11170625,5706896
20231,11170630,4841833
20231,11170640,1511256
20231,11170650,2486189
20231,11170660,2986092
20231,11170685,5920967
20231,11170690,1832485
20231,11170700,4104574
20231,11200520,4699053
20231,11200535,5786774
20231,11200540,5413975
20231,11200550,4202703
20231,11200560,4487096
20231,11200570,4495290
20231,11200580,3143241
20231,11200590,3528004
20231,11200615,6545677
20231,11200620,2965226
20231,11200645,2952609
20231,11200650,3159665
20231,11200660,5582629
20231,11200670,5261695
20231,11200690,5606871
20231,11200720,3025811
20231,11200790,3414654
20231,11215710,9565693
20231,11215730,5628359
20231,11215740,4018531
20231,11215750,4740374
20231,11215760,4873100
20231,11215770,6607475
20231,11215780,2371041
20231,11215810,6094173
20231,11215820,7996416
20231,11215830,5302118
20231,11215840,6732878
20231,11215847,8262139
20231,11215850,7954380
20231,11215860,5729816
20231,11215870,6886098
20231,11230536,14334380
20231,11230545,12572168
20231,11230560,10678688
20231,11230570,2517347
20231,11230600,6752617
20231,11230610,6822487
20231,11230650,9196864
20231,11230660,7293520
20231,11230705,6464283
20231,11230710,5455906
20231,11230720,5907306
20231,11230730,4871475
20231,11230740,9120139
20231,11230750,3951702
20231,11260520,6102476
20231,11260540,5325776
20231,11260550,2354230
20231,11260565,9750543
20231,11260570,7014910
20231,11260575,6453303
20231,11260580,5219916
20231,11260590,7345930
20231,11260600,5474643
20231,11260610,8324578
20231,11260620,7492861
20231,11260630,5918727
20231,11260655,10159684
20231,11260660,4410286
20231,11260680,5546287
20231,11260690,1929408
20231,11290525,4199154
20231,11290555,10200646
20231,11290575,8121948
20231,11290580,2900189
20231,11290590,2861649
20231,11290600,6957874
20231,11290610,5838233
20231,11290620,5005853
20231,11290630,5878391
20231,11290640,3043171
20231,11290650,3303795
20231,11290660,6996513
20231,11290685,4992259
20231,11290705,11017354
20231,11290715,7408128
20231,11290725,6089260
20231,11290760,7189465
20231,11290770,4918446
20231,11290780,2829835
20231,11290810,10355708
20231,11305534,11666783
20231,11305535,7981052
20231,11305545,12583854
20231,11305555,12840550
20231,11305575,2882047
20231,11305595,6781467
20231,11305603,3143797
20231,11305608,3468224
20231,11305615,6326509
20231,11305625,5670413
20231,11305635,10731659
20231,11305645,4359208
20231,11305660,8865380
20231,11320511,3874191
20231,11320512,10244242
20231,11320513,4143346
20231,11320514,3665277
20231,11320515,4416480
20231,11320521,3858710
20231,11320522,3413656
20231,11320660,5069378
20231,11320670,4382760
20231,11320680,5623570
20231,11320681,2596284
20231,11320690,6713096
20231,11320700,3257161
20231,11320710,3644812
20231,11350560,4608411
20231,11350570,3877176
20231,11350580,2675788
20231,11350595,11238913
20231,11350600,7819213
20231,11350611,3717227
20231,11350612,2985836
20231,11350619,4148487
20231,11350621,3842693
20231,11350624,3049490
20231,11350625,4460445
20231,11350630,7469379
20231,11350640,10813433
20231,11350665,8024933
20231,11350670,6497244
20231,11350695,6275605
20231,11350700,1029407
20231,11350710,1913959
20231,11350720,2006220
20231,11380510,7003595
20231,11380520,5416746
20231,11380530,5675431
20231,11380551,6682913
20231,11380552,6237695
20231,11380560,5330176
20231,11380570,11541603
20231,11380580,5806278
20231,11380590,3761954
20231,11380600,8420783
20231,11380625,12324327
20231,11380631,6375900
20231,11380632,3098656
20231,11380640,3502311
20231,11380650,1641168
20231,11380690,7281527
20231,11410520,3961938
20231,11410555,17983941
20231,11410565,10266560
20231,11410585,10740776
20231,11410615,8354600
20231,11410620,6243394
20231,11410640,4076505
20231,11410655,2498877
20231,11410660,4034528
20231,11410685,4351694
20231,11410690,1250989
20231,11410700,5792038
20231,11410710,3048671
20231,11410720,11974582
20231,11440555,6705271
20231,11440565,15202726
20231,11440585,3496789
20231,11440590,5979500
20231,11440600,7893418
20231,11440610,5228149
20231,11440630,5123070
20231,11440655,5994999
20231,11440660,18224289
20231,11440680,5453274
20231,11440690,6732452
20231,11440700,5871953
20231,11440710,6478086
20231,11440720,6364409
20231,11440730,6941981
20231,11440740,5570020
20231,11470510,4976882
20231,11470520,7325411
20231,11470530,4994328
20231,11470540,5714240
20231,11470550,4467615
20231,11470560,4041744
20231,11470570,3904744
20231,11470580,2740221
20231,11470590,3234067
20231,11470600,2302089
20231,11470610,952236
20231,11470611,2142156
20231,11470620,3263528
20231,11470630,4438943
20231,11470640,7591309
20231,11470650,10623389
20231,11470670,2089460
20231,11470680,3119853
20231,11500510,8378980
20231,11500520,5251752
20231,11500530,3897592
20231,11500535,6688484
20231,11500540,17456699
20231,11500550,3327504
20231,11500560,3749458
20231,11500570,4505715
20231,11500590,8623475
20231,11500591,5234536
20231,11500593,8066819
20231,11500603,3556253
20231,11500604,2019570
20231,11500605,1731282
20231,11500611,5615584
20231,11500615,6417833
20231,11500620,5557683
20231,11500630,7675047
20231,11500640,4516898
20231,11500641,2971376
20231,11530510,6232956
20231,11530520,2051656
20231,11530530,9080373
20231,11530540,7195838
20231,11530550,7201391
20231,11530560,6973345
20231,11530595,3243280
20231,11530720,3942899
20231,11530730,5198529
20231,11530740,8284242
20231,11530750,3958996
20231,11530760,3401103
20231,11530770,4130265
20231,11530780,5174374
20231,11530790,2378505
20231,11530800,1176055
20231,11545510,5058118
20231,11545610,5121710
20231,11545620,3723059
20231,11545630,5771250
20231,11545640,3843207
20231,11545670,5795741
20231,11545680,1700278
20231,11545690,1304804
20231,11545700,2430949
20231,11545710,3625048
20231,11560515,6879090
20231,11560535,10996570
20231,11560540,6002017
20231,11560550,6885964
20231,11560560,8287614
20231,11560585,5340506
20231,11560605,9746127
20231,11560610,5562457
20231,11560620,5120657
20231,11560630,5455214
20231,11560650,6241887
20231,11560660,2871615
20231,11560670,3420920
20231,11560680,5394297
20231,11560690,4135463
20231,11560700,4827326
20231,11560710,5568674
20231,11560720,7318115
20231,11590510,6338991
20231,11590520,3614626
20231,11590530,7994597
20231,11590540,5032987
20231,11590550,4944199
20231,11590560,6466231
20231,11590605,6827588
20231,11590620,7106643
20231,11590630,7877606
20231,11590640,5767745
20231,11590650,3939883
20231,11590651,3385377
20231,11590660,6939753
20231,11590670,4578240
20231,11590680,5399050
20231,11620525,3605993
20231,11620545,3180762
20231,11620565,4822496
20231,11620575,7258451
20231,11620585,6218622
20231,11620595,10945194
20231,11620605,8833404
20231,11620615,5581718
20231,11620625,6389296
20231,11620630,4843677
20231,11620645,5696556
20231,11620655,6638677
20231,11620665,5145446
20231,11620685,7654241
20231,11620695,10093262
20231,11620715,1383994
20231,11620725,6631773
20231,11620735,7012821
20231,11620745,7115705
20231,11620765,5691432
20231,11620775,5730189
20231,11650510,8034939
20231,11650520,6821410
20231,11650530,12202997
20231,11650531,6874901
20231,11650540,6792302
20231,11650550,336700
20231,11650560,6869833
20231,11650570,1451838
20231,11650580,3062150
20231,11650581,5750920
20231,11650590,4295066
20231,11650600,4838377
20231,11650610,5209862
20231,11650620,3138376
20231,11650621,6549055
20231,11650651,8606335
20231,11650652,5970984
20231,11650660,2071753
20231,11680510,7192218
20231,11680521,10431527
20231,11680531,11257195
20231,11680545,8120610
20231,11680565,9818338
20231,11680580,4550357
20231,11680590,9453179
20231,11680600,4893390
20231,11680610,6168629
20231,11680630,10280579
20231,11680640,22048225
20231,11680650,12554185
20231,11680655,6930543
20231,11680656,3945565
20231,11680660,786304
20231,11680670,1744978
20231,11680690,3459896
20231,11680700,3458460
20231,11680720,2457499
20231,11680730,2864225
20231,11680740,1120456
20231,11680750,2211061
20231,11710510,5007234
20231,11710520,5633431
20231,11710531,3606406
20231,11710532,3640680
20231,11710540,3754189
20231,11710550,5343196
20231,11710561,3594143
20231,11710562,6733565
20231,11710566,673233
20231,11710570,10067836
20231,11710580,6417294
20231,11710590,3121902
20231,11710600,6927828
20231,11710610,6582284
20231,11710620,8177124
20231,11710631,778730
20231,11710632,6325142
20231,11710641,4485287
20231,11710642,3065996
20231,11710646,8183448
20231,11710647,3426072
20231,11710650,7947684
20231,11710670,1802534
20231,11710680,3274044
20231,11710690,1996003
20231,11710710,2396213
20231,11710720,663729
20231,11740515,4512223
20231,11740520,3418130
20231,11740530,4941886
20231,11740540,2155497
20231,11740550,3825786
20231,11740560,2328314
20231,11740570,8523114
20231,11740580,2553967
20231,11740590,1427755
20231,11740600,10126524
20231,11740610,11398465
20231,11740620,7592234
20231,11740640,6018792
20231,11740650,8498919
20231,11740660,6790011
20231,11740685,17266648
20231,11740690,8074
20231,11740700,7298615
20232,11110515,3662829
20232,11110530,3943057
20232,11110540,997813
20232,11110550,1137688
20232,11110560,785436
20232,11110570,1939075
20232,11110580,3817973
20232,11110600,1365059
20232,11110615,14175711
20232,11110630,6660285
20232,11110640,3653518
20232,11110650,9677349
20232,11110670,3014244
20232,11110680,5728461
20232,11110690,1168610
20232,11110700,2131237
20232,11110710,5177186
20232,11140520,2791839
20232,11140540,4705920
20232,11140550,5485194
20232,11140570,2287483
20232,11140580,2428415
20232,11140590,6356267
20232,11140605,5563025
20232,11140615,6048607
20232,11140625,4286243
20232,11140635,2083690
20232,11140645,3321724
20232,11140650,3839049
20232,11140665,3263410
20232,11140670,6001117
20232,11140680,1976364
20232,11170510,4084302
20232,11170520,4723301
20232,11170530,2211503
20232,11170555,7747013
20232,11170560,5160977
20232,11170570,4195126
20232,11170580,3578903
20232,11170590,2893302
20232,11170625,5646370
20232,11170630,4653015
20232,11170640,1672354
20232,11170650,2641988
20232,11170660,2984758
20232,11170685,5778926
20232,11170690,1822122
20232,11170700,3981668
20232,11200520,4437285
20232,11200535,5690865
20232,11200540,5275034
20232,11200550,4533610
20232,11200560,4633560
20232,11200570,4409199
20232,11200580,3048101
20232,11200590,3242485
20232,11200615,6301428
20232,11200620,2890423
20232,11200645,2934327
20232,11200650,3115659
20232,11200660,5621049
20232,11200670,5037806
20232,11200690,5606032
20232,11200720,3040084
20232,11200790,3380638
20232,11215710,9836755
20232,11215730,6014930
20232,11215740,3883391
20232,11215750,4694635
20232,11215760,4654259
20232,11215770,6424129
20232,11215780,2477028
20232,11215810,6141386
20232,11215820,7984153
20232,11215830,5276872
20232,11215840,6841999
20232,11215847,8295958
20232,11215850,7830103
20232,11215860,5512717
20232,11215870,6730650
20232,11230536,14551614
20232,11230545,12836042
20232,11230560,10606299
20232,11230570,2543562
20232,11230600,6622329
20232,11230610,6586887
20232,11230650,9106534
20232,11230660,7254066
20232,11230705,6584152
20232,11230710,5842652
20232,11230720,6038387
20232,11230730,5084212
20232,11230740,10023278
20232,11230750,3882219
20232,11260520,5899602
20232,11260540,5254178
20232,11260550,2301595
20232,11260565,9453917
20232,11260570,6787536
20232,11260575,6330155
20232,11260580,5135832
20232,11260590,7229577
20232,11260600,5357355
20232,11260610,7963706
20232,11260620,7387337
20232,11260630,5809238
20232,11260655,10100078
20232,11260660,4360462
20232,11260680,5330027
20232,11260690,1897758
20232,11290525,4585990
20232,11290555,10327822
20232,11290575,8204611
20232,11290580,2834974
20232,11290590,2784931
20232,11290600,7696274
20232,11290610,5658363
20232,11290620,4876935
20232,11290630,5706300
20232,11290640,3153823
20232,11290650,3357355
20232,11290660,6871265
20232,11290685,4856033
20232,11290705,10968055
20232,11290715,7544564
20232,11290725,6068166
20232,11290760,7263372
20232,11290770,4912749
20232,11290780,2907335
20232,11290810,10206986
20232,11305534,11095592
20232,11305535,7961757
20232,11305545,12289641
20232,11305555,12723875
20232,11305575,2842427
20232,11305595,6655897
20232,11305603,3032558
20232,11305608,3424326
20232,11305615,6233573
20232,11305625,5441441
20232,11305635,10693301
20232,11305645,4537674
20232,11305660,8404325
20232,11320511,3815775
20232,11320512,10043894
20232,11320513,4014283
20232,11320514,3592520
20232,11320515,4233841
20232,11320521,3753801
20232,11320522,3348854
20232,11320660,4985013
20232,11320670,4307471
20232,11320680,5561451
20232,11320681,2585379
20232,11320690,6493247
20232,11320700,3091357
20232,11320710,3520714
20232,11350560,4833132
20232,11350570,3888470
20232,11350580,2575401
20232,11350595,11088561
20232,11350600,8035159
20232,11350611,3724240
20232,11350612,2880050
20232,11350619,4003676
20232,11350621,3780256
20232,11350624,2986063
20232,11350625,4467776
20232,11350630,7256389
20232,11350640,10355894
20232,11350665,7600457
20232,11350670,6196905
20232,11350695,6336211
20232,11350700,1016098
20232,11350710,1906854
20232,11350720,1945251
20232,11380510,6784895
20232,11380520,5000186
20232,11380530,5494375
20232,11380551,6290780
20232,11380552,6150543
20232,11380560,5304043
20232,11380570,12124479
20232,11380580,5732229
20232,11380590,3601762
20232,11380600,8283738
20232,11380625,11888669
20232,11380631,6113509
20232,11380632,3033629
20232,11380640,3455281
20232,11380650,1602419
20232,11380690,7167513
20232,11410520,3903594
20232,11410555,17872169
20232,11410565,10284454
20232,11410585,11484969
20232,11410615,8322006
20232,11410620,6085979
20232,11410640,4026858
20232,11410655,2432025
20232,11410660,4137064
20232,11410685,4372392
