keyword,period,ratio
신길3동 맛집,2022-07-01,64.28571
신길3동 맛집,2022-08-01,42.85714
신길3동 맛집,2022-09-01,17.85714
신길3동 맛집,2022-10-01,64.28571
신길3동 맛집,2022-11-01,57.14285
신길3동 맛집,2022-12-01,17.85714
신길3동 맛집,2023-02-01,39.28571
신길3동 맛집,2023-03-01,17.85714
신길3동 맛집,2023-04-01,42.85714
신길3동 맛집,2023-05-01,89.28571
신길3동 맛집,2023-06-01,21.42857
신길3동 맛집,2023-07-01,17.85714
신길3동 맛집,2023-08-01,17.85714
신길3동 맛집,2023-09-01,17.85714
신길3동 맛집,2023-11-01,17.85714
신길3동 맛집,2023-12-01,35.71428
신길3동 맛집,2024-02-01,78.57142
신길3동 맛집,2024-03-01,35.71428
신길3동 맛집,2024-05-01,21.42857
신길3동 맛집,2024-07-01,82.14285
신길3동 맛집,2024-09-01,42.85714
신길3동 맛집,2024-10-01,25
신길3동 맛집,2024-11-01,57.14285
신길3동 카페,2020-08-01,17.85714
신길3동 카페,2020-10-01,25
신길3동 카페,2022-01-01,21.42857
신길3동 카페,2022-10-01,21.42857
신길3동 카페,2022-11-01,21.42857
신길3동 카페,2023-02-01,17.85714
신길3동 카페,2023-03-01,21.42857
신길3동 카페,2023-10-01,17.85714
신길4동 맛집,2019-03-01,21.42857
신길4동 맛집,2019-10-01,17.85714
신길4동 맛집,2020-05-01,21.42857
신길4동 맛집,2020-09-01,17.85714
신길4동 맛집,2020-11-01,17.85714
신길4동 맛집,2021-02-01,25
신길4동 맛집,2021-04-01,71.42857
신길4동 맛집,2021-05-01,17.85714
신길4동 맛집,2021-06-01,53.57142
신길4동 맛집,2021-08-01,25
신길4동 맛집,2022-05-01,17.85714
신길4동 맛집,2022-06-01,57.14285
신길4동 맛집,2022-07-01,46.42857
신길4동 맛집,2022-09-01,39.28571
신길4동 맛집,2022-10-01,17.85714
신길4동 맛집,2022-11-01,17.85714
신길4동 맛집,2022-12-01,35.71428
신길4동 맛집,2023-02-01,57.14285
신길4동 맛집,2023-05-01,25
신길4동 맛집,2023-09-01,17.85714
신길4동 맛집,2023-12-01,17.85714
신길4동 맛집,2024-05-01,17.85714
신길4동 맛집,2024-07-01,17.85714
신길4동 맛집,2024-09-01,21.42857
신길5동 맛집,2019-03-01,15.15151
신길5동 맛집,2019-06-01,15.15151
신길5동 맛집,2020-01-01,15.15151
신길5동 맛집,2020-04-01,18.18181
신길5동 맛집,2020-05-01,24.24242
신길5동 맛집,2020-10-01,15.15151
신길5동 맛집,2021-01-01,15.15151
신길5동 맛집,2021-04-01,18.18181
신길5동 맛집,2021-07-01,15.15151
신길5동 맛집,2021-11-01,15.15151
신길5동 맛집,2021-12-01,18.18181
신길5동 맛집,2022-03-01,15.15151
신길5동 맛집,2022-06-01,27.27272
신길5동 맛집,2022-08-01,30.30303
신길5동 맛집,2022-09-01,15.15151
신길5동 맛집,2023-02-01,15.15151
신길5동 맛집,2023-03-01,15.15151
신길5동 맛집,2023-04-01,39.39393
신길5동 맛집,2023-05-01,33.33333
신길5동 맛집,2023-07-01,30.30303
신길5동 맛집,2023-09-01,21.21212
신길5동 맛집,2023-12-01,18.18181
신길5동 맛집,2024-04-01,15.15151
신길5동 맛집,2024-06-01,18.18181
신길5동 맛집,2024-07-01,18.18181
신길5동 맛집,2024-08-01,27.27272
신길6동 맛집,2019-02-01,24.24242
신길6동 맛집,2019-04-01,18.18181
신길6동 맛집,2019-05-01,15.15151
신길6동 맛집,2019-07-01,15.15151
신길6동 맛집,2019-11-01,21.21212
신길6동 맛집,2019-12-01,54.54545
신길6동 맛집,2020-01-01,48.48484
신길6동 맛집,2020-02-01,18.18181
신길6동 맛집,2020-04-01,30.30303
신길6동 맛집,2020-05-01,33.33333
신길6동 맛집,2020-06-01,69.69696
신길6동 맛집,2020-08-01,51.51515
신길6동 맛집,2020-10-01,15.15151
신길6동 맛집,2020-11-01,15.15151
신길6동 맛집,2021-01-01,30.30303
신길6동 맛집,2021-02-01,63.63636
신길6동 맛집,2021-03-01,30.30303
신길6동 맛집,2021-04-01,15.15151
신길6동 맛집,2021-05-01,57.57575
신길6동 맛집,2021-07-01,42.42424
신길6동 맛집,2021-09-01,36.36363
신길6동 맛집,2021-10-01,33.33333
신길6동 맛집,2022-04-01,42.42424
신길6동 맛집,2022-05-01,78.78787
신길6동 맛집,2022-06-01,51.51515
신길6동 맛집,2022-07-01,78.78787
신길6동 맛집,2022-08-01,18.18181
신길6동 맛집,2022-10-01,30.30303
신길6동 맛집,2022-12-01,33.33333
신길6동 맛집,2023-01-01,36.36363
신길6동 맛집,2023-02-01,33.33333
신길6동 맛집,2023-03-01,15.15151
신길6동 맛집,2023-04-01,21.21212
신길6동 맛집,2023-06-01,15.15151
신길6동 맛집,2023-07-01,18.18181
신길6동 맛집,2023-10-01,15.15151
신길6동 맛집,2023-11-01,36.36363
신길6동 맛집,2023-12-01,72.72727
신길6동 맛집,2024-01-01,21.21212
신길6동 맛집,2024-02-01,21.21212
신길6동 맛집,2024-03-01,33.33333
신길6동 맛집,2024-04-01,33.33333
신길6동 맛집,2024-06-01,18.18181
신길6동 맛집,2024-08-01,63.63636
신길6동 맛집,2024-09-01,39.39393
신길6동 맛집,2024-10-01,36.36363
신길6동 맛집,2024-11-01,30.30303
신길6동 맛집,2024-12-01,54.54545
신길6동 카페,2020-01-01,15.15151
신길6동 카페,2020-03-01,24.24242
신길6동 카페,2022-10-01,15.15151
신길6동 카페,2022-11-01,21.21212
신길6동 카페,2023-08-01,18.18181
신길7동 맛집,2019-03-01,15.15151
신길7동 맛집,2019-04-01,18.18181
신길7동 맛집,2019-07-01,24.24242
신길7동 맛집,2019-12-01,18.18181
신길7동 맛집,2020-01-01,33.33333
신길7동 맛집,2020-02-01,33.33333
신길7동 맛집,2020-03-01,66.66666
신길7동 맛집,2020-04-01,100
신길7동 맛집,2020-05-01,87.87878
신길7동 맛집,2020-06-01,30.30303
신길7동 맛집,2020-07-01,39.39393
신길7동 맛집,2020-08-01,15.15151
신길7동 맛집,2020-11-01,15.15151
신길7동 맛집,2021-03-01,24.24242
신길7동 맛집,2021-04-01,45.45454
신길7동 맛집,2021-05-01,33.33333
신길7동 맛집,2021-06-01,30.30303
신길7동 맛집,2021-08-01,15.15151
신길7동 맛집,2021-09-01,18.18181
신길7동 맛집,2021-11-01,18.18181
신길7동 맛집,2022-03-01,66.66666
신길7동 맛집,2022-05-01,54.54545
신길7동 맛집,2022-06-01,30.30303
신길7동 맛집,2022-07-01,51.51515
신길7동 맛집,2022-08-01,18.18181
신길7동 맛집,2022-10-01,18.18181
신길7동 맛집,2022-12-01,15.15151
신길7동 맛집,2023-01-01,18.18181
신길7동 맛집,2023-02-01,30.30303
신길7동 맛집,2023-03-01,27.27272
신길7동 맛집,2023-04-01,21.21212
신길7동 맛집,2023-05-01,48.48484
신길7동 맛집,2023-08-01,24.24242
신길7동 맛집,2023-09-01,15.15151
신길7동 맛집,2023-10-01,15.15151
신길7동 맛집,2023-12-01,18.18181
신길7동 맛집,2024-05-01,15.15151
신길7동 맛집,2024-07-01,15.15151
신길7동 카페,2021-03-01,20
신길7동 카페,2022-02-01,20
신길7동 카페,2022-03-01,24
신내1동 맛집,2020-06-01,20
신내1동 맛집,2020-07-01,24
신내1동 맛집,2020-08-01,20
신내1동 맛집,2020-12-01,20
신내1동 맛집,2022-10-01,40
신내1동 맛집,2023-03-01,24
신내1동 맛집,2024-02-01,20
신내1동 맛집,2024-09-01,20
신내1동 카페,2020-11-01,100
신내1동 카페,2023-05-01,100
신내2동 맛집,2019-05-01,36
신내2동 맛집,2019-08-01,20
신내2동 맛집,2020-04-01,20
신내2동 맛집,2020-05-01,24
신내2동 맛집,2021-05-01,20
신내2동 맛집,2024-02-01,24
신내2동 맛집,2024-07-01,24
신내2동 맛집,2024-12-01,20
신당5동 맛집,2020-04-01,0.02546
신당5동 맛집,2020-10-01,0.02546
신당5동 맛집,2021-04-01,0.02122
신당5동 맛집,2021-05-01,0.02546
신당5동 맛집,2021-06-01,0.02546
신당5동 맛집,2021-07-01,0.02122
신당5동 맛집,2021-09-01,0.02122
신당5동 맛집,2021-12-01,0.02546
신당5동 맛집,2022-05-01,0.02546
신당5동 맛집,2022-06-01,0.11035
신당5동 맛집,2022-12-01,0.04668
신당5동 맛집,2023-02-01,0.02971
신당5동 맛집,2023-08-01,0.02122
신당5동 맛집,2023-11-01,0.04668
신당5동 맛집,2023-12-01,0.02122
신당5동 맛집,2024-05-01,0.02122
신당5동 맛집,2024-08-01,0.02971
신당동 맛집,2019-01-01,32.79711
신당동 맛집,2019-02-01,29.31239
신당동 맛집,2019-03-01,31.59592
신당동 맛집,2019-04-01,27.70373
신당동 맛집,2019-05-01,30.55178
신당동 맛집,2019-06-01,28.90492
신당동 맛집,2019-07-01,28.47198
신당동 맛집,2019-08-01,31.1078
신당동 맛집,2019-09-01,26.99915
신당동 맛집,2019-10-01,31.31578
신당동 맛집,2019-11-01,36.9185
신당동 맛집,2019-12-01,61.4983
신당동 맛집,2020-01-01,49.43548
신당동 맛집,2020-02-01,39.04074
신당동 맛집,2020-03-01,34.91511
신당동 맛집,2020-04-01,39.0365
신당동 맛집,2020-05-01,42.89049
신당동 맛집,2020-06-01,39.28268
신당동 맛집,2020-07-01,46.69779
신당동 맛집,2020-08-01,39.71986
신당동 맛집,2020-09-01,29.51188
신당동 맛집,2020-10-01,38.44651
신당동 맛집,2020-11-01,35.33531
신당동 맛집,2020-12-01,20.61969
신당동 맛집,2021-01-01,25.88709
신당동 맛집,2021-02-01,33.69694
신당동 맛집,2021-03-01,39.60526
신당동 맛집,2021-04-01,39.22325
신당동 맛집,2021-05-01,42.86502
신당동 맛집,2021-06-01,50.02122
신당동 맛집,2021-07-01,39.85144
신당동 맛집,2021-08-01,40.6112
신당동 맛집,2021-09-01,44.36332
신당동 맛집,2021-10-01,47.49151
신당동 맛집,2021-11-01,47.52971
신당동 맛집,2021-12-01,45.97623
신당동 맛집,2022-01-01,45.05942
신당동 맛집,2022-02-01,37.42784
신당동 맛집,2022-03-01,43.94312
신당동 맛집,2022-04-01,53.03904
신당동 맛집,2022-05-01,61.86332
신당동 맛집,2022-06-01,58.26825
신당동 맛집,2022-07-01,59.01528
신당동 맛집,2022-08-01,71.76994
신당동 맛집,2022-09-01,58.48471
신당동 맛집,2022-10-01,62.48726
신당동 맛집,2022-11-01,56.43887
신당동 맛집,2022-12-01,66.99066
신당동 맛집,2023-01-01,61.93548
신당동 맛집,2023-02-01,65.09762
신당동 맛집,2023-03-01,66.28607
신당동 맛집,2023-04-01,85.56451
신당동 맛집,2023-05-01,90.98471
신당동 맛집,2023-06-01,100
신당동 맛집,2023-07-01,83.48047
신당동 맛집,2023-08-01,84.89813
신당동 맛집,2023-09-01,83.98981
신당동 맛집,2023-10-01,72.00339
신당동 맛집,2023-11-01,70.01273
신당동 맛집,2023-12-01,69.00679
신당동 맛집,2024-01-01,71.80814
신당동 맛집,2024-02-01,68.39983
신당동 맛집,2024-03-01,68.46349
신당동 맛집,2024-04-01,66.14176
신당동 맛집,2024-05-01,65.98471
신당동 맛집,2024-06-01,62.44482
신당동 맛집,2024-07-01,62.40662
신당동 맛집,2024-08-01,61.93548
신당동 맛집,2024-09-01,57.09677
신당동 맛집,2024-10-01,55.58998
신당동 맛집,2024-11-01,54.97453
신당동 맛집,2024-12-01,57.63157
신당동 카페,2019-01-01,5.47962
신당동 카페,2019-02-01,5.70882
신당동 카페,2019-03-01,5.24193
신당동 카페,2019-04-01,4.36757
신당동 카페,2019-05-01,4.11714
신당동 카페,2019-06-01,4.28268
신당동 카페,2019-07-01,4.11714
신당동 카페,2019-08-01,5.43293
신당동 카페,2019-09-01,6.06112
신당동 카페,2019-10-01,5.75127
신당동 카페,2019-11-01,4.71986
신당동 카페,2019-12-01,4.88964
신당동 카페,2020-01-01,5.95076
신당동 카페,2020-02-01,5.43293
신당동 카페,2020-03-01,5.3056
신당동 카페,2020-04-01,6.44312
신당동 카페,2020-05-01,7.21561
신당동 카페,2020-06-01,6.9949
신당동 카페,2020-07-01,8.05602
신당동 카페,2020-08-01,6.70628
신당동 카페,2020-09-01,4.7623
신당동 카페,2020-10-01,7.19015
신당동 카페,2020-11-01,6.70628
신당동 카페,2020-12-01,1.59592
신당동 카페,2021-01-01,4.93633
신당동 카페,2021-02-01,8.3404
신당동 카페,2021-03-01,8.4932
신당동 카페,2021-04-01,8.5314
신당동 카페,2021-05-01,9.85993
신당동 카페,2021-06-01,9.6095
신당동 카페,2021-07-01,10.22495
신당동 카페,2021-08-01,10.70882
신당동 카페,2021-09-01,11.09507
신당동 카페,2021-10-01,11.54074
신당동 카페,2021-11-01,11.14601
신당동 카페,2021-12-01,10.61969
신당동 카페,2022-01-01,12.12224
신당동 카페,2022-02-01,10.77249
신당동 카페,2022-03-01,10.60696
신당동 카페,2022-04-01,11.50254
신당동 카페,2022-05-01,12.32173
신당동 카페,2022-06-01,13.24702
신당동 카페,2022-07-01,12.80984
신당동 카페,2022-08-01,12.71222
신당동 카페,2022-09-01,11.47283
신당동 카페,2022-10-01,12.83106
신당동 카페,2022-11-01,11.0314
신당동 카페,2022-12-01,15.20797
신당동 카페,2023-01-01,16.22241
신당동 카페,2023-02-01,15.47113
신당동 카페,2023-03-01,15.85738
신당동 카페,2023-04-01,21.31578
신당동 카페,2023-05-01,21.25212
신당동 카페,2023-06-01,22.70797
신당동 카페,2023-07-01,22.24533
신당동 카페,2023-08-01,19.91511
신당동 카페,2023-09-01,28.86247
신당동 카페,2023-10-01,21.19694
신당동 카페,2023-11-01,17.44482
신당동 카페,2023-12-01,18.55263
신당동 카페,2024-01-01,21.68081
신당동 카페,2024-02-01,19.90237
신당동 카페,2024-03-01,18.58234
신당동 카페,2024-04-01,19.97877
신당동 카페,2024-05-01,21.64261
신당동 카페,2024-06-01,14.40152
신당동 카페,2024-07-01,14.78777
신당동 카페,2024-08-01,13.78183
신당동 카페,2024-09-01,12.69524
신당동 카페,2024-10-01,10.53904
신당동 카페,2024-11-01,12.82258
신당동 카페,2024-12-01,11.48132
신대방1동 맛집,2019-01-01,0.02971
신대방1동 맛집,2019-07-01,0.02122
신대방1동 맛집,2019-10-01,0.02122
신대방1동 맛집,2020-05-01,0.02122
신대방1동 맛집,2020-08-01,0.02971
신대방1동 맛집,2020-09-01,0.02546
신대방1동 맛집,2021-05-01,0.02122
신대방1동 맛집,2021-08-01,0.02971
신대방1동 맛집,2021-09-01,0.05942
신대방1동 맛집,2021-10-01,0.02546
신대방1동 맛집,2021-11-01,0.02546
신대방1동 맛집,2022-01-01,0.02122
신대방1동 맛집,2022-02-01,0.02122
신대방1동 맛집,2022-03-01,0.08913
신대방1동 맛집,2022-04-01,0.02546
신대방1동 맛집,2022-05-01,0.04668
신대방1동 맛집,2022-08-01,0.04244
신대방1동 맛집,2022-09-01,0.02546
신대방1동 맛집,2023-02-01,0.04244
신대방1동 맛집,2023-03-01,0.02122
신대방1동 맛집,2023-04-01,0.02971
신대방1동 맛집,2023-07-01,0.02122
신대방1동 맛집,2023-08-01,0.07215
신대방1동 맛집,2023-10-01,0.02122
신대방1동 맛집,2023-11-01,0.04668
신대방1동 맛집,2024-01-01,0.02122
신대방1동 맛집,2024-03-01,0.02122
신대방1동 맛집,2024-04-01,0.02971
신대방1동 맛집,2024-06-01,0.08064
신대방1동 맛집,2024-08-01,0.02971
신대방1동 맛집,2024-09-01,0.02122
신대방2동 맛집,2019-10-01,1.07142
신대방2동 맛집,2020-01-01,2.32142
신대방2동 맛집,2020-02-01,1.42857
신대방2동 맛집,2020-03-01,1.60714
신대방2동 맛집,2020-05-01,0.89285
신대방2동 맛집,2020-10-01,0.89285
신대방2동 맛집,2021-04-01,0.89285
신대방2동 맛집,2021-05-01,1.07142
신대방2동 맛집,2021-06-01,3.03571
신대방2동 맛집,2021-10-01,0.89285
신대방2동 맛집,2021-12-01,0.89285
신대방2동 맛집,2022-05-01,1.25
신대방2동 맛집,2022-09-01,0.89285
신대방2동 맛집,2022-10-01,3.03571
신대방2동 맛집,2024-04-01,0.89285
신대방2동 맛집,2024-07-01,2.67857
신대방2동 카페,2024-01-01,0.89285
신도림동 맛집,2019-01-01,18.39285
신도림동 맛집,2019-02-01,15.71428
신도림동 맛집,2019-03-01,12.85714
신도림동 맛집,2019-04-01,20.17857
신도림동 맛집,2019-05-01,23.03571
신도림동 맛집,2019-06-01,18.39285
신도림동 맛집,2019-07-01,16.96428
신도림동 맛집,2019-08-01,21.60714
신도림동 맛집,2019-09-01,11.96428
신도림동 맛집,2019-10-01,17.32142
신도림동 맛집,2019-11-01,16.96428
신도림동 맛집,2019-12-01,49.46428
신도림동 맛집,2020-01-01,100
신도림동 맛집,2020-02-01,67.32142
신도림동 맛집,2020-03-01,36.60714
신도림동 맛집,2020-04-01,15.89285
신도림동 맛집,2020-05-01,24.64285
신도림동 맛집,2020-06-01,18.75
신도림동 맛집,2020-07-01,26.42857
신도림동 맛집,2020-08-01,13.39285
신도림동 맛집,2020-09-01,6.60714
신도림동 맛집,2020-10-01,16.25
신도림동 맛집,2020-11-01,11.96428
신도림동 맛집,2020-12-01,9.46428
신도림동 맛집,2021-01-01,4.64285
신도림동 맛집,2021-02-01,15.71428
신도림동 맛집,2021-03-01,28.92857
신도림동 맛집,2021-04-01,18.21428
신도림동 맛집,2021-05-01,34.28571
신도림동 맛집,2021-06-01,21.60714
신도림동 맛집,2021-07-01,17.32142
신도림동 맛집,2021-08-01,9.46428
신도림동 맛집,2021-09-01,23.57142
신도림동 맛집,2021-10-01,22.67857
신도림동 맛집,2021-11-01,31.78571
신도림동 맛집,2021-12-01,22.5
신도림동 맛집,2022-01-01,19.46428
신도림동 맛집,2022-02-01,12.85714
신도림동 맛집,2022-03-01,16.78571
신도림동 맛집,2022-04-01,22.67857
신도림동 맛집,2022-05-01,29.10714
신도림동 맛집,2022-06-01,25.35714
신도림동 맛집,2022-07-01,35.71428
신도림동 맛집,2022-08-01,33.92857
신도림동 맛집,2022-09-01,34.82142
신도림동 맛집,2022-10-01,31.60714
신도림동 맛집,2022-11-01,35.89285
신도림동 맛집,2022-12-01,50.35714
신도림동 맛집,2023-01-01,24.28571
신도림동 맛집,2023-02-01,35.35714
신도림동 맛집,2023-03-01,38.57142
신도림동 맛집,2023-04-01,32.14285
신도림동 맛집,2023-05-01,34.10714
신도림동 맛집,2023-06-01,32.32142
신도림동 맛집,2023-07-01,25.89285
신도림동 맛집,2023-08-01,21.07142
신도림동 맛집,2023-09-01,13.75
신도림동 맛집,2023-10-01,15.17857
신도림동 맛집,2023-11-01,20
신도림동 맛집,2023-12-01,24.46428
신도림동 맛집,2024-01-01,15.71428
신도림동 맛집,2024-02-01,11.96428
신도림동 맛집,2024-03-01,15.53571
신도림동 맛집,2024-04-01,15
신도림동 맛집,2024-05-01,29.46428
신도림동 맛집,2024-06-01,21.96428
신도림동 맛집,2024-07-01,16.96428
신도림동 맛집,2024-08-01,20.71428
신도림동 맛집,2024-09-01,22.14285
신도림동 맛집,2024-10-01,16.25
신도림동 맛집,2024-11-01,17.32142
신도림동 맛집,2024-12-01,19.64285
신도림동 카페,2020-03-01,0.89285
신도림동 카페,2020-05-01,0.89285
신도림동 카페,2020-06-01,1.78571
신도림동 카페,2020-08-01,1.07142
신도림동 카페,2021-03-01,1.25
신도림동 카페,2021-07-01,1.07142
신도림동 카페,2021-08-01,0.89285
신도림동 카페,2022-05-01,0.89285
신도림동 카페,2022-07-01,1.07142
신도림동 카페,2023-01-01,0.89285
신도림동 카페,2023-03-01,1.25
신도림동 카페,2023-04-01,6.60714
신도림동 카페,2023-05-01,3.21428
신도림동 카페,2023-08-01,1.07142
신도림동 카페,2024-01-01,0.89285
신도림동 카페,2024-02-01,1.07142
신도림동 카페,2024-03-01,1.78571
신도림동 카페,2024-05-01,0.89285
신도림동 카페,2024-08-01,0.89285
신도림동 카페,2024-11-01,0.89285
신림동 맛집,2019-01-01,74.74011
신림동 맛집,2019-02-01,71.56081
신림동 맛집,2019-03-01,78.26086
신림동 맛집,2019-04-01,63.06244
신림동 맛집,2019-05-01,84.99127
신림동 맛집,2019-06-01,67.58479
신림동 맛집,2019-07-01,75.54442
신림동 맛집,2019-08-01,79.11829
신림동 맛집,2019-09-01,59.68586
신림동 맛집,2019-10-01,72.47135
신림동 맛집,2019-11-01,74.687
신림동 맛집,2019-12-01,92.41217
신림동 맛집,2020-01-01,100
신림동 맛집,2020-02-01,67.10676
신림동 맛집,2020-03-01,55.64155
신림동 맛집,2020-04-01,50.60323
신림동 맛집,2020-05-01,64.18544
신림동 맛집,2020-06-01,48.5014
신림동 맛집,2020-07-01,54.58684
신림동 맛집,2020-08-01,52.98581
신림동 맛집,2020-09-01,36.30776
신림동 맛집,2020-10-01,48.98702
신림동 맛집,2020-11-01,46.66514
신림동 맛집,2020-12-01,28.99309
신림동 맛집,2021-01-01,39.25942
신림동 맛집,2021-02-01,41.90758
신림동 맛집,2021-03-01,50.14796
신림동 맛집,2021-04-01,45.80013
신림동 맛집,2021-05-01,56.83284
신림동 맛집,2021-06-01,51.06608
신림동 맛집,2021-07-01,43.52378
신림동 맛집,2021-08-01,44.76819
신림동 맛집,2021-09-01,44.65437
신림동 맛집,2021-10-01,49.71545
신림동 맛집,2021-11-01,53.78253
신림동 맛집,2021-12-01,47.31011
신림동 맛집,2022-01-01,48.49381
신림동 맛집,2022-02-01,42.98505
신림동 맛집,2022-03-01,49.92032
신림동 맛집,2022-04-01,56.22581
신림동 맛집,2022-05-01,74.33037
신림동 맛집,2022-06-01,66.7653
신림동 맛집,2022-07-01,69.97496
신림동 맛집,2022-08-01,67.99453
신림동 맛집,2022-09-01,61.14272
신림동 맛집,2022-10-01,64.87593
신림동 맛집,2022-11-01,59.07883
신림동 맛집,2022-12-01,66.82601
신림동 맛집,2023-01-01,62.22778
신림동 맛집,2023-02-01,73.22255
신림동 맛집,2023-03-01,77.14545
신림동 맛집,2023-04-01,71.93262
신림동 맛집,2023-05-01,72.25889
신림동 맛집,2023-06-01,54.04051
신림동 맛집,2023-07-01,54.76136
신림동 맛집,2023-08-01,50.44388
신림동 맛집,2023-09-01,44.32809
신림동 맛집,2023-10-01,42.12003
신림동 맛집,2023-11-01,41.71029
신림동 맛집,2023-12-01,48.47105
신림동 맛집,2024-01-01,47.29493
신림동 맛집,2024-02-01,44.49502
신림동 맛집,2024-03-01,45.45109
신림동 맛집,2024-04-01,45.73943
신림동 맛집,2024-05-01,49.97344
신림동 맛집,2024-06-01,42.04416
신림동 맛집,2024-07-01,41.55095
신림동 맛집,2024-08-01,45.0717
신림동 맛집,2024-09-01,38.53099
신림동 맛집,2024-10-01,38.61446
신림동 맛집,2024-11-01,37.47628
신림동 맛집,2024-12-01,43.00781
신림동 카페,2019-01-01,4.60581
신림동 카페,2019-02-01,3.51316
신림동 카페,2019-03-01,3.49798
신림동 카페,2019-04-01,4.27194
신림동 카페,2019-05-01,3.99119
신림동 카페,2019-06-01,4.15813
신림동 카페,2019-07-01,4.19606
신림동 카페,2019-08-01,4.08225
신림동 카페,2019-09-01,2.98201
신림동 카페,2019-10-01,3.68768
신림동 카페,2019-11-01,3.59663
신림동 카페,2019-12-01,3.69527
신림동 카페,2020-01-01,4.22642
신림동 카페,2020-02-01,3.39175
신림동 카페,2020-03-01,3.46005
신림동 카페,2020-04-01,4.18848
신림동 카페,2020-05-01,5.25077
신림동 카페,2020-06-01,3.97602
신림동 카페,2020-07-01,4.53752
신림동 카페,2020-08-01,4.04431
신림동 카페,2020-09-01,2.90613
신림동 카페,2020-10-01,4.70445
신림동 카페,2020-11-01,2.95925
신림동 카페,2020-12-01,1.13817
신림동 카페,2021-01-01,2.29911
신림동 카페,2021-02-01,4.1126
신림동 카페,2021-03-01,4.68169
신림동 카페,2021-04-01,4.46164
신림동 카페,2021-05-01,4.97002
신림동 카페,2021-06-01,4.34023
신림동 카페,2021-07-01,4.56028
신림동 카페,2021-08-01,4.5451
신림동 카페,2021-09-01,4.34782
신림동 카페,2021-10-01,4.80309
신림동 카페,2021-11-01,4.20365
신림동 카페,2021-12-01,4.56787
신림동 카페,2022-01-01,5.15972
신림동 카페,2022-02-01,4.6741
신림동 카페,2022-03-01,4.85621
신림동 카페,2022-04-01,4.76515
신림동 카페,2022-05-01,5.70604
신림동 카페,2022-06-01,5.37977
신림동 카페,2022-07-01,5.44806
신림동 카페,2022-08-01,5.64534
신림동 카페,2022-09-01,5.55429
신림동 카페,2022-10-01,5.99438
신림동 카페,2022-11-01,4.74998
신림동 카페,2022-12-01,5.6074
신림동 카페,2023-01-01,5.9185
신림동 카페,2023-02-01,5.85021
신림동 카페,2023-03-01,5.70604
신림동 카페,2023-04-01,5.17489
신림동 카페,2023-05-01,4.93208
신림동 카페,2023-06-01,4.49958
신림동 카페,2023-07-01,5.26595
신림동 카페,2023-08-01,4.06707
신림동 카페,2023-09-01,3.4904
신림동 카페,2023-10-01,3.96084
신림동 카페,2023-11-01,2.7999
신림동 카페,2023-12-01,4.12777
신림동 카페,2024-01-01,4.21883
신림동 카페,2024-02-01,3.97602
신림동 카페,2024-03-01,4.30229
신림동 카페,2024-04-01,3.41452
신림동 카페,2024-05-01,3.27794
신림동 카페,2024-06-01,3.3007
신림동 카페,2024-07-01,3.46763
신림동 카페,2024-08-01,3.15653
신림동 카페,2024-09-01,2.86061
신림동 카페,2024-10-01,2.75438
신림동 카페,2024-11-01,2.37499
신림동 카페,2024-12-01,3.28553
신사1동 맛집,2020-02-01,0.03793
신사1동 맛집,2020-07-01,0.03793
신사1동 맛집,2020-08-01,0.04552
신사1동 맛집,2021-02-01,0.04552
신사1동 맛집,2021-03-01,0.05311
신사1동 맛집,2021-11-01,0.05311
신사1동 맛집,2022-06-01,0.03793
신사1동 맛집,2022-11-01,0.04552
신사1동 맛집,2023-10-01,0.04552
신사1동 카페,2020-09-01,0.08346
신사1동 카페,2021-03-01,0.03793
신사1동 카페,2022-09-01,0.03793
신사2동 맛집,2019-04-01,0.03793
신사2동 맛집,2019-08-01,0.03793
신사2동 맛집,2020-02-01,0.04552
신사2동 맛집,2020-05-01,0.03793
신사2동 맛집,2020-07-01,0.03793
신사2동 맛집,2021-10-01,0.05311
신사2동 맛집,2021-11-01,0.03793
신사2동 맛집,2023-09-01,0.03793
신사2동 맛집,2024-12-01,0.07587
신사동 맛집,2019-01-01,100
신사동 맛집,2019-02-01,79.86399
신사동 맛집,2019-03-01,85.99684
신사동 맛집,2019-04-01,77.3221
신사동 맛집,2019-05-01,85.56559
신사동 맛집,2019-06-01,41.86432
신사동 맛집,2019-07-01,84.96019
신사동 맛집,2019-08-01,94.41449
신사동 맛집,2019-09-01,72.7152
신사동 맛집,2019-10-01,84.57455
신사동 맛집,2019-11-01,87.94161
신사동 맛집,2019-12-01,99.52728
신사동 맛집,2020-01-01,96.54171
신사동 맛집,2020-02-01,80.30353
신사동 맛집,2020-03-01,62.94576
신사동 맛집,2020-04-01,68.25344
신사동 맛집,2020-05-01,72.39177
신사동 맛집,2020-06-01,68.04196
신사동 맛집,2020-07-01,81.11627
신사동 맛집,2020-08-01,63.29822
신사동 맛집,2020-09-01,49.85072
신사동 맛집,2020-10-01,76.92818
신사동 맛집,2020-11-01,68.83811
신사동 맛집,2020-12-01,50.49759
신사동 맛집,2021-01-01,58.2808
신사동 맛집,2021-02-01,64.25609
신사동 맛집,2021-03-01,71.18095
신사동 맛집,2021-04-01,66.04743
신사동 맛집,2021-05-01,68.82982
신사동 맛집,2021-06-01,70.30602
신사동 맛집,2021-07-01,54.80179
신사동 맛집,2021-08-01,57.94907
신사동 맛집,2021-09-01,60.42046
신사동 맛집,2021-10-01,74.6807
