quarter,dong_code,dong_name,survival_1y,survival_3y,survival_5y,survival_1y_num,survival_1y_den,survival_3y_num,survival_3y_den,survival_5y_num,survival_5y_den,industry_code,industry_name
20212,11440655,서강동,62.9,53.1,44.4,22.0,35.0,17.0,32.0,8.0,18.0,CS100010,커피
20211,11440655,서강동,62.1,56.5,35.0,18.0,29.0,13.0,23.0,7.0,20.0,CS100010,커피
20213,11440660,서교동,84.5,50.4,36.5,125.0,148.0,70.0,139.0,38.0,104.0,CS100010,커피
20212,11440660,서교동,84.7,50.4,33.6,127.0,150.0,70.0,139.0,40.0,119.0,CS100010,커피
20211,11440660,서교동,86.8,53.3,32.7,118.0,136.0,73.0,137.0,36.0,110.0,CS100010,커피
20213,11440680,합정동,87.1,50.0,45.0,27.0,31.0,20.0,40.0,9.0,20.0,CS100010,커피
20212,11440680,합정동,91.2,45.2,40.0,31.0,34.0,14.0,31.0,10.0,25.0,CS100010,커피
20211,11440680,합정동,91.9,50.0,54.2,34.0,37.0,18.0,36.0,13.0,24.0,CS100010,커피
20213,11440690,망원1동,76.5,46.4,58.8,26.0,34.0,13.0,28.0,10.0,17.0,CS100010,커피
20212,11440690,망원1동,75.0,37.5,41.7,30.0,40.0,9.0,24.0,10.0,24.0,CS100010,커피
20211,11440690,망원1동,73.2,42.3,36.0,30.0,41.0,11.0,26.0,9.0,25.0,CS100010,커피
20213,11440700,망원2동,90.9,47.1,16.7,10.0,11.0,8.0,17.0,1.0,6.0,CS100010,커피
20212,11440700,망원2동,80.0,66.7,40.0,8.0,10.0,12.0,18.0,4.0,10.0,CS100010,커피
20211,11440700,망원2동,90.9,63.2,25.0,10.0,11.0,12.0,19.0,3.0,12.0,CS100010,커피
20213,11440710,연남동,70.8,41.3,56.3,63.0,89.0,31.0,75.0,9.0,16.0,CS100010,커피
20212,11440710,연남동,73.8,43.7,40.0,62.0,84.0,31.0,71.0,10.0,25.0,CS100010,커피
20211,11440710,연남동,80.9,52.3,48.5,55.0,68.0,34.0,65.0,16.0,33.0,CS100010,커피
20213,11440720,성산1동,69.2,61.5,25.0,9.0,13.0,8.0,13.0,1.0,4.0,CS100010,커피
20212,11440720,성산1동,70.6,46.2,33.3,12.0,17.0,6.0,13.0,2.0,6.0,CS100010,커피
20211,11440720,성산1동,87.5,30.8,50.0,14.0,16.0,4.0,13.0,3.0,6.0,CS100010,커피
20213,11440730,성산2동,75.0,70.0,11.1,6.0,8.0,7.0,10.0,1.0,9.0,CS100010,커피
20212,11440730,성산2동,88.9,72.7,22.2,8.0,9.0,8.0,11.0,2.0,9.0,CS100010,커피
20211,11440730,성산2동,87.5,80.0,30.8,7.0,8.0,8.0,10.0,4.0,13.0,CS100010,커피
20213,11440740,상암동,84.1,44.7,41.4,37.0,44.0,17.0,38.0,12.0,29.0,CS100010,커피
20212,11440740,상암동,89.6,48.8,40.0,43.0,48.0,21.0,43.0,14.0,35.0,CS100010,커피
20211,11440740,상암동,84.6,56.5,42.5,44.0,52.0,26.0,46.0,17.0,40.0,CS100010,커피
20222,11440555,아현동,88.9,50.0,26.9,16.0,18.0,5.0,10.0,7.0,26.0,CS100001,한식
20221,11440555,아현동,88.9,42.9,44.1,16.0,18.0,3.0,7.0,15.0,34.0,CS100001,한식
20214,11440555,아현동,100.0,50.0,40.6,14.0,14.0,7.0,14.0,13.0,32.0,CS100001,한식
20222,11440565,공덕동,64.3,41.2,30.0,18.0,28.0,14.0,34.0,15.0,50.0,CS100001,한식
20221,11440565,공덕동,65.6,50.0,29.5,21.0,32.0,15.0,30.0,13.0,44.0,CS100001,한식
20214,11440565,공덕동,58.1,61.8,36.1,18.0,31.0,21.0,34.0,13.0,36.0,CS100001,한식
20222,11440585,도화동,77.3,54.8,10.0,17.0,22.0,17.0,31.0,3.0,30.0,CS100001,한식
20221,11440585,도화동,83.3,59.3,17.9,15.0,18.0,16.0,27.0,5.0,28.0,CS100001,한식
20214,11440585,도화동,71.4,48.0,25.0,15.0,21.0,12.0,25.0,6.0,24.0,CS100001,한식
20222,11440590,용강동,65.8,48.7,31.1,25.0,38.0,19.0,39.0,14.0,45.0,CS100001,한식
20221,11440590,용강동,67.6,45.9,34.1,23.0,34.0,17.0,37.0,14.0,41.0,CS100001,한식
20214,11440590,용강동,62.2,44.4,30.6,23.0,37.0,16.0,36.0,11.0,36.0,CS100001,한식
20222,11440600,대흥동,93.8,56.5,25.0,15.0,16.0,13.0,23.0,4.0,16.0,CS100001,한식
20221,11440600,대흥동,100.0,57.9,16.7,12.0,12.0,11.0,19.0,2.0,12.0,CS100001,한식
20214,11440600,대흥동,77.8,61.1,23.5,7.0,9.0,11.0,18.0,4.0,17.0,CS100001,한식
20222,11440610,염리동,85.7,40.0,20.8,12.0,14.0,8.0,20.0,5.0,24.0,CS100001,한식
20221,11440610,염리동,70.0,47.1,26.3,7.0,10.0,8.0,17.0,5.0,19.0,CS100001,한식
20214,11440610,염리동,80.0,40.0,33.3,8.0,10.0,6.0,15.0,6.0,18.0,CS100001,한식
20222,11440630,신수동,88.9,90.9,30.4,8.0,9.0,10.0,11.0,7.0,23.0,CS100001,한식
20221,11440630,신수동,85.7,100.0,30.0,6.0,7.0,10.0,10.0,6.0,20.0,CS100001,한식
20214,11440630,신수동,60.0,77.8,18.8,6.0,10.0,7.0,9.0,3.0,16.0,CS100001,한식
20222,11440655,서강동,73.3,37.5,9.4,33.0,45.0,12.0,32.0,5.0,53.0,CS100001,한식
20221,11440655,서강동,73.3,27.3,13.5,33.0,45.0,6.0,22.0,7.0,52.0,CS100001,한식
20214,11440655,서강동,69.0,36.4,20.4,29.0,42.0,8.0,22.0,10.0,49.0,CS100001,한식
20222,11440660,서교동,72.8,43.4,19.4,110.0,151.0,79.0,182.0,45.0,232.0,CS100001,한식
20221,11440660,서교동,69.2,42.6,18.1,101.0,146.0,78.0,183.0,41.0,226.0,CS100001,한식
20214,11440660,서교동,72.9,43.5,18.8,102.0,140.0,77.0,177.0,46.0,245.0,CS100001,한식
20222,11440680,합정동,86.4,42.1,25.0,38.0,44.0,16.0,38.0,14.0,56.0,CS100001,한식
20221,11440680,합정동,78.9,50.0,20.0,30.0,38.0,17.0,34.0,10.0,50.0,CS100001,한식
20214,11440680,합정동,82.8,54.3,17.3,24.0,29.0,19.0,35.0,9.0,52.0,CS100001,한식
20222,11440690,망원1동,66.7,56.0,17.1,20.0,30.0,14.0,25.0,7.0,41.0,CS100001,한식
20221,11440690,망원1동,65.6,57.1,15.8,21.0,32.0,12.0,21.0,6.0,38.0,CS100001,한식
20214,11440690,망원1동,71.4,57.1,27.7,25.0,35.0,16.0,28.0,13.0,47.0,CS100001,한식
20222,11440700,망원2동,64.3,72.2,47.6,9.0,14.0,13.0,18.0,10.0,21.0,CS100001,한식
20221,11440700,망원2동,69.2,68.2,39.1,9.0,13.0,15.0,22.0,9.0,23.0,CS100001,한식
20214,11440700,망원2동,80.0,76.2,38.1,12.0,15.0,16.0,21.0,8.0,21.0,CS100001,한식
20222,11440710,연남동,79.1,40.0,15.1,34.0,43.0,18.0,45.0,8.0,53.0,CS100001,한식
20221,11440710,연남동,75.0,40.5,10.4,33.0,44.0,17.0,42.0,5.0,48.0,CS100001,한식
20214,11440710,연남동,73.9,44.4,17.3,34.0,46.0,12.0,27.0,9.0,52.0,CS100001,한식
20222,11440720,성산1동,61.1,56.3,25.0,11.0,18.0,9.0,16.0,4.0,16.0,CS100001,한식
20221,11440720,성산1동,68.4,52.6,18.8,13.0,19.0,10.0,19.0,3.0,16.0,CS100001,한식
20214,11440720,성산1동,75.0,50.0,23.5,12.0,16.0,10.0,20.0,4.0,17.0,CS100001,한식
20222,11440730,성산2동,81.8,62.5,45.0,9.0,11.0,15.0,24.0,9.0,20.0,CS100001,한식
20221,11440730,성산2동,91.7,58.3,47.6,11.0,12.0,14.0,24.0,10.0,21.0,CS100001,한식
20214,11440730,성산2동,82.4,62.5,38.9,14.0,17.0,10.0,16.0,7.0,18.0,CS100001,한식
20222,11440740,상암동,80.2,39.8,23.2,65.0,81.0,35.0,88.0,22.0,95.0,CS100001,한식
20221,11440740,상암동,83.8,42.5,22.9,57.0,68.0,34.0,80.0,25.0,109.0,CS100001,한식
20214,11440740,상암동,84.4,44.0,19.6,65.0,77.0,33.0,75.0,19.0,97.0,CS100001,한식
20222,11440555,아현동,100.0,,50.0,2.0,2.0,0.0,0.0,1.0,2.0,CS100002,중식
20221,11440555,아현동,100.0,,50.0,2.0,2.0,0.0,0.0,1.0,2.0,CS100002,중식
20214,11440555,아현동,100.0,0.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,CS100002,중식
20222,11440565,공덕동,66.7,66.7,20.0,2.0,3.0,2.0,3.0,1.0,5.0,CS100002,중식
20221,11440565,공덕동,100.0,100.0,20.0,5.0,5.0,1.0,1.0,1.0,5.0,CS100002,중식
20214,11440565,공덕동,80.0,66.7,50.0,4.0,5.0,2.0,3.0,3.0,6.0,CS100002,중식
20222,11440585,도화동,60.0,,33.3,3.0,5.0,0.0,0.0,2.0,6.0,CS100002,중식
20221,11440585,도화동,60.0,100.0,50.0,3.0,5.0,2.0,2.0,3.0,6.0,CS100002,중식
20214,11440585,도화동,50.0,100.0,57.1,2.0,4.0,3.0,3.0,4.0,7.0,CS100002,중식
20222,11440590,용강동,100.0,,50.0,5.0,5.0,0.0,0.0,3.0,6.0,CS100002,중식
20221,11440590,용강동,100.0,0.0,50.0,5.0,5.0,0.0,1.0,3.0,6.0,CS100002,중식
20214,11440590,용강동,100.0,0.0,66.7,7.0,7.0,0.0,1.0,4.0,6.0,CS100002,중식
20222,11440600,대흥동,100.0,50.0,0.0,2.0,2.0,3.0,6.0,0.0,4.0,CS100002,중식
20221,11440600,대흥동,100.0,60.0,0.0,2.0,2.0,3.0,5.0,0.0,2.0,CS100002,중식
20214,11440600,대흥동,100.0,75.0,0.0,2.0,2.0,3.0,4.0,0.0,1.0,CS100002,중식
20222,11440610,염리동,100.0,,,1.0,1.0,0.0,0.0,0.0,0.0,CS100002,중식
20221,11440610,염리동,,,,0.0,0.0,0.0,0.0,0.0,0.0,CS100002,중식
20214,11440610,염리동,,,,0.0,0.0,0.0,0.0,0.0,0.0,CS100002,중식
20222,11440630,신수동,100.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,CS100002,중식
20221,11440630,신수동,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,CS100002,중식
20214,11440630,신수동,0.0,50.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,CS100002,중식
20222,11440655,서강동,85.7,50.0,16.7,6.0,7.0,4.0,8.0,1.0,6.0,CS100002,중식
20221,11440655,서강동,57.1,66.7,20.0,4.0,7.0,6.0,9.0,1.0,5.0,CS100002,중식
20214,11440655,서강동,62.5,70.0,0.0,5.0,8.0,7.0,10.0,0.0,2.0,CS100002,중식
20222,11440660,서교동,64.7,57.1,37.0,11.0,17.0,16.0,28.0,10.0,27.0,CS100002,중식
20221,11440660,서교동,66.7,61.8,40.0,12.0,18.0,21.0,34.0,10.0,25.0,CS100002,중식
20214,11440660,서교동,64.7,63.9,33.3,11.0,17.0,23.0,36.0,9.0,27.0,CS100002,중식
20222,11440680,합정동,,33.3,66.7,0.0,0.0,1.0,3.0,2.0,3.0,CS100002,중식
20221,11440680,합정동,,50.0,100.0,0.0,0.0,2.0,4.0,4.0,4.0,CS100002,중식
20214,11440680,합정동,100.0,50.0,80.0,1.0,1.0,2.0,4.0,4.0,5.0,CS100002,중식
20222,11440690,망원1동,33.3,50.0,33.3,1.0,3.0,1.0,2.0,2.0,6.0,CS100002,중식
20221,11440690,망원1동,100.0,100.0,33.3,2.0,2.0,1.0,1.0,2.0,6.0,CS100002,중식
20214,11440690,망원1동,80.0,100.0,50.0,4.0,5.0,3.0,3.0,3.0,6.0,CS100002,중식
20222,11440700,망원2동,0.0,100.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,CS100002,중식
20221,11440700,망원2동,50.0,100.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,CS100002,중식
20214,11440700,망원2동,50.0,50.0,60.0,1.0,2.0,1.0,2.0,3.0,5.0,CS100002,중식
20222,11440710,연남동,85.7,42.9,20.0,6.0,7.0,3.0,7.0,2.0,10.0,CS100002,중식
20221,11440710,연남동,83.3,42.9,37.5,5.0,6.0,3.0,7.0,3.0,8.0,CS100002,중식
20214,11440710,연남동,85.7,42.9,14.3,6.0,7.0,3.0,7.0,1.0,7.0,CS100002,중식
20222,11440720,성산1동,66.7,0.0,,4.0,6.0,0.0,1.0,0.0,0.0,CS100002,중식
20221,11440720,성산1동,50.0,0.0,,2.0,4.0,0.0,1.0,0.0,0.0,CS100002,중식
20214,11440720,성산1동,66.7,0.0,,2.0,3.0,0.0,2.0,0.0,0.0,CS100002,중식
20222,11440730,성산2동,0.0,50.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,CS100002,중식
20221,11440730,성산2동,50.0,66.7,,1.0,2.0,2.0,3.0,0.0,0.0,CS100002,중식
20214,11440730,성산2동,66.7,66.7,0.0,2.0,3.0,2.0,3.0,0.0,1.0,CS100002,중식
20222,11440740,상암동,100.0,58.3,42.9,7.0,7.0,7.0,12.0,3.0,7.0,CS100002,중식
20221,11440740,상암동,83.3,41.7,28.6,5.0,6.0,5.0,12.0,2.0,7.0,CS100002,중식
20214,11440740,상암동,85.7,33.3,0.0,6.0,7.0,4.0,12.0,0.0,4.0,CS100002,중식
20222,11440555,아현동,100.0,66.7,50.0,4.0,4.0,2.0,3.0,1.0,2.0,CS100003,일식
20221,11440555,아현동,100.0,66.7,50.0,4.0,4.0,2.0,3.0,1.0,2.0,CS100003,일식
20214,11440555,아현동,100.0,50.0,100.0,4.0,4.0,1.0,2.0,1.0,1.0,CS100003,일식
20222,11440565,공덕동,66.7,100.0,80.0,2.0,3.0,3.0,3.0,4.0,5.0,CS100003,일식
20221,11440565,공덕동,100.0,100.0,57.1,2.0,2.0,3.0,3.0,4.0,7.0,CS100003,일식
20214,11440565,공덕동,83.3,100.0,62.5,5.0,6.0,3.0,3.0,5.0,8.0,CS100003,일식
20222,11440585,도화동,50.0,50.0,25.0,2.0,4.0,3.0,6.0,1.0,4.0,CS100003,일식
20221,11440585,도화동,50.0,75.0,50.0,1.0,2.0,3.0,4.0,2.0,4.0,CS100003,일식
20214,11440585,도화동,66.7,100.0,50.0,2.0,3.0,3.0,3.0,2.0,4.0,CS100003,일식
20222,11440590,용강동,50.0,42.9,66.7,2.0,4.0,3.0,7.0,2.0,3.0,CS100003,일식
20221,11440590,용강동,20.0,40.0,50.0,1.0,5.0,4.0,10.0,1.0,2.0,CS100003,일식
20214,11440590,용강동,42.9,22.2,50.0,3.0,7.0,2.0,9.0,1.0,2.0,CS100003,일식
20222,11440600,대흥동,100.0,0.0,33.3,1.0,1.0,0.0,2.0,1.0,3.0,CS100003,일식
20221,11440600,대흥동,100.0,66.7,0.0,2.0,2.0,2.0,3.0,0.0,2.0,CS100003,일식
20214,11440600,대흥동,100.0,50.0,0.0,4.0,4.0,2.0,4.0,0.0,1.0,CS100003,일식
20222,11440610,염리동,100.0,100.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,CS100003,일식
20221,11440610,염리동,100.0,50.0,25.0,4.0,4.0,1.0,2.0,1.0,4.0,CS100003,일식
20214,11440610,염리동,100.0,66.7,25.0,1.0,1.0,2.0,3.0,1.0,4.0,CS100003,일식
20222,11440630,신수동,100.0,,100.0,2.0,2.0,0.0,0.0,1.0,1.0,CS100003,일식
20221,11440630,신수동,100.0,,100.0,4.0,4.0,0.0,0.0,1.0,1.0,CS100003,일식
20214,11440630,신수동,100.0,,100.0,4.0,4.0,0.0,0.0,1.0,1.0,CS100003,일식
20222,11440655,서강동,90.0,30.0,20.0,9.0,10.0,3.0,10.0,2.0,10.0,CS100003,일식
20221,11440655,서강동,77.8,38.5,20.0,7.0,9.0,5.0,13.0,2.0,10.0,CS100003,일식
20214,11440655,서강동,80.0,46.2,22.2,4.0,5.0,6.0,13.0,2.0,9.0,CS100003,일식
20222,11440660,서교동,87.5,50.0,30.0,35.0,40.0,26.0,52.0,18.0,60.0,CS100003,일식
20221,11440660,서교동,80.6,54.2,30.5,29.0,36.0,26.0,48.0,18.0,59.0,CS100003,일식
20214,11440660,서교동,75.8,45.2,30.8,25.0,33.0,19.0,42.0,20.0,65.0,CS100003,일식
20222,11440680,합정동,100.0,53.8,66.7,4.0,4.0,7.0,13.0,6.0,9.0,CS100003,일식
20221,11440680,합정동,100.0,61.5,54.5,5.0,5.0,8.0,13.0,6.0,11.0,CS100003,일식
20214,11440680,합정동,100.0,78.6,40.0,5.0,5.0,11.0,14.0,6.0,15.0,CS100003,일식
20222,11440690,망원1동,100.0,16.7,25.0,3.0,3.0,1.0,6.0,1.0,4.0,CS100003,일식
20221,11440690,망원1동,75.0,33.3,25.0,3.0,4.0,3.0,9.0,1.0,4.0,CS100003,일식
20214,11440690,망원1동,60.0,46.2,40.0,3.0,5.0,6.0,13.0,2.0,5.0,CS100003,일식
20222,11440700,망원2동,100.0,50.0,0.0,2.0,2.0,2.0,4.0,0.0,4.0,CS100003,일식
20221,11440700,망원2동,100.0,66.7,0.0,2.0,2.0,2.0,3.0,0.0,4.0,CS100003,일식
20214,11440700,망원2동,75.0,50.0,0.0,3.0,4.0,2.0,4.0,0.0,4.0,CS100003,일식
20222,11440710,연남동,84.2,39.1,25.0,16.0,19.0,9.0,23.0,4.0,16.0,CS100003,일식
20221,11440710,연남동,85.7,43.5,38.9,18.0,21.0,10.0,23.0,7.0,18.0,CS100003,일식
20214,11440710,연남동,88.0,47.6,44.4,22.0,25.0,10.0,21.0,8.0,18.0,CS100003,일식
20222,11440720,성산1동,100.0,0.0,66.7,3.0,3.0,0.0,1.0,2.0,3.0,CS100003,일식
20221,11440720,성산1동,100.0,0.0,75.0,4.0,4.0,0.0,1.0,3.0,4.0,CS100003,일식
20214,11440720,성산1동,100.0,0.0,60.0,5.0,5.0,0.0,2.0,3.0,5.0,CS100003,일식
20222,11440730,성산2동,100.0,50.0,0.0,5.0,5.0,3.0,6.0,0.0,1.0,CS100003,일식
20221,11440730,성산2동,60.0,57.1,0.0,3.0,5.0,4.0,7.0,0.0,1.0,CS100003,일식
20214,11440730,성산2동,100.0,50.0,,4.0,4.0,4.0,8.0,0.0,0.0,CS100003,일식
20222,11440740,상암동,93.3,39.1,15.4,14.0,15.0,9.0,23.0,4.0,26.0,CS100003,일식
20221,11440740,상암동,100.0,25.0,12.5,14.0,14.0,6.0,24.0,3.0,24.0,CS100003,일식
20214,11440740,상암동,93.3,36.8,10.5,14.0,15.0,7.0,19.0,2.0,19.0,CS100003,일식
20222,11440555,아현동,100.0,100.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,CS100004,양식
20221,11440555,아현동,100.0,75.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,CS100004,양식
20214,11440555,아현동,,75.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,CS100004,양식
20222,11440565,공덕동,66.7,66.7,0.0,2.0,3.0,2.0,3.0,0.0,1.0,CS100004,양식
20221,11440565,공덕동,40.0,100.0,0.0,2.0,5.0,2.0,2.0,0.0,1.0,CS100004,양식
20214,11440565,공덕동,55.6,100.0,0.0,5.0,9.0,1.0,1.0,0.0,1.0,CS100004,양식
20222,11440585,도화동,60.0,100.0,33.3,3.0,5.0,1.0,1.0,1.0,3.0,CS100004,양식
20221,11440585,도화동,75.0,,25.0,3.0,4.0,0.0,0.0,1.0,4.0,CS100004,양식
20214,11440585,도화동,80.0,,40.0,4.0,5.0,0.0,0.0,2.0,5.0,CS100004,양식
20222,11440590,용강동,66.7,0.0,0.0,6.0,9.0,0.0,3.0,0.0,2.0,CS100004,양식
20221,11440590,용강동,66.7,33.3,20.0,4.0,6.0,1.0,3.0,1.0,5.0,CS100004,양식
20214,11440590,용강동,83.3,40.0,33.3,5.0,6.0,2.0,5.0,2.0,6.0,CS100004,양식
20222,11440600,대흥동,,80.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,CS100004,양식
20221,11440600,대흥동,100.0,100.0,0.0,2.0,2.0,4.0,4.0,0.0,3.0,CS100004,양식
20214,11440600,대흥동,85.7,80.0,0.0,6.0,7.0,4.0,5.0,0.0,2.0,CS100004,양식
20222,11440610,염리동,100.0,33.3,40.0,1.0,1.0,1.0,3.0,2.0,5.0,CS100004,양식
20221,11440610,염리동,,50.0,50.0,0.0,0.0,2.0,4.0,2.0,4.0,CS100004,양식
20214,11440610,염리동,,50.0,66.7,0.0,0.0,2.0,4.0,2.0,3.0,CS100004,양식
20222,11440630,신수동,66.7,75.0,100.0,2.0,3.0,3.0,4.0,1.0,1.0,CS100004,양식
20221,11440630,신수동,100.0,66.7,50.0,3.0,3.0,2.0,3.0,1.0,2.0,CS100004,양식
20214,11440630,신수동,100.0,100.0,0.0,4.0,4.0,3.0,3.0,0.0,1.0,CS100004,양식
20222,11440655,서강동,90.0,33.3,28.6,9.0,10.0,3.0,9.0,6.0,21.0,CS100004,양식
20221,11440655,서강동,87.5,36.4,23.8,7.0,8.0,4.0,11.0,5.0,21.0,CS100004,양식
20214,11440655,서강동,100.0,37.5,31.3,9.0,9.0,6.0,16.0,5.0,16.0,CS100004,양식
20222,11440660,서교동,82.9,48.1,19.6,34.0,41.0,37.0,77.0,18.0,92.0,CS100004,양식
20221,11440660,서교동,86.7,58.2,19.1,26.0,30.0,46.0,79.0,17.0,89.0,CS100004,양식
20214,11440660,서교동,84.8,56.0,21.1,39.0,46.0,51.0,91.0,19.0,90.0,CS100004,양식
20222,11440680,합정동,100.0,57.1,50.0,8.0,8.0,8.0,14.0,11.0,22.0,CS100004,양식
20221,11440680,합정동,100.0,50.0,52.4,9.0,9.0,5.0,10.0,11.0,21.0,CS100004,양식
20214,11440680,합정동,88.9,54.5,48.0,8.0,9.0,6.0,11.0,12.0,25.0,CS100004,양식
20222,11440690,망원1동,83.3,55.6,27.3,10.0,12.0,5.0,9.0,3.0,11.0,CS100004,양식
20221,11440690,망원1동,92.3,50.0,30.8,12.0,13.0,5.0,10.0,4.0,13.0,CS100004,양식
20214,11440690,망원1동,94.1,33.3,37.5,16.0,17.0,4.0,12.0,6.0,16.0,CS100004,양식
20222,11440700,망원2동,100.0,66.7,0.0,2.0,2.0,2.0,3.0,0.0,5.0,CS100004,양식
20221,11440700,망원2동,100.0,66.7,0.0,2.0,2.0,2.0,3.0,0.0,5.0,CS100004,양식
20214,11440700,망원2동,100.0,100.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,CS100004,양식
20222,11440710,연남동,85.7,53.8,22.9,30.0,35.0,21.0,39.0,8.0,35.0,CS100004,양식
20221,11440710,연남동,85.7,46.9,26.3,24.0,28.0,15.0,32.0,10.0,38.0,CS100004,양식
20214,11440710,연남동,86.7,60.7,30.3,26.0,30.0,17.0,28.0,10.0,33.0,CS100004,양식
20222,11440720,성산1동,66.7,50.0,25.0,2.0,3.0,2.0,4.0,1.0,4.0,CS100004,양식
20221,11440720,성산1동,83.3,50.0,0.0,5.0,6.0,2.0,4.0,0.0,2.0,CS100004,양식
20214,11440720,성산1동,100.0,40.0,33.3,6.0,6.0,2.0,5.0,1.0,3.0,CS100004,양식
20222,11440730,성산2동,100.0,50.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,CS100004,양식
20221,11440730,성산2동,100.0,50.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,CS100004,양식
20214,11440730,성산2동,100.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,CS100004,양식
20222,11440740,상암동,91.7,25.0,28.6,11.0,12.0,3.0,12.0,4.0,14.0,CS100004,양식
20221,11440740,상암동,100.0,30.8,31.3,11.0,11.0,4.0,13.0,5.0,16.0,CS100004,양식
20214,11440740,상암동,90.9,45.5,28.6,10.0,11.0,5.0,11.0,4.0,14.0,CS100004,양식
20222,11440555,아현동,50.0,50.0,50.0,2.0,4.0,3.0,6.0,1.0,2.0,CS100005,제과
20221,11440555,아현동,50.0,60.0,100.0,2.0,4.0,3.0,5.0,1.0,1.0,CS100005,제과
20214,11440555,아현동,50.0,50.0,100.0,2.0,4.0,2.0,4.0,1.0,1.0,CS100005,제과
20222,11440565,공덕동,75.0,40.0,0.0,3.0,4.0,2.0,5.0,0.0,4.0,CS100005,제과
20221,11440565,공덕동,80.0,50.0,0.0,4.0,5.0,3.0,6.0,0.0,4.0,CS100005,제과
20214,11440565,공덕동,100.0,50.0,0.0,6.0,6.0,3.0,6.0,0.0,3.0,CS100005,제과
20222,11440585,도화동,50.0,80.0,60.0,3.0,6.0,4.0,5.0,3.0,5.0,CS100005,제과
20221,11440585,도화동,57.1,60.0,100.0,4.0,7.0,3.0,5.0,3.0,3.0,CS100005,제과
20214,11440585,도화동,80.0,60.0,100.0,4.0,5.0,3.0,5.0,5.0,5.0,CS100005,제과
20222,11440590,용강동,100.0,0.0,33.3,1.0,1.0,0.0,4.0,1.0,3.0,CS100005,제과
20221,11440590,용강동,100.0,0.0,66.7,1.0,1.0,0.0,4.0,2.0,3.0,CS100005,제과
20214,11440590,용강동,,0.0,66.7,0.0,0.0,0.0,4.0,2.0,3.0,CS100005,제과
20222,11440600,대흥동,100.0,100.0,25.0,3.0,3.0,5.0,5.0,1.0,4.0,CS100005,제과
20221,11440600,대흥동,100.0,75.0,25.0,3.0,3.0,3.0,4.0,1.0,4.0,CS100005,제과
20214,11440600,대흥동,100.0,66.7,40.0,4.0,4.0,2.0,3.0,2.0,5.0,CS100005,제과
20222,11440610,염리동,100.0,100.0,,6.0,6.0,3.0,3.0,0.0,0.0,CS100005,제과
20221,11440610,염리동,100.0,100.0,100.0,4.0,4.0,5.0,5.0,1.0,1.0,CS100005,제과
20214,11440610,염리동,100.0,83.3,100.0,4.0,4.0,5.0,6.0,1.0,1.0,CS100005,제과
20222,11440630,신수동,66.7,50.0,0.0,2.0,3.0,2.0,4.0,0.0,3.0,CS100005,제과
20221,11440630,신수동,66.7,50.0,0.0,2.0,3.0,1.0,2.0,0.0,3.0,CS100005,제과
20214,11440630,신수동,100.0,33.3,0.0,1.0,1.0,1.0,3.0,0.0,2.0,CS100005,제과
20222,11440655,서강동,100.0,62.5,60.0,8.0,8.0,5.0,8.0,3.0,5.0,CS100005,제과
20221,11440655,서강동,100.0,85.7,33.3,4.0,4.0,6.0,7.0,2.0,6.0,CS100005,제과
20214,11440655,서강동,100.0,60.0,25.0,6.0,6.0,3.0,5.0,2.0,8.0,CS100005,제과
20222,11440660,서교동,75.0,56.0,28.6,15.0,20.0,14.0,25.0,8.0,28.0,CS100005,제과
20221,11440660,서교동,84.0,57.1,18.8,21.0,25.0,16.0,28.0,6.0,32.0,CS100005,제과
20214,11440660,서교동,78.1,52.2,13.9,25.0,32.0,12.0,23.0,5.0,36.0,CS100005,제과
20222,11440680,합정동,87.5,75.0,50.0,7.0,8.0,3.0,4.0,1.0,2.0,CS100005,제과
20221,11440680,합정동,77.8,66.7,50.0,7.0,9.0,2.0,3.0,1.0,2.0,CS100005,제과
20214,11440680,합정동,66.7,,50.0,6.0,9.0,0.0,0.0,2.0,4.0,CS100005,제과
20222,11440690,망원1동,80.0,42.9,0.0,8.0,10.0,3.0,7.0,0.0,5.0,CS100005,제과
20221,11440690,망원1동,77.8,42.9,25.0,7.0,9.0,3.0,7.0,2.0,8.0,CS100005,제과
20214,11440690,망원1동,83.3,33.3,25.0,10.0,12.0,2.0,6.0,2.0,8.0,CS100005,제과
20222,11440700,망원2동,70.0,40.0,25.0,7.0,10.0,2.0,5.0,1.0,4.0,CS100005,제과
