quarter,dong_name,trend_score
20204,행운동,0.51
20204,혜화동,21.77
20204,홍은2동,33.33
20204,화곡1동,41.52
20204,화곡2동,30.77
20204,화곡4동,27.64
20204,화곡6동,9.4
20204,화곡8동,9.4
20204,화곡본동,1.69
20204,화양동,17.21
20204,황학동,23.7
20204,회기동,14.36
20204,회현동,11.42
20204,효창동,2.07
20204,후암동,46.3
20204,휘경2동,0.07
20204,흑석동,52.5
20211,가락1동,3.57
20211,가락2동,17.14
20211,가락본동,43.33
20211,가리봉동,2.64
20211,가산동,31.77
20211,가양2동,29.41
20211,가회동,21.98
20211,갈현1동,0.3
20211,강일동,43.25
20211,개봉1동,0.8
20211,개봉2동,8.82
20211,개봉3동,19.56
20211,개포4동,37.67
20211,고덕1동,20.83
20211,고척1동,29.17
20211,고척2동,0.24
20211,공덕동,26.31
20211,공릉2동,0.3
20211,공항동,25.83
20211,광장동,30.79
20211,광희동,2.35
20211,교남동,14.58
20211,구로1동,32.64
20211,구로2동,6.6
20211,구로3동,48.43
20211,구로4동,7.69
20211,구로5동,1.2
20211,구산동,31.8
20211,구의1동,0.92
20211,구의2동,5.49
20211,구의3동,19.23
20211,군자동,29.03
20211,길동,35.68
20211,낙성대동,43.75
20211,난곡동,26.04
20211,난향동,1.53
20211,남가좌2동,0.07
20211,남영동,24.59
20211,남현동,12.99
20211,내곡동,38.11
20211,노량진2동,0.32
20211,녹번동,49.9
20211,논현1동,10.29
20211,논현2동,19.22
20211,능동,9.05
20211,다산동,28.18
20211,답십리2동,72.73
20211,대림1동,25.0
20211,대림3동,0.78
20211,대방동,25.37
20211,대조동,8.24
20211,대치2동,0.27
20211,대치4동,0.52
20211,대학동,38.49
20211,대흥동,14.76
20211,도곡1동,0.03
20211,도림동,36.64
20211,도봉1동,0.41
20211,도봉2동,0.09
20211,도화동,21.59
20211,독산1동,0.29
20211,독산2동,6.67
20211,독산3동,12.89
20211,독산4동,13.33
20211,동선동,6.77
20211,등촌1동,31.53
20211,등촌2동,27.03
20211,등촌3동,0.55
20211,마장동,36.49
20211,망우3동,31.25
20211,망우본동,34.78
20211,망원2동,8.47
20211,면목2동,34.75
20211,면목4동,11.59
20211,면목5동,25.0
20211,면목7동,0.0
20211,면목본동,0.0
20211,명동,16.48
20211,목2동,34.82
20211,목3동,16.0
20211,목4동,31.08
20211,목5동,40.09
20211,무악동,30.61
20211,묵2동,10.2
20211,문래동,17.71
20211,문정2동,0.65
20211,미성동,5.16
20211,미아동,59.52
20211,반포1동,6.65
20211,반포4동,42.0
20211,방배1동,100.0
20211,방배2동,73.08
20211,방배4동,27.33
20211,방배본동,23.64
20211,방이1동,4.65
20211,방이2동,16.3
20211,방학1동,10.87
20211,방학2동,23.91
20211,방학3동,37.0
20211,방화2동,50.0
20211,방화3동,31.25
20211,번2동,13.04
20211,보광동,32.45
20211,보라매동,0.53
20211,보문동,29.52
20211,부암동,41.82
20211,북아현동,28.35
20211,불광2동,0.52
20211,사근동,22.78
20211,사당1동,38.46
20211,사당2동,38.46
20211,사당3동,41.96
20211,사직동,33.69
20211,삼각산동,0.16
20211,삼선동,12.51
20211,삼성1동,5.32
20211,삼성2동,5.32
20211,삼성동,33.28
20211,삼양동,2.21
20211,삼전동,7.42
20211,삼청동,30.05
20211,상계2동,31.58
20211,상계5동,21.25
20211,상계9동,19.3
20211,상도1동,50.88
20211,상도2동,33.33
20211,상도4동,3.78
20211,상봉2동,2.58
20211,상암동,22.24
20211,상일동,9.29
20211,서강동,0.15
20211,서교동,36.37
20211,서림동,3.25
20211,서빙고동,3.41
20211,서초1동,2.02
20211,서초2동,19.67
20211,서초3동,26.27
20211,서초4동,0.22
20211,석관동,30.44
20211,석촌동,29.72
20211,성내2동,0.28
20211,성내3동,0.07
20211,성북동,38.42
20211,성산1동,11.54
20211,성산2동,14.9
20211,성수2가1동,16.67
20211,성수2가3동,0.09
20211,성현동,0.12
20211,세곡동,31.49
20211,소공동,8.51
20211,송정동,11.83
20211,송중동,0.07
20211,송천동,14.14
20211,송파1동,0.04
20211,송파2동,4.39
20211,수궁동,12.06
20211,수색동,1.39
20211,수서동,7.83
20211,수유2동,40.38
20211,숭인2동,17.24
20211,시흥2동,15.45
20211,시흥3동,16.36
20211,시흥4동,5.05
20211,시흥5동,5.05
20211,신길1동,5.05
20211,신길3동,39.29
20211,신길4동,25.0
20211,신길5동,15.15
20211,신길6동,41.41
20211,신길7동,22.12
20211,신당동,20.16
20211,신도림동,12.63
20211,신림동,23.73
20211,신사1동,0.05
20211,신사동,38.97
20211,신수동,1.46
20211,신원동,26.01
20211,신월1동,0.82
20211,신월2동,0.96
20211,신월3동,7.81
20211,신월4동,19.15
20211,신월5동,4.5
20211,신월6동,13.92
20211,신월7동,25.92
20211,신정1동,4.61
20211,신정2동,9.06
20211,신정3동,26.85
20211,신정4동,6.79
20211,신정6동,9.72
20211,신정7동,6.48
20211,신촌동,12.27
20211,쌍문1동,8.2
20211,쌍문2동,13.66
20211,쌍문4동,0.21
20211,아현동,22.31
20211,안암동,33.29
20211,압구정동,20.41
20211,약수동,32.66
20211,양재1동,0.13
20211,양재2동,14.65
20211,여의동,7.7
20211,역삼1동,8.65
20211,역삼2동,8.81
20211,역촌동,0.53
20211,연남동,43.9
20211,연희동,29.74
20211,염리동,0.4
20211,염창동,21.9
20211,영등포동,1.26
20211,오금동,31.1
20211,오류1동,0.09
20211,오류2동,0.6
20211,오륜동,2.07
20211,옥수동,44.95
20211,왕십리도선동,0.1
20211,용강동,18.14
20211,용답동,12.73
20211,용문동,21.1
20211,용신동,0.17
20211,우이동,26.04
20211,우장산동,0.09
20211,원효로1동,0.05
20211,월곡1동,83.33
20211,위례동,35.46
20211,은천동,9.07
20211,을지로동,1.53
20211,응봉동,25.48
20211,응암1동,22.73
20211,응암3동,22.73
20211,이문1동,46.15
20211,이태원2동,1.0
20211,이화동,25.06
20211,인수동,7.85
20211,인헌동,11.6
20211,일원1동,1.02
20211,일원본동,20.83
20211,자양1동,3.4
20211,자양2동,17.01
20211,자양3동,13.16
20211,자양4동,14.53
20211,잠실본동,20.63
20211,잠원동,20.87
20211,장안2동,0.32
20211,장위1동,35.71
20211,장위3동,0.08
20211,장지동,17.91
20211,장충동,31.22
20211,전농1동,0.27
20211,전농2동,0.27
20211,정릉1동,13.33
20211,정릉2동,16.67
20211,정릉3동,16.18
20211,정릉4동,0.42
20211,제기동,32.68
20211,조원동,23.87
20211,종암동,26.26
20211,중계본동,18.07
20211,중곡1동,3.88
20211,중곡2동,4.65
20211,중곡3동,0.24
20211,중곡4동,0.21
20211,중림동,18.52
20211,중앙동,16.16
20211,증산동,13.16
20211,진관동,30.28
20211,창2동,1.64
20211,창3동,17.36
20211,창4동,17.59
20211,창5동,8.8
20211,천연동,25.0
20211,천호2동,18.52
20211,청구동,0.02
20211,청담동,41.27
20211,청량리동,0.32
20211,청룡동,25.72
20211,청림동,6.99
20211,청운효자동,0.46
20211,청파동,14.34
20211,충현동,0.21
20211,평창동,51.1
20211,필동,22.42
20211,한강로동,2.75
20211,한남동,43.64
20211,합정동,2.36
20211,항동,18.66
20211,행당2동,0.19
20211,행운동,0.89
20211,혜화동,24.78
20211,홍은2동,40.0
20211,홍제1동,33.33
20211,화곡1동,19.39
20211,화곡2동,44.23
20211,화곡3동,32.69
20211,화곡4동,29.63
20211,화곡6동,10.26
20211,화곡본동,1.77
20211,화양동,18.44
20211,황학동,28.85
20211,회기동,13.23
20211,회현동,12.12
20211,효창동,2.21
20211,후암동,45.08
20211,휘경2동,0.06
20211,흑석동,56.1
20212,가락2동,9.82
20212,가락본동,52.88
20212,가리봉동,3.45
20212,가산동,40.26
20212,가양1동,29.41
20212,가양2동,29.41
20212,가회동,32.24
20212,갈현1동,0.45
20212,갈현2동,0.35
20212,강일동,56.07
20212,개봉1동,2.68
20212,개봉2동,7.16
20212,개봉3동,25.83
20212,개포4동,61.65
20212,고척2동,0.29
20212,공덕동,31.97
20212,공릉2동,0.58
20212,공항동,31.29
20212,광장동,41.08
20212,광희동,2.63
20212,교남동,17.36
20212,구로1동,44.1
20212,구로3동,54.42
20212,구로4동,7.12
20212,구로5동,2.47
20212,구산동,44.33
20212,구의1동,0.34
20212,구의2동,8.79
20212,구의3동,41.03
20212,군자동,40.45
20212,길동,43.91
20212,길음2동,37.5
20212,난곡동,38.62
20212,난향동,3.75
20212,남가좌2동,0.06
20212,남영동,30.98
20212,남현동,17.07
20212,내곡동,67.63
20212,노량진2동,0.46
20212,녹번동,72.75
20212,논현1동,5.29
20212,논현2동,15.1
20212,능동,12.14
20212,다산동,37.76
20212,대림1동,20.83
20212,대림3동,1.33
20212,대방동,31.13
20212,대조동,11.33
20212,대치1동,0.29
20212,대치2동,1.05
20212,대치4동,1.16
20212,대학동,43.82
20212,대흥동,17.7
20212,도곡1동,0.05
20212,도곡2동,0.02
20212,도림동,52.65
20212,도화동,23.49
20212,독산1동,0.25
20212,독산2동,7.33
20212,독산3동,34.67
20212,독산4동,35.0
20212,동선동,6.94
20212,동화동,1.28
20212,둔촌2동,20.72
20212,등촌1동,33.78
20212,등촌2동,47.3
20212,등촌3동,0.84
20212,마장동,36.78
20212,마천2동,50.0
20212,망우본동,32.61
20212,망원1동,30.43
20212,망원2동,15.68
20212,면목2동,22.71
20212,면목4동,12.5
20212,면목5동,34.78
20212,면목7동,0.0
20212,면목본동,0.0
20212,명동,21.8
20212,명일2동,0.01
20212,목1동,2.52
20212,목2동,49.77
20212,목3동,23.39
20212,목4동,37.3
20212,목5동,39.86
20212,무악동,49.66
20212,묵1동,10.2
20212,묵2동,16.33
20212,문래동,23.93
20212,문정2동,0.25
20212,미성동,4.69
20212,미아동,49.46
20212,반포1동,3.08
20212,반포4동,30.67
20212,방배2동,46.15
20212,방배3동,19.23
20212,방배4동,47.44
20212,방배본동,38.95
20212,방이1동,5.52
20212,방이2동,30.98
20212,방학1동,15.22
20212,방학2동,14.13
20212,방학3동,41.33
20212,방화1동,10.0
20212,방화2동,40.62
20212,번3동,34.78
20212,보광동,41.27
20212,보라매동,0.65
20212,보문동,35.86
20212,부암동,57.39
20212,북가좌2동,2.19
20212,북아현동,49.62
20212,사근동,34.64
20212,사당1동,38.46
20212,사당2동,38.46
20212,사당3동,38.46
20212,사당4동,45.45
20212,사당5동,45.45
20212,사직동,40.97
20212,삼각산동,0.39
20212,삼선동,25.25
20212,삼성1동,5.32
20212,삼성2동,13.3
20212,삼성동,40.43
20212,삼양동,2.7
20212,삼전동,8.88
20212,삼청동,40.3
20212,상계10동,0.01
20212,상계1동,26.32
20212,상계5동,37.5
20212,상도1동,38.6
20212,상도2동,40.0
20212,상도3동,73.33
20212,상도4동,9.07
20212,상암동,27.81
20212,상일동,11.7
20212,서강동,0.08
20212,서교동,51.28
20212,서림동,4.38
20212,서빙고동,4.1
20212,서원동,1.63
20212,서초1동,3.68
20212,서초2동,18.09
20212,서초3동,49.44
20212,서초4동,0.2
20212,석관동,38.92
20212,석촌동,38.51
20212,성내1동,0.11
20212,성내2동,0.15
20212,성내3동,0.13
20212,성북동,54.65
20212,성산1동,11.54
20212,성산2동,30.77
20212,성수2가1동,10.63
20212,성수2가3동,0.12
20212,성현동,0.1
20212,세곡동,44.79
20212,소공동,12.58
20212,송정동,14.97
20212,송중동,0.09
20212,송천동,17.2
20212,송파1동,0.06
20212,송파2동,4.39
20212,수궁동,37.72
20212,수색동,2.0
20212,수서동,10.02
20212,수유1동,0.33
20212,수유2동,21.15
20212,수유3동,13.46
20212,시흥1동,48.28
20212,시흥2동,9.09
20212,시흥3동,53.94
20212,시흥4동,18.86
20212,시흥5동,18.18
20212,신길1동,28.79
20212,신길3동,29.76
20212,신길4동,47.62
20212,신길5동,18.18
20212,신길6동,36.36
20212,신길7동,36.36
20212,신내2동,20.0
20212,신당5동,0.02
20212,신당동,26.69
20212,신대방1동,0.02
20212,신대방2동,1.67
20212,신도림동,24.7
20212,신림동,27.91
20212,신사동,42.03
20212,신수동,2.29
20212,신원동,28.06
20212,신월1동,1.26
20212,신월2동,1.44
20212,신월3동,10.67
20212,신월4동,38.46
20212,신월5동,6.87
20212,신월6동,18.49
20212,신월7동,40.73
20212,신정1동,6.61
20212,신정2동,15.21
20212,신정3동,39.44
20212,신정4동,9.26
20212,신정6동,4.63
20212,신정7동,6.25
20212,신촌동,19.73
20212,쌍문1동,8.2
20212,쌍문2동,32.79
20212,쌍문4동,0.41
20212,아현동,27.54
20212,안암동,39.08
20212,암사1동,0.17
20212,암사2동,0.24
20212,압구정동,22.67
20212,약수동,40.64
20212,양재1동,0.24
20212,양재2동,8.98
20212,여의동,22.43
20212,역삼1동,8.91
20212,역삼2동,10.69
20212,역촌동,0.65
20212,연남동,54.94
20212,연희동,39.67
20212,염리동,0.69
20212,염창동,27.19
20212,영등포동,4.1
20212,영등포본동,0.39
20212,오금동,41.29
20212,오류1동,0.27
20212,오류2동,0.97
20212,오륜동,4.5
20212,옥수동,55.78
20212,용강동,21.62
20212,용답동,15.6
20212,용문동,24.91
20212,용산2가동,0.02
20212,용신동,0.08
20212,우이동,44.81
20212,우장산동,0.04
20212,원효로1동,0.04
20212,위례동,39.49
20212,은천동,13.19
20212,을지로동,5.1
20212,응봉동,28.57
20212,응암1동,33.33
20212,응암2동,36.36
20212,응암3동,47.73
20212,이촌1동,3.99
20212,이촌2동,3.07
20212,이태원1동,39.23
20212,이태원2동,1.52
20212,이화동,34.8
20212,인수동,10.18
20212,인헌동,11.69
20212,일원1동,1.19
20212,일원본동,25.0
20212,자양1동,3.4
20212,자양2동,38.61
20212,자양3동,27.49
20212,자양4동,23.08
20212,잠실3동,46.67
20212,잠실6동,33.33
20212,잠실본동,31.52
20212,잠원동,24.91
20212,장안1동,0.25
20212,장안2동,0.7
20212,장위1동,35.71
20212,장위2동,71.43
20212,장지동,22.28
20212,장충동,45.58
20212,정릉1동,9.17
20212,정릉3동,32.1
20212,정릉4동,0.58
20212,제기동,39.41
20212,조원동,35.06
20212,종암동,33.55
20212,중계4동,1.45
20212,중계본동,37.32
20212,중곡1동,5.43
20212,중곡2동,5.43
20212,중곡3동,0.37
20212,중곡4동,0.25
20212,중림동,24.5
20212,중앙동,19.07
20212,중화2동,0.24
20212,증산동,20.32
20212,진관동,69.63
20212,창1동,0.35
20212,창2동,2.63
20212,창3동,44.44
20212,창5동,20.62
20212,천연동,23.08
20212,천호2동,27.78
20212,천호3동,25.93
20212,청구동,0.04
20212,청담동,45.49
20212,청량리동,0.04
20212,청룡동,34.45
20212,청림동,8.35
20212,청운효자동,0.71
20212,청파동,18.15
20212,충현동,0.3
20212,평창동,77.02
20212,풍납2동,0.84
20212,필동,34.92
20212,하계1동,0.23
20212,한강로동,4.36
20212,한남동,55.98
20212,합정동,3.02
20212,항동,17.45
20212,행운동,1.46
20212,혜화동,32.01
20212,홍은1동,0.05
20212,홍은2동,33.33
20212,홍제2동,4.55
20212,홍제3동,6.36
20212,화곡1동,31.21
20212,화곡2동,49.04
20212,화곡3동,42.31
20212,화곡4동,46.37
20212,화곡6동,9.4
20212,화곡8동,9.4
20212,화곡본동,2.13
20212,화양동,22.84
20212,황학동,27.05
20212,회기동,16.0
20212,회현동,17.5
20212,효창동,2.67
20212,후암동,56.82
20212,휘경2동,0.1
20212,흑석동,68.02
20213,가락2동,6.43
20213,가락본동,57.38
20213,가리봉동,3.9
20213,가산동,36.24
20213,가양2동,35.29
20213,가양3동,29.41
20213,가회동,23.41
20213,강일동,49.05
20213,개봉1동,1.85
20213,개봉2동,7.71
20213,개봉3동,26.94
20213,개포4동,54.36
20213,고척1동,25.0
20213,고척2동,0.13
20213,공덕동,25.05
20213,공릉2동,0.37
20213,공항동,29.9
20213,광장동,37.23
20213,광희동,2.61
20213,교남동,8.68
20213,구로1동,32.99
20213,구로2동,5.9
20213,구로3동,33.62
20213,구로4동,7.41
20213,구로5동,1.8
20213,구산동,39.72
20213,구의1동,0.24
20213,구의2동,6.59
20213,구의3동,24.73
20213,군자동,32.54
20213,금호4가동,0.03
20213,길동,42.46
20213,낙성대동,37.5
20213,난곡동,36.8
20213,난향동,2.37
20213,남가좌2동,0.08
20213,남영동,28.03
20213,남현동,15.22
20213,내곡동,59.02
20213,노량진2동,0.27
20213,녹번동,75.22
20213,논현1동,2.94
20213,논현2동,27.84
20213,능동,12.41
20213,다산동,41.16
20213,답십리1동,0.04
20213,당산2동,25.0
20213,대림1동,31.25
20213,대림2동,20.83
20213,대림3동,0.72
20213,대방동,32.89
20213,대조동,11.72
20213,대치2동,1.01
20213,대치4동,0.59
20213,대학동,38.92
20213,대흥동,22.87
20213,도곡1동,0.02
20213,도곡2동,0.04
20213,도림동,58.79
20213,도봉1동,0.3
20213,도화동,35.74
20213,독산1동,4.5
20213,독산2동,6.67
20213,독산3동,30.22
20213,독산4동,26.67
20213,동선동,7.03
20213,동화동,0.64
20213,둔촌2동,13.51
20213,등촌1동,33.11
20213,등촌2동,33.33
20213,등촌3동,0.53
20213,마장동,35.02
20213,망우3동,62.5
20213,망우본동,23.91
20213,망원2동,13.56
20213,면목2동,49.72
20213,면목4동,10.87
20213,면목5동,26.09
20213,면목7동,0.0
20213,면목본동,0.0
20213,명동,19.27
20213,명일2동,0.02
20213,목1동,1.83
20213,목2동,36.88
20213,목3동,20.41
20213,목4동,26.52
20213,목5동,24.16
20213,무악동,29.25
20213,묵1동,10.2
20213,묵2동,6.13
20213,문래동,20.41
20213,문정1동,0.01
20213,미성동,5.26
20213,미아동,52.74
20213,반포1동,3.18
20213,반포2동,1.45
20213,방배2동,40.38
20213,방배4동,34.62
20213,방배본동,35.47
20213,방이1동,4.07
20213,방이2동,36.96
20213,방학1동,11.96
20213,방학2동,10.87
20213,방학3동,18.0
20213,방화1동,10.0
20213,방화2동,50.0
20213,방화3동,33.33
20213,번1동,43.75
20213,번2동,10.87
20213,번3동,10.87
20213,보광동,34.67
20213,보라매동,0.54
20213,보문동,34.97
20213,부암동,51.25
20213,북가좌2동,0.58
20213,북아현동,48.47
20213,불광1동,0.88
20213,불광2동,1.31
20213,사근동,21.98
20213,사당1동,61.54
20213,사당3동,38.46
20213,사당5동,77.27
20213,사직동,31.31
20213,삼각산동,0.24
20213,삼선동,34.56
20213,삼성1동,9.04
20213,삼성2동,9.04
20213,삼성동,32.85
20213,삼양동,2.76
20213,삼전동,8.2
20213,삼청동,31.43
20213,상계1동,39.47
20213,상계2동,47.37
20213,상계5동,60.0
20213,상계8동,8.77
20213,상도1동,23.39
20213,상도3동,36.67
20213,상도4동,11.17
20213,상봉1동,3.09
20213,상봉2동,0.02
20213,상암동,24.24
20213,상일동,10.61
20213,서강동,0.08
20213,서교동,49.05
20213,서림동,3.38
20213,서빙고동,7.96
20213,서원동,1.71
20213,서초1동,2.57
20213,서초2동,28.4
20213,서초3동,41.59
20213,서초4동,0.91
20213,석관동,34.63
20213,석촌동,36.01
20213,성내1동,0.11
20213,성내2동,0.14
20213,성내3동,0.09
20213,성북동,50.06
20213,성산2동,36.06
20213,성수2가1동,21.01
20213,성수2가3동,0.07
20213,성현동,0.13
20213,세곡동,43.06
20213,소공동,11.6
20213,송정동,21.68
20213,송중동,0.06
20213,송천동,24.24
20213,송파1동,2.4
20213,송파2동,15.79
20213,수궁동,26.02
20213,수색동,1.39
20213,수서동,8.27
20213,수유2동,16.67
20213,수유3동,10.58
20213,숭인2동,17.24
20213,시흥1동,36.21
20213,시흥2동,9.09
20213,시흥3동,20.0
20213,시흥4동,12.63
20213,시흥5동,11.52
20213,신길1동,12.63
20213,신길3동,35.71
20213,신길4동,25.0
20213,신길5동,15.15
20213,신길6동,39.39
20213,신길7동,16.67
20213,신당5동,0.02
20213,신당동,26.14
20213,신대방1동,0.04
20213,신도림동,10.46
20213,신림동,24.4
20213,신사동,36.07
20213,신수동,1.93
20213,신원동,32.3
20213,신월1동,0.86
20213,신월2동,0.73
20213,신월3동,15.15
20213,신월4동,27.18
20213,신월5동,5.22
20213,신월6동,15.97
20213,신월7동,36.6
20213,신정1동,3.23
20213,신정2동,13.13
20213,신정3동,28.7
20213,신정4동,11.57
20213,신정6동,14.81
20213,신정7동,7.9
20213,신촌동,32.0
20213,쌍문1동,16.39
20213,쌍문2동,36.89
20213,쌍문3동,21.31
20213,쌍문4동,0.3
20213,아현동,23.6
20213,안암동,36.06
20213,암사1동,0.17
20213,암사3동,0.16
20213,압구정동,20.18
20213,약수동,35.93
20213,양재2동,16.48
20213,양평1동,52.63
20213,양평2동,60.53
20213,여의동,24.14
20213,역삼1동,9.33
20213,역삼2동,10.27
20213,역촌동,0.57
20213,연남동,39.77
20213,연희동,33.18
20213,염리동,0.6
20213,염창동,29.15
20213,영등포동,3.33
20213,오금동,36.29
20213,오류1동,0.37
20213,오류2동,0.63
20213,오륜동,5.51
20213,옥수동,48.65
20213,용강동,13.63
20213,용답동,14.43
20213,용문동,28.41
20213,용신동,0.15
20213,우이동,51.53
20213,원효로2동,41.67
20213,위례동,20.64
20213,은천동,18.09
20213,을지로동,1.36
20213,응봉동,24.18
20213,응암3동,22.73
20213,이문2동,38.46
20213,이촌1동,4.91
20213,이태원2동,0.99
20213,이화동,29.15
20213,인수동,8.87
20213,인헌동,7.58
20213,일원1동,1.19
20213,일원2동,20.83
20213,일원본동,91.67
20213,자양1동,7.48
20213,자양2동,29.12
20213,자양3동,18.64
20213,자양4동,17.95
20213,잠실3동,33.33
20213,잠실4동,33.33
20213,잠실본동,20.6
20213,잠원동,23.01
20213,장안1동,0.2
20213,장안2동,14.58
20213,장위1동,35.71
20213,장위2동,78.57
20213,장지동,21.05
20213,장충동,41.45
20213,정릉1동,20.0
20213,정릉2동,12.5
20213,정릉3동,13.37
20213,정릉4동,0.31
20213,제기동,34.84
20213,조원동,36.03
20213,종암동,31.37
20213,중계본동,41.59
20213,중곡1동,4.65
20213,중곡2동,3.88
20213,중곡3동,0.18
20213,중곡4동,0.25
20213,중림동,17.59
20213,중앙동,21.68
20213,증산동,16.33
20213,진관동,54.58
20213,창1동,0.35
20213,창2동,2.39
20213,창3동,28.47
20213,창5동,17.61
20213,천연동,23.08
20213,천호2동,22.22
20213,청구동,0.02
20213,청담동,40.01
20213,청량리동,0.02
20213,청룡동,39.67
20213,청림동,5.94
20213,청운효자동,0.84
20213,청파동,15.67
20213,평창동,75.0
20213,풍납2동,0.6
20213,필동,25.3
20213,한강로동,3.98
20213,한남동,45.95
20213,합정동,2.61
20213,항동,12.86
20213,행운동,1.25
20213,혜화동,29.33
20213,홍은1동,0.05
20213,홍은2동,36.67
20213,홍제2동,5.45
20213,홍제3동,4.55
20213,화곡1동,18.79
20213,화곡2동,19.23
20213,화곡3동,19.23
20213,화곡4동,32.48
20213,화곡6동,9.83
20213,화곡8동,4.27
20213,화곡본동,1.57
20213,화양동,25.64
20213,황학동,24.63
20213,회기동,16.22
20213,회현동,14.23
20213,효창동,2.59
20213,후암동,45.31
20213,휘경2동,0.13
20213,흑석동,69.29
20214,가락1동,4.29
20214,가락2동,6.9
20214,가락본동,77.86
20214,가리봉동,6.0
20214,가산동,46.12
20214,가양2동,35.29
20214,가양3동,35.29
20214,가회동,34.31
20214,강일동,44.49
20214,개봉1동,2.12
20214,개봉2동,12.4
20214,개봉3동,22.93
20214,개포4동,44.79
20214,거여2동,36.96
20214,고척1동,54.17
20214,고척2동,0.38
20214,공덕동,31.26
20214,공릉2동,0.29
20214,공항동,33.07
20214,광장동,40.58
20214,광희동,2.49
20214,교남동,12.33
20214,구로1동,33.8
20214,구로2동,3.47
20214,구로3동,68.38
20214,구로5동,2.37
20214,구산동,42.84
20214,구의1동,0.38
20214,구의2동,11.72
20214,구의3동,33.33
20214,군자동,36.1
20214,길동,44.18
20214,길음1동,37.5
20214,낙성대동,31.25
20214,난곡동,34.35
20214,난향동,2.06
20214,남가좌1동,0.06
20214,남가좌2동,0.08
20214,남영동,36.26
20214,남현동,17.23
20214,내곡동,54.3
20214,노량진2동,0.27
20214,녹번동,75.99
20214,논현1동,5.29
20214,논현2동,20.59
20214,능동,15.33
20214,다산동,43.84
20214,대림1동,27.08
20214,대림3동,0.8
20214,대방동,39.13
20214,대조동,11.63
20214,대치1동,0.49
20214,대치2동,0.84
20214,대치4동,0.66
20214,대학동,36.26
20214,대흥동,30.11
20214,도곡1동,0.05
20214,도곡2동,0.08
20214,도림동,55.61
20214,도봉1동,0.24
20214,도봉2동,0.1
20214,도화동,45.45
20214,독산1동,0.26
20214,독산2동,8.0
20214,독산3동,35.2
20214,독산4동,21.11
20214,돈암1동,11.67
20214,돈암2동,11.67
20214,동선동,8.59
20214,동화동,1.03
20214,둔촌2동,32.43
20214,등촌1동,27.57
20214,등촌2동,21.62
20214,등촌3동,0.55
20214,마장동,40.84
20214,망우본동,21.74
20214,망원1동,26.09
20214,망원2동,15.68
20214,면목2동,56.5
20214,면목4동,10.87
20214,면목5동,26.09
20214,면목7동,0.0
20214,면목본동,0.0
20214,명동,49.54
20214,목2동,44.55
20214,목3동,26.16
20214,목4동,26.22
20214,목5동,41.22
20214,무악동,82.65
20214,문래동,23.95
20214,문정2동,0.25
20214,미성동,5.1
20214,미아동,59.45
20214,반포1동,4.91
20214,반포4동,46.67
20214,방배1동,38.46
20214,방배2동,46.15
20214,방배3동,19.23
20214,방배4동,34.62
20214,방배본동,33.33
20214,방이1동,6.01
20214,방이2동,23.19
20214,방학1동,34.78
20214,방학2동,23.91
20214,방학3동,13.5
20214,방화1동,10.0
20214,방화3동,31.25
20214,번2동,17.39
20214,번3동,21.74
20214,보광동,36.31
20214,보라매동,0.78
20214,보문동,32.3
20214,부암동,51.66
20214,북가좌2동,0.55
20214,북아현동,52.15
20214,사근동,29.75
20214,사당1동,100.0
20214,사당2동,38.46
20214,사당3동,54.55
20214,사직동,32.33
20214,삼각산동,0.25
20214,삼선동,21.63
20214,삼성1동,5.32
20214,삼성2동,10.28
20214,삼성동,43.62
20214,삼양동,2.52
20214,삼전동,8.31
20214,삼청동,38.79
20214,상계2동,34.21
20214,상계5동,18.75
20214,상도1동,32.75
20214,상도3동,33.33
20214,상도4동,8.25
20214,상암동,29.88
20214,상일동,10.75
20214,서교동,50.06
20214,서림동,4.41
20214,서빙고동,3.27
20214,서원동,1.14
20214,서초1동,2.57
20214,서초2동,22.28
20214,서초3동,33.29
20214,석관동,41.56
20214,석촌동,37.73
20214,성내1동,0.22
20214,성내2동,0.11
20214,성내3동,0.11
20214,성북동,48.45
20214,성산1동,9.62
20214,성산2동,33.65
20214,성수2가1동,15.46
20214,성수2가3동,0.07
20214,성현동,0.09
20214,세곡동,42.27
20214,소공동,17.2
20214,송정동,27.25
20214,송중동,0.09
20214,송천동,26.34
20214,송파2동,9.21
20214,수궁동,19.01
20214,수색동,2.18
20214,수서동,8.88
20214,수유2동,10.26
20214,수유3동,12.5
20214,시흥1동,44.83
20214,시흥2동,9.09
20214,시흥3동,16.82
20214,시흥4동,6.4
20214,시흥5동,9.85
20214,신길1동,5.56
20214,신길3동,38.1
20214,신길5동,16.67
20214,신길6동,33.33
20214,신길7동,18.18
20214,신당5동,0.03
20214,신당동,29.05
20214,신대방1동,0.03
20214,신대방2동,0.89
20214,신도림동,25.65
20214,신림동,27.4
20214,신사1동,0.05
20214,신사2동,0.05
20214,신사동,47.48
20214,신수동,1.74
20214,신원동,40.77
20214,신월1동,0.97
20214,신월2동,0.5
20214,신월3동,11.31
20214,신월4동,36.67
20214,신월5동,6.36
20214,신월6동,21.87
20214,신월7동,30.09
20214,신정1동,6.3
20214,신정2동,12.14
20214,신정3동,36.11
20214,신정4동,18.29
20214,신정6동,5.09
20214,신정7동,7.99
20214,신촌동,33.22
20214,쌍문2동,23.77
20214,쌍문4동,0.28
20214,아현동,24.29
20214,안암동,39.02
