quarter,dong_code,dong_name,store_total,store_normal,store_franchise,industry_code,industry_name,survival_1y,survival_3y,survival_5y,survival_1y_num,survival_1y_den,survival_3y_num,survival_3y_den,survival_5y_num,survival_5y_den,surv2_1y,surv2_3y,surv2_5y,avg_oper_period,avg_oper_period_90,open_count,close_count,open_rate,close_rate,golmok_avg_sales,income_level,income_raw,household_count,floating_pop,building_pop,resident_pop_api,worker_pop
20194,11440610,염리동,43.0,30.0,13.0,CS100010,커피,83.3,28.6,33.3,10.0,12.0,2.0,7.0,1.0,3.0,87.5,75.0,62.5,3.2,3.4583333333333335,5.0,2.0,11.6,4.7,23943696.4375,8,"8분위:3,741,083~4,890,361원",6514.0,77646.85207958698,132257.50735533595,283.5177504337455,40.26708971640465
20201,11440610,염리동,40.0,30.0,10.0,CS100010,커피,78.6,33.3,33.3,11.0,14.0,2.0,6.0,1.0,3.0,87.5,75.0,62.5,3.325,3.5833333333333335,3.0,1.0,7.5,2.5,14031462.903225806,8,"8분위:3,741,083~4,890,361원",6514.0,76645.32267583717,131643.05723606763,283.5177504337455,40.26708971640465
20202,11440610,염리동,38.0,27.0,11.0,CS100010,커피,84.6,50.0,0.0,11.0,13.0,2.0,4.0,0.0,2.0,100.0,50.0,0.0,3.425,3.683333333333333,2.0,3.0,5.3,7.9,13361043.3125,8,"8분위:3,741,083~4,890,361원",6514.0,77944.6128632706,135637.68497510013,283.5177504337455,40.26708971640465
20203,11440610,염리동,44.0,30.0,14.0,CS100010,커피,83.3,33.3,50.0,10.0,12.0,2.0,6.0,2.0,4.0,87.5,75.0,62.5,3.2916666666666665,3.533333333333333,3.0,1.0,6.8,2.3,21521417.911764707,8,"8분위:3,741,083~4,890,361원",6514.0,77417.88514650022,130768.20638972636,283.5177504337455,40.26708971640465
20204,11440610,염리동,43.0,30.0,13.0,CS100010,커피,83.3,28.6,33.3,10.0,12.0,2.0,7.0,1.0,3.0,87.5,75.0,62.5,3.2,3.4583333333333335,5.0,2.0,11.6,4.7,23943696.4375,8,"8분위:3,741,083~4,890,361원",6514.0,77646.85207958698,132257.50735533595,283.5177504337455,40.26708971640465
20211,11440610,염리동,52.0,35.0,17.0,CS100010,커피,100.0,70.0,44.4,12.0,12.0,7.0,10.0,4.0,9.0,75.0,50.0,50.0,3.183333333333333,3.525,1.0,1.0,1.9,1.9,22670306.403846152,8,"8분위:3,741,083~4,890,361원",5677.0,72131.52231424168,124170.76897603898,246.7096830780224,41.54896270889252
20212,11440610,염리동,52.0,34.0,18.0,CS100010,커피,100.0,77.8,60.0,11.0,11.0,7.0,9.0,6.0,10.0,75.0,50.0,50.0,3.091666666666667,3.4583333333333335,7.0,1.0,13.5,1.9,26084808.46153846,8,"8분위:3,741,083~4,890,361원",5677.0,75036.02269612526,137938.9875564273,246.7096830780224,41.54896270889252
20213,11440610,염리동,46.0,31.0,15.0,CS100010,커피,100.0,57.1,57.1,10.0,10.0,4.0,7.0,4.0,7.0,75.0,50.0,50.0,3.3,3.6,1.0,0.0,2.2,0.0,20063545.217391305,8,"8분위:3,741,083~4,890,361원",5677.0,73962.36250256006,0.0,246.7096830780224,41.54896270889252
20214,11440610,염리동,54.0,38.0,16.0,CS100010,커피,91.7,41.7,28.6,11.0,12.0,5.0,12.0,2.0,7.0,57.1,42.9,42.9,3.0166666666666666,3.45,5.0,3.0,9.3,5.6,28233812.555555556,8,"8분위:3,741,083~4,890,361원",5677.0,71190.03746923522,94241.08398638284,246.7096830780224,41.52861551853557
20221,11440610,염리동,52.0,36.0,16.0,CS100010,커피,90.0,64.3,33.3,9.0,10.0,9.0,14.0,2.0,6.0,57.1,42.9,42.9,3.183333333333333,3.525,0.0,3.0,0.0,5.8,20859563.5,8,"8분위:3,741,083~4,890,361원",5677.0,68483.5966382862,88984.20199381006,246.7096830780224,41.52861551853557
20222,11440610,염리동,55.0,38.0,17.0,CS100010,커피,91.7,61.5,50.0,11.0,12.0,8.0,13.0,2.0,4.0,75.0,50.0,50.0,3.1,3.441666666666667,4.0,1.0,7.3,1.8,21990367.90909091,8,"8분위:3,741,083~4,890,361원",5677.0,68592.02681569838,116188.51130183533,246.7096830780224,41.52861551853557
20223,11440610,염리동,54.0,39.0,15.0,CS100010,커피,72.7,41.7,33.3,8.0,11.0,5.0,12.0,2.0,6.0,57.1,42.9,42.9,3.0083333333333333,3.433333333333333,3.0,3.0,5.6,5.6,27266519.722222224,8,"8분위:3,741,083~4,890,361원",5677.0,77194.98167613983,97055.87817343856,246.7096830780224,41.52861551853557
20224,11440610,염리동,54.0,38.0,16.0,CS100010,커피,91.7,41.7,28.6,11.0,12.0,5.0,12.0,2.0,7.0,57.1,42.9,42.9,3.0166666666666666,3.45,5.0,3.0,9.3,5.6,28233812.555555556,8,"8분위:3,741,083~4,890,361원",5677.0,71190.03746923522,94241.08398638284,246.7096830780224,41.52861551853557
20231,11440610,염리동,52.0,37.0,15.0,CS100010,커피,75.0,75.0,40.0,9.0,12.0,9.0,12.0,4.0,10.0,76.9,61.5,30.8,2.7666666666666666,3.3916666666666666,3.0,6.0,5.8,11.5,26641221.03846154,8,"8분위:3,741,083~4,890,361원",5677.0,104267.46782020184,140968.79890210996,208.4773123973128,40.69438071390061
20232,11440610,염리동,55.0,39.0,16.0,CS100010,커피,80.0,72.7,55.6,8.0,10.0,8.0,11.0,5.0,9.0,76.9,61.5,30.8,2.9833333333333334,3.3916666666666666,2.0,3.0,3.6,5.5,27491214.163636364,8,"8분위:3,741,083~4,890,361원",5677.0,107457.70379626808,145203.49665010726,208.4773123973128,40.69438071390061
20233,11440610,염리동,56.0,41.0,15.0,CS100010,커피,83.3,60.0,57.1,10.0,12.0,6.0,10.0,4.0,7.0,76.9,61.5,30.8,2.941666666666667,3.3583333333333334,2.0,4.0,3.6,7.1,20657475.14285714,8,"8분위:3,741,083~4,890,361원",5677.0,106378.14291749937,127244.86654864166,208.4773123973128,40.69438071390061
20234,11440610,염리동,56.0,41.0,15.0,CS100010,커피,69.2,41.7,16.7,9.0,13.0,5.0,12.0,2.0,12.0,90.0,50.0,20.0,2.816666666666667,3.4,4.0,2.0,7.1,3.6,37875916.85714286,8,"8분위:3,741,083~4,890,361원",7762.0,103970.45988256144,139388.58482406952,340.1846755778521,36.9301504978648
20241,11440610,염리동,54.0,40.0,14.0,CS100010,커피,68.8,40.0,28.6,11.0,16.0,4.0,10.0,4.0,14.0,90.0,50.0,20.0,2.816666666666667,3.4166666666666665,4.0,0.0,7.4,0.0,28766157.944444444,8,"8분위:3,741,083~4,890,361원",7762.0,108161.73692980892,144812.6350587545,340.1846755778521,36.9301504978648
20242,11440610,염리동,50.0,36.0,14.0,CS100010,커피,71.4,58.3,30.8,10.0,14.0,7.0,12.0,4.0,13.0,76.9,61.5,30.8,2.825,3.433333333333333,2.0,4.0,4.0,8.0,31552573.54,8,"8분위:3,741,083~4,890,361원",7762.0,106009.67564732536,144426.51029331682,340.1846755778521,36.9301504978648
20243,11440610,염리동,55.0,41.0,14.0,CS100010,커피,76.9,36.4,16.7,10.0,13.0,4.0,11.0,2.0,12.0,90.0,50.0,20.0,2.8833333333333333,3.45,2.0,3.0,3.6,5.5,28000167.963636365,8,"8분위:3,741,083~4,890,361원",7762.0,102171.15783929633,133967.38034742785,340.1846755778521,36.9301504978648
20244,11440610,염리동,56.0,41.0,15.0,CS100010,커피,69.2,41.7,16.7,9.0,13.0,5.0,12.0,2.0,12.0,90.0,50.0,20.0,2.816666666666667,3.4,4.0,2.0,7.1,3.6,37875916.85714286,8,"8분위:3,741,083~4,890,361원",7762.0,103970.45988256144,139388.58482406952,340.1846755778521,36.9301504978648
20191,11440630,신수동,73.0,67.0,6.0,CS100001,한식,91.7,52.6,21.4,11.0,12.0,10.0,19.0,3.0,14.0,80.0,70.0,30.0,2.875,4.383333333333334,2.0,3.0,2.7,4.1,25477048.789473683,8,"8분위:3,741,083~4,890,361원",9127.0,70263.61786800918,94616.3216356744,265.2781542891487,31.182653683804304
20192,11440630,신수동,74.0,67.0,7.0,CS100001,한식,81.3,36.4,10.5,13.0,16.0,8.0,22.0,2.0,19.0,80.0,70.0,30.0,3.0166666666666666,4.366666666666666,2.0,4.0,2.7,5.4,22337823.871794872,8,"8분위:3,741,083~4,890,361원",9127.0,73376.38115239958,98773.41875985712,265.2781542891487,31.182653683804304
20193,11440630,신수동,76.0,67.0,9.0,CS100001,한식,75.0,27.8,8.3,12.0,16.0,5.0,18.0,2.0,24.0,80.0,70.0,30.0,3.091666666666667,4.35,2.0,2.0,2.6,2.6,20527885.202531647,8,"8분위:3,741,083~4,890,361원",9079.0,76394.38075330798,103161.82854030453,265.49121904502675,31.182653683804304
20194,11440630,신수동,78.0,71.0,7.0,CS100001,한식,100.0,25.0,30.0,9.0,9.0,4.0,16.0,3.0,10.0,57.1,14.3,7.1,2.8,4.408333333333333,1.0,0.0,1.3,0.0,21099749.890243903,8,"8분위:3,741,083~4,890,361원",6650.0,72828.93006200225,97576.10700481453,197.51102869898392,31.182653683804304
20201,11440630,신수동,77.0,70.0,7.0,CS100001,한식,100.0,45.0,25.0,10.0,10.0,9.0,20.0,2.0,8.0,57.1,14.3,7.1,2.7666666666666666,4.391666666666667,4.0,1.0,5.2,1.3,18313125.703703705,8,"8분위:3,741,083~4,890,361원",6650.0,72717.18386415466,96703.387895187,197.51102869898392,31.182653683804304
20202,11440630,신수동,74.0,68.0,6.0,CS100001,한식,90.9,43.5,30.0,10.0,11.0,10.0,23.0,3.0,10.0,80.0,70.0,30.0,2.85,4.4,3.0,2.0,4.1,2.7,24151009.743589744,8,"8분위:3,741,083~4,890,361원",6650.0,73462.83531040236,98047.30628646177,197.51102869898392,31.182653683804304
20203,11440630,신수동,75.0,68.0,7.0,CS100001,한식,100.0,22.2,7.1,9.0,9.0,4.0,18.0,1.0,14.0,57.1,14.3,7.1,2.7916666666666665,4.425,5.0,6.0,6.7,8.0,22562942.15,8,"8분위:3,741,083~4,890,361원",6650.0,70665.8465274442,94998.57565344073,197.51102869898392,31.182653683804304
20204,11440630,신수동,78.0,71.0,7.0,CS100001,한식,100.0,25.0,30.0,9.0,9.0,4.0,16.0,3.0,10.0,57.1,14.3,7.1,2.8,4.408333333333333,1.0,0.0,1.3,0.0,21099749.890243903,8,"8분위:3,741,083~4,890,361원",6650.0,72828.93006200225,97576.10700481453,197.51102869898392,31.182653683804304
20211,11440630,신수동,78.0,70.0,8.0,CS100001,한식,81.8,91.7,36.8,9.0,11.0,11.0,12.0,7.0,19.0,60.9,43.5,26.1,2.8583333333333334,4.475,1.0,0.0,1.3,0.0,23970737.769230768,8,"8분위:3,741,083~4,890,361원",10213.0,67928.26521171324,93296.14924413276,290.09393173847843,29.540801741449656
20212,11440630,신수동,77.0,69.0,8.0,CS100001,한식,80.0,68.8,22.7,8.0,10.0,11.0,16.0,5.0,22.0,60.9,43.5,26.1,2.8,4.45,4.0,3.0,5.2,3.9,27318006.77922078,8,"8분위:3,741,083~4,890,361원",10213.0,71489.21647670366,96460.35716395023,290.09393173847843,29.540801741449656
20213,11440630,신수동,76.0,69.0,7.0,CS100001,한식,90.9,50.0,16.7,10.0,11.0,8.0,16.0,3.0,18.0,60.9,43.5,26.1,2.783333333333333,4.458333333333333,2.0,0.0,2.6,0.0,25860185.407894738,8,"8분위:3,741,083~4,890,361원",10213.0,72296.13030687676,0.0,290.09393173847843,29.540801741449656
20214,11440630,신수동,71.0,62.0,9.0,CS100001,한식,60.0,77.8,18.8,6.0,10.0,7.0,9.0,3.0,16.0,81.3,50.0,50.0,2.825,4.5,3.0,5.0,4.2,7.0,38248268.535211265,8,"8분위:3,741,083~4,890,361원",10213.0,69836.26010060149,89493.1684301017,290.09393173847843,30.029597357875847
20221,11440630,신수동,73.0,64.0,9.0,CS100001,한식,85.7,100.0,30.0,6.0,7.0,10.0,10.0,6.0,20.0,81.3,50.0,50.0,2.8666666666666667,4.5,2.0,5.0,2.7,6.8,26505259.93150685,8,"8분위:3,741,083~4,890,361원",10213.0,69712.18121335484,89326.05658449941,290.09393173847843,30.029597357875847
20222,11440630,신수동,76.0,68.0,8.0,CS100001,한식,88.9,90.9,30.4,8.0,9.0,10.0,11.0,7.0,23.0,60.9,43.5,26.1,2.841666666666667,4.491666666666666,1.0,3.0,1.3,3.9,35884786.7631579,8,"8분위:3,741,083~4,890,361원",10213.0,67929.5811999113,93496.38362750653,290.09393173847843,30.029597357875847
20223,11440630,신수동,72.0,63.0,9.0,CS100001,한식,50.0,66.7,22.2,4.0,8.0,6.0,9.0,4.0,18.0,81.3,50.0,50.0,2.908333333333333,4.516666666666667,2.0,1.0,2.8,1.4,36140238.333333336,8,"8분위:3,741,083~4,890,361원",10213.0,66986.16806054596,85972.88087024807,290.09393173847843,30.029597357875847
20224,11440630,신수동,71.0,62.0,9.0,CS100001,한식,60.0,77.8,18.8,6.0,10.0,7.0,9.0,3.0,16.0,81.3,50.0,50.0,2.825,4.5,3.0,5.0,4.2,7.0,38248268.535211265,8,"8분위:3,741,083~4,890,361원",10213.0,69836.26010060149,89493.1684301017,290.09393173847843,30.029597357875847
20231,11440630,신수동,81.0,73.0,8.0,CS100001,한식,87.5,45.5,75.0,7.0,8.0,5.0,11.0,9.0,12.0,90.9,90.9,72.7,2.808333333333333,4.466666666666667,4.0,3.0,4.9,3.7,32254886.086419754,8,"8분위:3,741,083~4,890,361원",10213.0,63980.13768562954,93793.32379230572,268.687190383198,31.55865031182445
20232,11440630,신수동,80.0,72.0,8.0,CS100001,한식,85.7,40.0,62.5,6.0,7.0,4.0,10.0,10.0,16.0,90.9,90.9,72.7,2.85,4.466666666666667,3.0,5.0,3.8,6.3,33295121.25,8,"8분위:3,741,083~4,890,361원",10213.0,64445.884708758094,93379.37406465321,268.687190383198,31.55865031182445
20233,11440630,신수동,82.0,73.0,9.0,CS100001,한식,62.5,54.5,50.0,5.0,8.0,6.0,11.0,8.0,16.0,90.9,90.9,72.7,2.808333333333333,4.466666666666667,4.0,1.0,4.9,1.2,32398055.86585366,8,"8분위:3,741,083~4,890,361원",10213.0,64208.56817037271,81717.44586651851,268.687190383198,31.55865031182445
20234,11440630,신수동,79.0,71.0,8.0,CS100001,한식,44.4,30.0,55.6,8.0,18.0,3.0,10.0,5.0,9.0,88.9,55.6,33.3,2.85,4.475,3.0,7.0,3.8,8.9,32374197.455696203,8,"8분위:3,741,083~4,890,361원",9989.0,63044.19434594085,91594.11362440203,276.30738871107303,27.19708942679073
20241,11440630,신수동,83.0,75.0,8.0,CS100001,한식,66.7,28.6,80.0,12.0,18.0,2.0,7.0,8.0,10.0,88.9,55.6,33.3,2.825,4.466666666666667,5.0,3.0,6.0,3.6,29801473.710843373,8,"8분위:3,741,083~4,890,361원",9989.0,64672.9616056404,94288.46986644696,276.30738871107303,27.19708942679073
20242,11440630,신수동,81.0,73.0,8.0,CS100001,한식,68.8,44.4,72.7,11.0,16.0,4.0,9.0,8.0,11.0,90.9,90.9,72.7,2.8583333333333334,4.475,2.0,2.0,2.5,2.5,34696600.56790123,8,"8분위:3,741,083~4,890,361원",9989.0,64414.13806013226,94696.68150955925,276.30738871107303,27.19708942679073
20243,11440630,신수동,81.0,73.0,8.0,CS100001,한식,60.0,12.5,55.6,12.0,20.0,1.0,8.0,5.0,9.0,88.9,55.6,33.3,2.7,4.458333333333333,6.0,4.0,7.4,4.9,28599106.407407407,8,"8분위:3,741,083~4,890,361원",9989.0,61623.52868662952,89913.37811609289,276.30738871107303,27.19708942679073
20244,11440630,신수동,79.0,71.0,8.0,CS100001,한식,44.4,30.0,55.6,8.0,18.0,3.0,10.0,5.0,9.0,88.9,55.6,33.3,2.85,4.475,3.0,7.0,3.8,8.9,32374197.455696203,8,"8분위:3,741,083~4,890,361원",9989.0,63044.19434594085,91594.11362440203,276.30738871107303,27.19708942679073
20191,11440630,신수동,9.0,9.0,0.0,CS100002,중식,100.0,100.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,100.0,50.0,50.0,3.441666666666667,5.525,0.0,1.0,0.0,11.1,34244692.85714286,8,"8분위:3,741,083~4,890,361원",9127.0,70263.61786800918,94616.3216356744,265.2781542891487,31.182653683804304
20192,11440630,신수동,10.0,10.0,0.0,CS100002,중식,100.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,50.0,50.0,3.3833333333333333,5.466666666666667,1.0,0.0,10.0,0.0,34218074.28571428,8,"8분위:3,741,083~4,890,361원",9127.0,73376.38115239958,98773.41875985712,265.2781542891487,31.182653683804304
20193,11440630,신수동,9.0,9.0,0.0,CS100002,중식,100.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,50.0,50.0,3.966666666666667,5.566666666666666,0.0,1.0,0.0,11.1,42404672.5,8,"8분위:3,741,083~4,890,361원",9079.0,76394.38075330798,103161.82854030453,265.49121904502675,31.182653683804304
20194,11440630,신수동,9.0,9.0,0.0,CS100002,중식,100.0,0.0,50.0,2.0,2.0,0.0,1.0,1.0,2.0,,,,3.1333333333333333,5.5,0.0,0.0,0.0,0.0,38433909.571428575,8,"8분위:3,741,083~4,890,361원",6650.0,72828.93006200225,97576.10700481453,197.51102869898392,31.182653683804304
20201,11440630,신수동,9.0,9.0,0.0,CS100002,중식,100.0,0.0,50.0,1.0,1.0,0.0,2.0,1.0,2.0,,,,3.0833333333333335,5.441666666666666,1.0,0.0,11.1,0.0,39464410.85714286,8,"8분위:3,741,083~4,890,361원",6650.0,72717.18386415466,96703.387895187,197.51102869898392,31.182653683804304
20202,11440630,신수동,8.0,8.0,0.0,CS100002,중식,100.0,0.0,50.0,1.0,1.0,0.0,2.0,1.0,2.0,100.0,50.0,50.0,3.45,5.475,1.0,2.0,12.5,25.0,43723665.666666664,8,"8분위:3,741,083~4,890,361원",6650.0,73462.83531040236,98047.30628646177,197.51102869898392,31.182653683804304
20203,11440630,신수동,9.0,9.0,0.0,CS100002,중식,100.0,100.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,3.191666666666667,5.558333333333334,0.0,0.0,0.0,0.0,35288061.71428572,8,"8분위:3,741,083~4,890,361원",6650.0,70665.8465274442,94998.57565344073,197.51102869898392,31.182653683804304
20204,11440630,신수동,9.0,9.0,0.0,CS100002,중식,100.0,0.0,50.0,2.0,2.0,0.0,1.0,1.0,2.0,,,,3.1333333333333333,5.5,0.0,0.0,0.0,0.0,38433909.571428575,8,"8분위:3,741,083~4,890,361원",6650.0,72828.93006200225,97576.10700481453,197.51102869898392,31.182653683804304
20211,11440630,신수동,8.0,8.0,0.0,CS100002,중식,100.0,100.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,3.15,5.583333333333333,0.0,1.0,0.0,12.5,33064946.625,8,"8분위:3,741,083~4,890,361원",10213.0,67928.26521171324,93296.14924413276,290.09393173847843,29.540801741449656
20212,11440630,신수동,9.0,9.0,0.0,CS100002,중식,100.0,100.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,3.3666666666666667,5.533333333333333,0.0,0.0,0.0,0.0,33771150.11111111,8,"8분위:3,741,083~4,890,361원",10213.0,71489.21647670366,96460.35716395023,290.09393173847843,29.540801741449656
20213,11440630,신수동,9.0,9.0,0.0,CS100002,중식,66.7,100.0,,2.0,3.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,3.308333333333333,5.475,1.0,1.0,11.1,11.1,36220337.88888889,8,"8분위:3,741,083~4,890,361원",10213.0,72296.13030687676,0.0,290.09393173847843,29.540801741449656
20214,11440630,신수동,8.0,8.0,0.0,CS100002,중식,0.0,50.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,100.0,100.0,100.0,3.3333333333333335,5.741666666666666,0.0,0.0,0.0,0.0,32682297.625,8,"8분위:3,741,083~4,890,361원",10213.0,69836.26010060149,89493.1684301017,290.09393173847843,30.029597357875847
20221,11440630,신수동,8.0,8.0,0.0,CS100002,중식,0.0,100.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,100.0,100.0,100.0,3.275,5.691666666666666,0.0,0.0,0.0,0.0,32291759.125,8,"8분위:3,741,083~4,890,361원",10213.0,69712.18121335484,89326.05658449941,290.09393173847843,30.029597357875847
20222,11440630,신수동,8.0,8.0,0.0,CS100002,중식,100.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,3.2083333333333335,5.633333333333334,0.0,0.0,0.0,0.0,32609983.75,8,"8분위:3,741,083~4,890,361원",10213.0,67929.5811999113,93496.38362750653,290.09393173847843,30.029597357875847
20223,11440630,신수동,7.0,7.0,0.0,CS100002,중식,0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,3.4,5.8,0.0,1.0,0.0,14.3,37745766.428571425,8,"8분위:3,741,083~4,890,361원",10213.0,66986.16806054596,85972.88087024807,290.09393173847843,30.029597357875847
20224,11440630,신수동,8.0,8.0,0.0,CS100002,중식,0.0,50.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,100.0,100.0,100.0,3.3333333333333335,5.741666666666666,0.0,0.0,0.0,0.0,32682297.625,8,"8분위:3,741,083~4,890,361원",10213.0,69836.26010060149,89493.1684301017,290.09393173847843,30.029597357875847
20231,11440630,신수동,7.0,7.0,0.0,CS100002,중식,,0.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,100.0,100.0,100.0,3.4916666666666667,5.858333333333333,0.0,0.0,0.0,0.0,33749958.71428572,8,"8분위:3,741,083~4,890,361원",10213.0,63980.13768562954,93793.32379230572,268.687190383198,31.55865031182445
20232,11440630,신수동,7.0,7.0,0.0,CS100002,중식,,0.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,100.0,100.0,100.0,3.433333333333333,5.808333333333334,1.0,1.0,14.3,14.3,35640237.85714286,8,"8분위:3,741,083~4,890,361원",10213.0,64445.884708758094,93379.37406465321,268.687190383198,31.55865031182445
20233,11440630,신수동,7.0,7.0,0.0,CS100002,중식,,33.3,100.0,0.0,0.0,1.0,3.0,1.0,1.0,100.0,100.0,100.0,3.533333333333333,5.908333333333333,0.0,0.0,0.0,0.0,33164143.57142857,8,"8분위:3,741,083~4,890,361원",10213.0,64208.56817037271,81717.44586651851,268.687190383198,31.55865031182445
20234,11440630,신수동,7.0,7.0,0.0,CS100002,중식,100.0,0.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,100.0,0.0,0.0,3.7333333333333334,6.016666666666667,0.0,0.0,0.0,0.0,33231290.0,8,"8분위:3,741,083~4,890,361원",9989.0,63044.19434594085,91594.11362440203,276.30738871107303,27.19708942679073
20241,11440630,신수동,7.0,7.0,0.0,CS100002,중식,,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,3.6666666666666665,5.966666666666667,0.0,0.0,0.0,0.0,33113601.714285713,8,"8분위:3,741,083~4,890,361원",9989.0,64672.9616056404,94288.46986644696,276.30738871107303,27.19708942679073
20242,11440630,신수동,7.0,7.0,0.0,CS100002,중식,,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,100.0,100.0,3.6,5.908333333333333,0.0,0.0,0.0,0.0,33624354.14285714,8,"8분위:3,741,083~4,890,361원",9989.0,64414.13806013226,94696.68150955925,276.30738871107303,27.19708942679073
20243,11440630,신수동,7.0,7.0,0.0,CS100002,중식,100.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,3.8,6.066666666666666,0.0,0.0,0.0,0.0,37163128.14285714,8,"8분위:3,741,083~4,890,361원",9989.0,61623.52868662952,89913.37811609289,276.30738871107303,27.19708942679073
20244,11440630,신수동,7.0,7.0,0.0,CS100002,중식,100.0,0.0,50.0,1.0,1.0,0.0,1.0,1.0,2.0,100.0,0.0,0.0,3.7333333333333334,6.016666666666667,0.0,0.0,0.0,0.0,33231290.0,8,"8분위:3,741,083~4,890,361원",9989.0,63044.19434594085,91594.11362440203,276.30738871107303,27.19708942679073
20191,11440630,신수동,3.0,3.0,0.0,CS100003,일식,,100.0,,0.0,0.0,1.0,1.0,0.0,0.0,,,,3.5083333333333333,4.966666666666667,0.0,0.0,0.0,0.0,,8,"8분위:3,741,083~4,890,361원",9127.0,70263.61786800918,94616.3216356744,265.2781542891487,31.182653683804304
20192,11440630,신수동,3.0,3.0,0.0,CS100003,일식,,,100.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,3.425,4.966666666666667,0.0,0.0,0.0,0.0,,8,"8분위:3,741,083~4,890,361원",9127.0,73376.38115239958,98773.41875985712,265.2781542891487,31.182653683804304
20193,11440630,신수동,3.0,3.0,0.0,CS100003,일식,,,50.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,3.425,4.966666666666667,0.0,0.0,0.0,0.0,,8,"8분위:3,741,083~4,890,361원",9079.0,76394.38075330798,103161.82854030453,265.49121904502675,31.182653683804304
20194,11440630,신수동,1.0,1.0,0.0,CS100003,일식,,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,100.0,0.0,4.65,4.966666666666667,0.0,0.0,0.0,0.0,,8,"8분위:3,741,083~4,890,361원",6650.0,72828.93006200225,97576.10700481453,197.51102869898392,31.182653683804304
20201,11440630,신수동,1.0,1.0,0.0,CS100003,일식,,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,100.0,0.0,3.9583333333333335,4.966666666666667,0.0,1.0,0.0,100.0,,8,"8분위:3,741,083~4,890,361원",6650.0,72717.18386415466,96703.387895187,197.51102869898392,31.182653683804304
20202,11440630,신수동,2.0,2.0,0.0,CS100003,일식,,100.0,,0.0,0.0,1.0,1.0,0.0,0.0,,,,3.5083333333333333,4.966666666666667,0.0,1.0,0.0,50.0,,8,"8분위:3,741,083~4,890,361원",6650.0,73462.83531040236,98047.30628646177,197.51102869898392,31.182653683804304
20203,11440630,신수동,3.0,2.0,1.0,CS100003,일식,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,3.725,4.675,2.0,0.0,66.7,0.0,,8,"8분위:3,741,083~4,890,361원",6650.0,70665.8465274442,94998.57565344073,197.51102869898392,31.182653683804304
20204,11440630,신수동,1.0,1.0,0.0,CS100003,일식,,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100.0,100.0,0.0,4.65,4.966666666666667,0.0,0.0,0.0,0.0,,8,"8분위:3,741,083~4,890,361원",6650.0,72828.93006200225,97576.10700481453,197.51102869898392,31.182653683804304
20211,11440630,신수동,6.0,5.0,1.0,CS100003,일식,100.0,,100.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,100.0,100.0,2.875,4.25,1.0,0.0,16.7,0.0,,8,"8분위:3,741,083~4,890,361원",10213.0,67928.26521171324,93296.14924413276,290.09393173847843,29.540801741449656
20212,11440630,신수동,5.0,4.0,1.0,CS100003,일식,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,3.05,4.366666666666666,0.0,0.0,0.0,0.0,,8,"8분위:3,741,083~4,890,361원",10213.0,71489.21647670366,96460.35716395023,290.09393173847843,29.540801741449656
20213,11440630,신수동,5.0,4.0,1.0,CS100003,일식,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,2.966666666666667,4.333333333333333,2.0,0.0,40.0,0.0,,8,"8분위:3,741,083~4,890,361원",10213.0,72296.13030687676,0.0,290.09393173847843,29.540801741449656
20214,11440630,신수동,7.0,6.0,1.0,CS100003,일식,100.0,,100.0,4.0,4.0,0.0,0.0,1.0,1.0,,,,2.8,4.125,0.0,1.0,0.0,14.3,5281775.428571428,8,"8분위:3,741,083~4,890,361원",10213.0,69836.26010060149,89493.1684301017,290.09393173847843,30.029597357875847
