quarter,dong_code,industry_code,dong_name,industry_name,monthly_sales,monthly_count,weekday_sales,weekend_sales,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,time_00_06_sales,time_06_11_sales,time_11_14_sales,time_14_17_sales,time_17_21_sales,time_21_24_sales,male_sales,female_sales,age_10_sales,age_20_sales,age_30_sales,age_40_sales,age_50_sales,age_60_above_sales,weekday_count,weekend_count,mon_count,tue_count,wed_count,thu_count,fri_count,sat_count,sun_count,time_00_06_count,time_06_11_count,time_11_14_count,time_14_17_count,time_17_21_count,time_21_24_count,male_count,female_count,age_10_count,age_20_count,age_30_count,age_40_count,age_50_count,age_60_above_count
20214,11440700,CS100007,망원2동,치킨전문점,305308088,12216,199247035,106061053,38974234,32560017,38285166,38004145,51423473,62716738,43344315,7681019,0,10192983,24458060,162253488,100722538,168059351,114850897,1799037,39484126,52504271,79674035,80944747,28504032,7962,4254,1484,1303,1526,1535,2114,2425,1829,310,0,433,1020,6698,3755,6722,4840,87,1749,2402,3174,2945,1209
20214,11440700,CS100008,망원2동,분식전문점,197970460,25008,156069633,41900827,29180786,32937267,30455954,30428405,33067221,27907751,13993076,3724587,5228843,46290909,45065722,79458594,18201805,87411613,105368910,428894,32083411,51524488,71814103,23111491,13818137,20615,4393,3565,3886,4400,4211,4553,3035,1358,102,822,6819,6533,9396,1336,9947,14768,72,4159,6419,9362,2839,1865
20214,11440700,CS100009,망원2동,호프-간이주점,582689532,28383,382432754,200256778,75620823,67447513,66111796,80123691,93128931,116509173,83747605,66907279,7644676,34251729,50137817,195340550,228407481,329978872,243076958,4273609,163473877,146251378,121883640,103460710,33712618,18695,9688,3920,3181,3371,3786,4437,5585,4103,1595,1650,4827,5303,8870,6138,12801,15090,393,9524,7581,5590,3741,1063
20214,11440700,CS100010,망원2동,커피-음료,651956472,84874,432674686,219281786,105316822,67526259,61033512,91825378,106972715,118912558,100369228,1193953,49172247,178057489,237075799,164351659,22105325,261656491,368582397,5962178,218154763,189812384,120732663,73984680,21592222,57895,26979,11626,10157,9869,12228,14015,14722,12257,16,8714,25965,27762,19778,2639,35141,48457,809,26988,23924,17804,11038,3032
20214,11440710,CS100003,연남동,일식음식점,3054708481,88991,1856953747,1197754734,309719676,272425219,335558335,391512729,547737788,664426621,533328113,65603939,1429664,621303941,479588908,1361873723,524908306,1298394158,1612395004,92103440,1668722585,682805915,223717339,187204989,56234901,55320,33671,9916,9040,9300,11629,15435,18206,15465,996,37,26581,17285,36018,8074,38382,48261,3886,49174,18431,7315,6069,1775
20214,11440710,CS100002,연남동,중식음식점,1691265650,39721,1022859374,668406276,185114943,173131973,177012604,194109337,293490517,368640610,299765666,16488335,2628036,313202580,215999064,754738831,388208804,831239590,695434950,19783503,627700097,414398180,208639183,173675636,82477937,25559,14162,4609,4584,4482,5404,6480,7832,6330,216,113,11960,6462,15898,5072,20931,15053,708,12268,8535,6391,5029,3057
20214,11440710,CS100001,연남동,한식음식점,11106379318,257877,6814365918,4292013400,1170646015,1202363703,1337246531,1359101697,1745007972,2334655897,1957357503,270801016,66957528,1974260676,1638489420,5422009384,1733861294,5578110424,4597558605,110014950,3583178475,2447750928,1449674468,1493765611,1091284599,169453,88424,30880,31436,32626,33987,40524,48559,39865,5544,3151,69155,43033,107516,29478,128967,111162,3947,88355,58447,33295,32392,23698
20214,11440710,CS100007,연남동,치킨전문점,213298030,9478,142772651,70525379,24317301,25669539,26393733,24375884,42016194,34978779,35546600,18443085,0,7733711,11321038,104926034,70874162,114731702,79039387,2932011,46234585,44925507,43560071,39478712,16640202,6313,3165,1146,1020,1156,1066,1925,1669,1496,685,0,339,479,4994,2981,5366,3592,138,2154,2148,2042,1697,778
20214,11440710,CS100006,연남동,패스트푸드점,85929965,4084,58528783,27401182,9719380,10542452,10177241,11924426,16165284,16203575,11197607,1558626,270114,23940740,12680238,33400271,14079976,37607843,41570849,1702204,34503603,22404877,10428701,7764491,2374816,3096,988,615,557,597,553,774,581,407,43,10,1587,622,1487,335,1708,2131,100,1509,1166,527,432,106
20214,11440710,CS100005,연남동,제과점,424127783,43187,265177600,158950183,37373955,45756501,53421769,52166821,76458554,89786968,69163215,0,32639756,103722472,131315532,131969539,24480484,139157420,268172946,7647277,151718515,106686844,60686763,56895025,23695939,28153,15034,4166,4776,5949,5802,7460,8312,6722,0,4029,10305,12258,13738,2857,14409,27621,823,15337,11154,6380,5545,2790
20214,11440710,CS100004,연남동,양식음식점,5472516707,121463,3077877024,2394639683,556357782,479628040,548685490,587635154,905570558,1320723641,1073916042,66953309,39801538,1034077109,1208266827,2501949823,621468101,1926178452,3370615121,196556876,2887698914,1302272036,437811273,375638601,96815868,68929,52534,12101,10727,13197,13576,19328,28345,24189,931,360,29463,30059,52169,8481,39883,79034,6230,67500,25833,9077,8661,1613
20214,11440710,CS100009,연남동,호프-간이주점,4810092261,96202,2710171990,2099920271,420362629,374999413,505293222,566782984,842733742,1261046434,838873837,487078740,4751747,146515068,186437442,1784344440,2200964824,2083810986,2578454086,65748417,2620873230,1388092427,335087004,205835130,46628859,55525,40677,8245,8478,10479,11515,16808,24286,16391,8178,393,7347,7191,36116,36977,41114,53897,1648,54275,25972,6844,5014,1256
20214,11440710,CS100008,연남동,분식전문점,568142058,54831,473955241,94186817,88039354,98773190,99574500,89717762,97850435,68547101,25639716,65959,39878020,273864206,97661964,145737741,10934168,268847627,202765289,8520219,138731834,131181697,84952699,79852186,28374283,45903,8928,8609,9262,9899,8714,9419,6678,2250,4,3494,24113,10611,15533,1076,26075,22781,928,15633,13705,9175,6397,3011
20214,11440710,CS100010,연남동,커피-음료,5096636273,499179,3086185513,2010450760,567193330,480703689,638798874,601296673,798192947,1082755184,927695576,13843597,243099748,1149797202,1915518696,1576185367,198191663,1525160883,3319980336,190094289,2501030450,1228747302,515607716,331349717,78311743,341237,157942,63502,61296,69124,68884,78431,85212,72730,510,68287,125736,169267,125140,10239,184406,304990,16276,217086,147865,68346,32518,7308
20214,11440720,CS100007,성산1동,치킨전문점,197168828,7869,125385535,71783293,21814796,19480625,21570706,24849444,37669964,35097864,36685429,17792579,0,1772864,6815969,102887895,67899521,116475634,66160427,1949292,29398953,41402060,43429676,55211204,11244874,5133,2736,914,784,795,1061,1579,1378,1358,630,0,86,335,4206,2612,4455,3058,104,1525,1574,1833,1983,491
20214,11440720,CS100006,성산1동,패스트푸드점,273862927,11756,204134327,69728600,22741361,42109873,38970990,31285707,69026396,39378766,30349834,11347406,7715082,67524999,49008250,106606428,31660762,103997685,80582431,4186148,33891880,29815341,49075111,50264106,17347530,8613,3143,1493,1561,1749,1406,2404,1929,1214,430,769,2752,1901,4560,1344,5274,5000,348,2120,1718,2917,2357,817
20214,11440720,CS100005,성산1동,제과점,141206873,12833,102962233,38244640,19248613,18863937,17734278,20878929,26236476,21871348,16373292,0,37100170,27470718,27811471,39776900,9047614,49394584,63859647,560230,24146731,23788710,28029128,24354152,12375279,9201,3632,1814,1804,1752,1803,2028,1972,1660,0,3092,2780,2484,3723,754,4849,6929,66,2807,2600,2685,2157,1465
20214,11440720,CS100004,성산1동,양식음식점,67733745,5017,64056426,3677319,9919548,13213557,13878562,12658202,14386557,2076346,1600973,0,0,32911735,7712470,26874103,235437,23586173,32446106,1117530,15408295,12881277,18102780,5344230,3178164,4731,286,817,953,1089,913,959,168,118,0,0,2457,635,1913,12,1664,2775,101,1258,1052,1390,397,244
20214,11440720,CS100003,성산1동,일식음식점,213415809,7815,138704409,74711400,16425912,26172254,30484218,27524490,38097535,41523603,33187797,11749350,0,61452667,15892636,83895390,40425766,108194541,85698003,2853747,81272561,48462458,29871335,28081940,3350507,5584,2231,760,1090,1250,1028,1456,1223,1008,205,0,3469,622,2750,769,3943,3350,205,2815,1891,1150,1084,145
20214,11440720,CS100002,성산1동,중식음식점,409125141,19162,320048586,89076555,62303769,50472773,64459075,67706417,75106552,48450505,40626050,0,2322923,223614665,53639532,123627218,5920803,171685964,99279667,1779569,36794298,57909456,65847747,72895709,35738853,15185,3977,2960,2692,3028,3309,3196,2035,1942,0,122,10547,3191,5159,143,9868,5204,140,2261,2988,3360,4126,2203
20214,11440720,CS100001,성산1동,한식음식점,5379919935,170685,3844043402,1535876533,713136405,733623274,711474286,763150809,922658628,906936851,628939682,85116247,85733601,1504542860,621797287,2337379488,745350452,2710512826,1721342608,19646323,831197216,930247629,1021869402,986031206,642863658,131901,38784,25239,25890,25836,26289,28647,22239,16545,2166,3591,71531,23282,56973,13142,86620,59525,856,25816,30157,34271,33993,21056
20214,11440720,CS100010,성산1동,커피-음료,512072687,60610,381031928,131040759,40489702,85238372,79091115,79123138,97089601,88128242,42912517,0,54941941,215940664,163268370,70860025,7061687,144274030,297513670,3139598,152623315,142347550,94814484,37686894,11175865,45549,15061,5491,9446,9716,9785,11111,9105,5956,0,9949,24202,17384,8206,869,21049,34115,445,16395,19287,12832,4973,1231
20214,11440720,CS100009,성산1동,호프-간이주점,734130580,9833,613229317,120901263,68828389,127523283,144002073,155581413,117294159,94168338,26732925,106692310,0,1628414,9324299,205278525,411207032,434732089,166037448,938751,81734759,116720222,292161645,92636240,16577921,7658,2175,1160,1371,1696,1676,1755,1563,612,1001,0,188,321,3270,5053,4931,3835,38,1978,2491,2320,1624,316
20214,11440720,CS100008,성산1동,분식전문점,91002062,10281,81129775,9872287,14055207,18781739,16116307,17617259,14559263,9510074,362213,0,7526758,50995654,13900338,17623801,955511,45207433,30731731,1754245,17250305,21922315,16791289,11722062,6498949,9227,1054,1614,1944,1851,2087,1731,1013,41,0,897,5248,1679,2331,126,5066,4030,222,2281,2545,2071,1248,728
20214,11440730,CS100008,성산2동,분식전문점,632745890,72350,459909622,172836268,65499000,90738155,95096815,96555463,112020189,99433096,73403172,1376077,60975121,219202380,132586885,206194297,12411130,274350498,308952862,9753495,103789430,123277816,155464787,124278287,66739538,53282,19068,8249,10550,11337,11015,12131,11069,7999,181,6871,24915,13916,24844,1623,31393,38561,1289,13734,15372,17394,14708,7459
20214,11440730,CS100006,성산2동,패스트푸드점,246466148,25235,153090830,93375318,20112175,31214296,33485136,33743206,34536017,45677791,47697527,0,9144516,70402280,57605648,105937803,3375901,131333218,111164534,5906442,43999825,62113505,72628730,42375434,15473816,15876,9359,2381,2938,3619,3420,3518,4550,4809,0,1059,7075,6295,10569,237,13589,11491,781,5191,6543,7091,3819,1654
20214,11440730,CS100007,성산2동,치킨전문점,792444305,33817,538330211,254114094,69926534,86135755,101168814,106437120,174661988,153664132,100449962,17675352,0,18918591,60028659,425866885,269954818,456849133,295885189,5513381,108453465,141400129,189411676,214458920,93496749,23047,10770,3172,3640,4262,4382,7591,6211,4559,675,0,942,2395,18601,11204,19608,12949,285,5296,6884,8425,8075,3591
20214,11440730,CS100005,성산2동,제과점,599041693,63407,443038717,156002976,79281145,81460091,82139672,84957238,115200571,90354453,65648523,155078,103524011,127300586,148016911,171083857,48961250,213622905,322509276,4833764,79730904,115612430,151103363,120066605,64785115,46574,16833,9114,9113,8252,9092,11003,9067,7766,33,12353,12302,13809,19157,5753,23634,37977,840,11284,13818,16190,12988,6492
20214,11440730,CS100003,성산2동,일식음식점,595986842,21390,429722419,166264423,78956902,68894205,74843282,90078078,116949952,94283204,71981219,0,2848048,162683062,75531788,268676464,86247480,283630219,234805197,6520129,115779855,107820674,111679271,123233892,53401596,15620,5770,2716,2786,3209,3272,3637,3139,2631,0,112,7684,3382,9065,1147,9794,10067,607,5431,4391,4246,3520,1666
20214,11440730,CS100002,성산2동,중식음식점,401799812,20435,259858452,141941360,27117133,52316209,55774496,56177477,68473137,72052779,69888581,0,777648,180667770,67958966,147119280,5276148,224985825,118201969,4775025,47672982,75500701,95103901,75419474,44715708,13757,6678,1345,3009,2947,3078,3378,3490,3188,0,42,9577,3882,6853,81,12568,5930,411,2572,3854,4894,4126,2639
20214,11440730,CS100001,성산2동,한식음식점,4876758051,222975,3469835701,1406922350,601727922,667587828,745643015,680626074,774250862,802803679,604118671,51785713,94958777,1865101925,657599109,1830711134,376601393,2557879317,1719998732,24433131,532189903,861061473,1007074992,1030176769,822941773,162318,60657,29838,30965,32296,33379,35840,34828,25829,2041,6637,100199,34911,69849,9338,121175,86338,1934,30387,43664,43465,46876,41184
20214,11440730,CS100009,성산2동,호프-간이주점,146142429,6056,103417113,42725316,17505046,15542072,16751560,19065933,34552502,25830156,16895160,26042551,333137,2250522,1856691,40901194,74758334,92609469,48281931,5309773,41597864,31596298,35149625,21083820,6154021,4199,1857,780,774,698,765,1182,1005,852,702,54,307,296,2104,2593,3357,2612,250,1863,1410,1261,903,282
20214,11440730,CS100010,성산2동,커피-음료,1558463922,215554,844013204,714450718,174633640,154753378,155776925,174792124,184057137,337769038,376681680,0,161975815,556956850,561823833,255843823,21863601,653764420,812745330,8714593,280614780,452012684,369113700,210576672,145477323,121143,94411,24793,22132,23212,24575,26431,45361,49050,0,28853,70703,76145,36024,3829,92813,116029,1424,44152,65544,50236,29310,18180
20214,11440740,CS100008,상암동,분식전문점,2472179129,229257,2234920536,237258593,389971156,461208993,463617677,479697454,440425256,137167958,100090635,77372650,187365011,1121832615,304281002,745577451,35750400,812718505,795114385,16897826,396382415,464806077,455658876,225482119,48605576,207994,21263,38033,43116,42372,42667,41806,12280,8983,1495,22251,110994,30686,60800,3031,94100,98012,2012,47910,57140,51846,27190,6007
20214,11440740,CS100009,상암동,호프-간이주점,4428022799,116560,3490011686,938011113,528106405,685160870,708686323,708847854,859210234,601471605,336539508,512498688,95721300,433738792,285389367,1321758144,1778916508,2110741233,1177360362,18113312,863921502,1090839405,847534110,368567150,99126117,99695,16865,17070,19520,21099,19695,22311,10781,6084,7411,17583,26821,11617,23593,29535,57291,38045,434,27110,35267,21555,8773,2208
20214,11440740,CS100002,상암동,중식음식점,1913514033,63844,1686895783,226618250,277295649,317448074,344190008,396920967,351041085,152703867,73914383,3364963,3704157,1103246154,153330601,537983520,111884638,668131069,358982261,5511381,188447474,267968945,300130400,178912341,86142781,56901,6943,9108,11538,11784,12399,12072,4401,2542,69,180,42893,5706,13758,1238,30368,18126,483,11011,13040,13229,7713,3014
20214,11440740,CS100003,상암동,일식음식점,3915848682,99330,3570321916,345526766,562975380,703706075,736860251,785961232,780818978,263678051,81848715,61750058,8060416,1688145797,163977679,1338420613,655494119,1173952310,808153785,10245105,463602174,628755660,524346121,274709497,80447551,92386,6944,15852,18411,19719,19341,19063,4987,1957,481,124,64576,5432,23208,5509,39513,34019,672,23479,24800,15110,7808,1661
20214,11440740,CS100010,상암동,커피-음료,7844698618,1060322,7149734098,694964520,1273000768,1443868153,1488628701,1477705435,1466531041,409387671,285576849,8254084,1619242409,3311498444,1562360278,1029845088,313498315,2706402253,2491681139,42053910,1460653837,1814026766,1181465200,572522013,127361672,960777,99545,173152,197317,195523,197780,197005,56922,42623,479,336049,411718,196946,100887,14243,465077,420228,7575,276064,308083,190590,83138,19857
20214,11440740,CS100001,상암동,한식음식점,17556611736,571830,15205730144,2350881592,2627756617,3098277325,3146273074,3225167381,3108255747,1436970890,913910702,90864660,199340315,7088131533,1209312192,6819809811,2149153225,6683083570,3500968471,50959149,2020860651,2885859485,2862296696,1737664777,626411283,515081,56749,96074,107773,105376,103900,101958,33057,23692,1263,11662,351631,43117,137392,26765,285449,162885,2602,110314,128880,118457,68469,19614
20214,11440740,CS100004,상암동,양식음식점,2480462838,84242,2024029820,456433018,331499060,372986318,430072166,466528113,422944163,253176708,203256310,36454090,23133487,1426481570,274331224,633247396,86815071,737661920,707364525,13189758,307896278,467255577,407045995,190428130,59210706,70026,14216,13022,13320,14488,14819,14377,7670,6546,41,1889,52255,11009,18092,956,34942,33820,727,17379,23225,16610,8521,2306
20214,11440740,CS100005,상암동,제과점,1337528360,133166,1072793749,264734611,169747226,195679174,229929754,213326340,264111255,150793368,113941243,0,242153799,415729051,328240479,307828390,43576641,426629755,665374181,6918211,168902369,277240464,360388283,183800198,94754407,106369,26797,17548,21186,21821,22054,23760,15116,11681,0,26643,38197,30337,32874,5115,44633,77452,976,23461,32640,36573,19412,9022
20214,11440740,CS100006,상암동,패스트푸드점,2259914732,223144,1752599773,507314959,312164298,351633345,365156503,366098098,357547529,254456021,252858938,41311819,156295122,852523249,316035893,712240623,181508026,987745926,743757692,34538503,460127755,512334903,433634251,233594854,57273349,175573,47571,31713,35451,35286,37162,35961,24039,23532,4049,21180,81796,34946,63831,17342,112507,87975,5023,58237,60119,46113,24821,6168
20214,11440740,CS100007,상암동,치킨전문점,1066487595,33408,870500121,195987474,129681860,172392278,187349468,187796278,193280237,117378852,78608622,33912321,0,14068950,54331258,551523712,412651354,537700246,332113813,9003682,200504182,210069952,238770165,160775826,50690251,26005,7403,3930,5043,5133,5738,6161,4397,3006,934,0,541,2074,19072,10787,17823,11415,383,6353,6451,7796,6162,2103
20221,11440555,CS100001,아현동,한식음식점,2293968262,86175,1828472381,465495881,344625517,361183512,347147209,379929445,395586698,297232362,168263519,1858651,51485481,838501217,282541510,957787025,161794378,1073283252,659184840,1287326,138415186,314973102,389842156,518611172,369339144,70440,15735,13840,13923,13576,14736,14365,10365,5370,10,3370,38375,12858,28953,2609,43223,30116,157,6582,13003,15874,20837,16879
20221,11440555,CS100010,아현동,커피-음료,1271905690,134788,1048323196,223582494,195040448,234594196,183150425,253948028,181590099,112699096,110883398,79571054,270010709,339003242,248664882,233094386,101561417,387346528,804814088,5166835,261603639,414867258,313887077,138900087,57735719,116769,18019,23760,23034,22374,25533,22068,9908,8111,1729,45178,41765,24700,18118,3298,56552,71605,823,30516,46018,28542,15027,7229
20221,11440555,CS100009,아현동,호프-간이주점,280830245,3563,242486322,38343923,25304527,61506678,58932525,18958193,77784399,27937714,10406209,59738420,22125341,16126620,2225001,62932701,117682162,219292612,24248107,0,16681343,25870173,167195545,16446380,17347281,3072,491,582,694,662,543,591,344,147,48,16,717,66,1448,1268,1964,792,0,514,561,733,463,489
20221,11440555,CS100008,아현동,분식전문점,373960518,27377,328933025,45027493,72834752,57072797,60700001,74645507,63679968,29052189,15975304,1965129,7189278,183860239,44174898,130092949,6678025,143846238,153582201,11603426,41485190,75026363,84459751,55700760,29152950,23990,3387,5043,4516,4680,5039,4712,2253,1134,101,1071,12674,4147,9050,334,11085,12802,970,3841,5855,6020,4911,2288
20221,11440555,CS100007,아현동,치킨전문점,18569988,876,14348201,4221787,1994846,2876220,3877463,2441410,3158262,2667629,1554158,364302,0,1439580,1239801,10282122,5244183,12693723,5876265,0,1616955,2985248,4334354,5765539,3867892,676,200,100,124,177,129,146,129,71,18,0,59,54,480,265,627,249,0,67,152,194,280,183
20221,11440555,CS100006,아현동,패스트푸드점,11646046,705,7859536,3786510,0,2599978,1623962,2788074,847522,1894622,1891888,0,1200201,6771426,1397045,2277374,0,3805647,6429685,0,2419539,3835721,1971173,1232461,776440,492,213,0,121,126,180,65,109,104,0,77,404,82,142,0,197,444,0,153,219,148,71,49
20221,11440555,CS100005,아현동,제과점,343194040,37508,273941498,69252542,54552255,51355113,53888440,54858948,59286742,42504779,26747763,0,70572335,90384937,79257407,88582234,14397127,121572948,174137045,1953111,42724725,85193380,69916777,59326474,36595524,30302,7206,6114,6074,5964,6104,6046,4292,2914,0,9181,9636,7772,9524,1395,13704,21480,200,6108,10927,7897,6243,3808
20221,11440555,CS100003,아현동,일식음식점,54541204,1070,54541204,0,8823368,10366411,9248559,16203556,9899310,0,0,0,0,32014073,48321,13665107,8813703,14480084,7795748,0,2606066,7080600,8253183,3414666,921316,1070,0,163,196,193,321,197,0,0,0,0,693,3,267,107,310,193,0,84,151,176,67,23
20221,11440555,CS100002,아현동,중식음식점,278712126,8747,242483098,36229028,52038883,42145329,52456225,47620954,48221707,24257571,11971457,0,2124138,143468874,29095505,85646061,18377548,104203358,59023244,378833,12632620,30019606,41752225,45214098,33229218,7396,1351,1446,1434,1515,1556,1445,861,490,0,84,4711,1282,2489,181,4117,2548,39,603,1389,1592,1754,1288
20221,11440565,CS100004,공덕동,양식음식점,264835701,7937,197681635,67154066,37558218,33902071,43557106,39722255,42941985,32498993,34655073,0,497677,118190224,31058815,101676087,13412898,103628674,132088473,552203,38102822,64285089,51175272,50158187,31443573,6144,1793,1249,1148,1269,1263,1215,883,910,0,17,3766,1100,2925,129,3147,4035,27,1354,2059,1520,1457,768
20221,11440565,CS100003,공덕동,일식음식점,746917274,10104,688421173,58496101,113217144,114662911,155693290,160064738,144783090,47531852,10964249,0,169625,196501980,37997309,358514008,153734352,250885659,126177054,983940,53189878,103092560,93130269,74425917,52240152,9474,630,1823,1725,1909,2078,1939,493,137,0,5,5392,662,3141,904,4250,3155,55,1586,2065,1683,1236,783
20221,11440565,CS100001,공덕동,한식음식점,7984800335,226122,6402780592,1582019743,1249684677,1224004216,1275556800,1337451027,1316083872,950289017,631730726,9437000,97178958,2497208220,798764850,3766779181,815432126,4066515221,1959305445,10570545,597389511,1270553904,1304135278,1652071086,1191100344,186896,39226,38023,35792,36521,38809,37751,23605,15621,255,4982,106675,26457,76016,11737,120735,71035,425,21712,39444,39923,49745,40527
20221,11440565,CS100002,공덕동,중식음식점,354311472,15484,226961667,127349805,43321789,26158270,51463210,48725986,57292412,68240974,59108831,0,3005473,176130464,57627502,116062133,1485900,186944594,117492592,1996525,25522004,39549061,72302522,108858567,56208508,10331,5153,2002,1278,2360,2212,2479,2684,2469,0,172,7630,3027,4626,29,8977,5021,158,1323,1948,3197,4816,2556
20221,11440565,CS100010,공덕동,커피-음료,813317319,146098,689357901,123959418,137412617,130102720,134266541,155915367,131660656,65694796,58264622,0,158436369,389801017,163318879,94719126,7041928,390744427,328064763,3692424,121402287,218831267,182814281,140422830,51646098,124047,22051,24767,23739,23835,27924,23782,12044,10007,0,38857,62218,30306,14113,604,77539,61081,974,26436,44655,34129,24574,7861
20221,11440565,CS100009,공덕동,호프-간이주점,1668718451,40525,1312652230,356066221,296009414,273068829,214994906,264695959,263883122,228040840,128025381,47090407,8883418,182061653,81664483,796614863,552403627,991473005,378680914,4349845,241218236,359346743,281363934,324544745,159330416,32896,7629,6806,6549,5461,7443,6637,4733,2896,242,170,9908,2621,17282,10302,23515,11522,99,5959,9397,7544,7682,4349
20221,11440565,CS100008,공덕동,분식전문점,641616534,61793,546025285,95591249,127978328,98350315,107901479,114840991,96954172,63982967,31608282,3126420,59451467,257539355,99854366,197749545,23895381,298352280,267700787,5243056,82654082,134449225,136775479,136222246,70708985,53534,8259,11341,9734,10933,11710,9816,5687,2572,124,9471,25046,9861,16466,825,28007,29958,751,9387,14382,13777,12614,7056
20221,11440565,CS100007,공덕동,치킨전문점,155773672,5952,113310105,42463567,17037486,16690653,27399054,23871414,28311498,23199199,19264368,2316062,0,7462956,6490154,85341975,54162525,95290240,47067619,1525249,12823600,23769598,35491409,48011065,20736943,4231,1721,679,677,887,909,1079,962,759,77,0,257,293,3380,1945,3532,2067,67,594,915,1368,1769,884
20221,11440565,CS100006,공덕동,패스트푸드점,168875116,9618,125737032,43138084,28418731,25561524,23107455,20379933,28269389,24559515,18578569,578987,10017558,55584730,37289023,56241454,9163364,68555486,52992005,424718,16716656,30431385,28698258,29642802,15633670,7425,2193,1644,1325,1392,1404,1660,1340,853,6,689,3384,2072,3118,349,4442,4152,50,1417,2283,1865,1799,1173
20221,11440565,CS100005,공덕동,제과점,1025034884,89847,752038491,272996393,146431223,139173153,145816495,154159611,166458009,157438041,115558352,0,166552049,187014302,213191758,374009846,84266929,349513124,600382753,3438240,187427097,277386534,199106573,167229156,115308281,69991,19856,14365,13107,13509,14751,14259,11258,8598,0,22153,14593,16161,29241,7699,29218,56945,400,19122,25317,16759,14263,10305
20221,11440585,CS100005,도화동,제과점,468931321,35080,354276358,114654963,68255810,61902895,67051983,75560623,81505047,64112894,50542069,0,47415559,125643393,87530889,187077914,21263566,176429355,224550444,2394022,62058555,96202174,90630013,90570057,59124978,27298,7782,5110,5182,5321,5733,5952,4373,3409,0,8160,6758,6675,11690,1797,13112,20488,486,7270,9066,7362,5517,3898
20221,11440585,CS100001,도화동,한식음식점,12181835723,276493,9387836140,2793999583,1748153720,1811572332,1801522126,2009671921,2016916041,1662363383,1131636200,4642472,156512536,2594662439,1056711886,6638043993,1731262397,6152914927,3208910133,15903101,1305338513,2434763479,2092739114,2184093051,1328987806,220373,56120,43009,42389,42462,46598,45915,33188,22932,118,7023,106938,29337,111129,21948,146917,88904,502,31743,58624,51633,55555,37758
20221,11440585,CS100002,도화동,중식음식점,1447212428,35345,1161883189,285329239,216637233,220530004,240531612,246807840,237376500,192381142,92948097,0,205383,381113538,145687241,759916776,160289490,684380061,347392936,4551508,140736281,313570031,258450532,206097076,108367565,28676,6669,5104,5632,5804,5997,6139,4432,2237,0,17,15800,4329,13427,1772,17915,11511,358,4960,8179,6789,6015,3125
20221,11440585,CS100003,도화동,일식음식점,1228430173,22064,1011561083,216869090,208034213,178125895,179116441,232746756,213537778,116294346,100574744,77181,2690635,302254408,92485004,587141742,243781203,532247598,250477282,4966562,100384234,251424944,167736145,156356612,101856386,17808,4256,3456,3459,3354,3989,3550,2136,2120,5,50,9084,2594,8150,2181,10504,7195,287,2821,5236,3303,3432,2621
20221,11440585,CS100010,도화동,커피-음료,1403349949,202410,1053790053,349559896,189960353,203427087,214164841,224410414,221827358,198128525,151431371,693139,225721586,491580420,309230781,321310818,54813205,603057561,639262679,12010391,288009131,380141175,261398817,206670179,94090537,155619,46791,30299,30133,31061,32333,31793,26467,20324,36,40251,69244,44601,40902,7376,92350,94040,2071,45194,57547,38231,29487,13859
20221,11440585,CS100009,도화동,호프-간이주점,2377742143,43067,1944116510,433625633,357875085,345402446,365353886,423689076,451796017,303365491,130260142,49351112,81745,168556001,62977544,975702881,1121072860,1298088210,544060844,8649820,356883871,641803181,369875633,300285614,164650938,35169,7898,6786,6484,6737,7411,7751,5495,2403,192,10,7036,1436,18154,16239,23880,12378,184,8334,12175,6521,5916,3112
20221,11440585,CS100008,도화동,분식전문점,1169698930,111368,961954013,207744917,176552346,184223332,187505670,219367119,194305546,134189148,73555769,381506,99690351,447097998,226428626,342417520,53682929,536442565,487121110,10986869,157091599,241752759,341023889,182356767,90351795,92887,18481,17245,17822,17888,20485,19447,12405,6076,14,16489,40445,16869,33783,3768,47740,55739,1138,17681,27646,26972,19841,10201
20221,11440585,CS100007,도화동,치킨전문점,477777698,22128,369106643,108671055,65161691,67585580,71736932,78432263,86190177,60807943,47863112,494865,2743606,80977100,23833753,230667206,139061168,274584303,137426941,6336694,72216689,90333187,88294442,94123527,60706702,17239,4889,3004,3102,3392,3491,4250,2957,1932,21,86,5540,1323,10427,4731,13430,6981,240,2943,5036,4182,5009,2998
20221,11440585,CS100006,도화동,패스트푸드점,281032554,18404,206649377,74383177,30386557,40551518,41428899,52154089,42128314,32246795,42136382,0,4952865,99654950,47313249,116574074,12537416,128143580,95264632,5704640,35616726,44627585,53197932,63135730,21125600,13521,4883,2264,2561,2837,2918,2941,2153,2730,0,340,6722,3437,7218,687,9134,7616,457,3184,4102,3844,3446,1720
20221,11440590,CS100009,용강동,호프-간이주점,1819353172,22648,1579169233,240183939,279881538,261779273,304516744,415137361,317854317,196978664,43205275,118491906,408432,29260481,15256333,681865169,974070851,873202481,219745361,1782094,128383614,309531519,317891478,248467940,86891197,19078,3570,3489,3481,3500,4608,4000,2687,883,281,54,2084,406,9089,10734,12234,4403,52,2671,5023,3761,3723,1399
