quarter,dong_code,dong_name,surv2_1y,surv2_3y,surv2_5y,industry_code,industry_name
20214,11440710,연남동,82.4,64.7,29.4,CS100003,일식
20222,11440720,성산1동,100.0,66.7,66.7,CS100003,일식
20221,11440720,성산1동,75.0,75.0,50.0,CS100003,일식
20214,11440720,성산1동,75.0,75.0,50.0,CS100003,일식
20222,11440730,성산2동,100.0,100.0,0.0,CS100003,일식
20221,11440730,성산2동,100.0,0.0,0.0,CS100003,일식
20214,11440730,성산2동,100.0,0.0,0.0,CS100003,일식
20222,11440740,상암동,57.7,23.1,15.4,CS100003,일식
20221,11440740,상암동,50.0,11.1,11.1,CS100003,일식
20214,11440740,상암동,50.0,11.1,11.1,CS100003,일식
20222,11440555,아현동,50.0,50.0,0.0,CS100004,양식
20221,11440555,아현동,,,,CS100004,양식
20214,11440555,아현동,,,,CS100004,양식
20222,11440565,공덕동,100.0,0.0,0.0,CS100004,양식
20221,11440565,공덕동,100.0,100.0,100.0,CS100004,양식
20214,11440565,공덕동,100.0,100.0,100.0,CS100004,양식
20222,11440585,도화동,66.7,33.3,33.3,CS100004,양식
20221,11440585,도화동,100.0,55.6,22.2,CS100004,양식
20214,11440585,도화동,100.0,55.6,22.2,CS100004,양식
20222,11440590,용강동,0.0,0.0,0.0,CS100004,양식
20221,11440590,용강동,80.0,40.0,40.0,CS100004,양식
20214,11440590,용강동,80.0,40.0,40.0,CS100004,양식
20222,11440600,대흥동,33.3,0.0,0.0,CS100004,양식
20221,11440600,대흥동,100.0,100.0,0.0,CS100004,양식
20214,11440600,대흥동,100.0,100.0,0.0,CS100004,양식
20222,11440610,염리동,100.0,40.0,40.0,CS100004,양식
20221,11440610,염리동,100.0,100.0,100.0,CS100004,양식
20214,11440610,염리동,100.0,100.0,100.0,CS100004,양식
20222,11440630,신수동,100.0,100.0,100.0,CS100004,양식
20221,11440630,신수동,0.0,0.0,0.0,CS100004,양식
20214,11440630,신수동,0.0,0.0,0.0,CS100004,양식
20222,11440655,서강동,61.9,28.6,28.6,CS100004,양식
20221,11440655,서강동,66.7,33.3,22.2,CS100004,양식
20214,11440655,서강동,66.7,33.3,22.2,CS100004,양식
20222,11440660,서교동,62.0,31.5,19.6,CS100004,양식
20221,11440660,서교동,62.5,32.8,17.2,CS100004,양식
20214,11440660,서교동,62.5,32.8,17.2,CS100004,양식
20222,11440680,합정동,72.7,54.5,50.0,CS100004,양식
20221,11440680,합정동,90.5,61.9,47.6,CS100004,양식
20214,11440680,합정동,90.5,61.9,47.6,CS100004,양식
20222,11440690,망원1동,81.8,45.5,27.3,CS100004,양식
20221,11440690,망원1동,81.8,50.0,40.9,CS100004,양식
20214,11440690,망원1동,81.8,50.0,40.9,CS100004,양식
20222,11440700,망원2동,40.0,0.0,0.0,CS100004,양식
20221,11440700,망원2동,100.0,0.0,0.0,CS100004,양식
20214,11440700,망원2동,100.0,0.0,0.0,CS100004,양식
20222,11440710,연남동,80.0,34.3,22.9,CS100004,양식
20221,11440710,연남동,72.2,41.7,25.0,CS100004,양식
20214,11440710,연남동,72.2,41.7,25.0,CS100004,양식
20222,11440720,성산1동,25.0,25.0,0.0,CS100004,양식
20221,11440720,성산1동,100.0,100.0,100.0,CS100004,양식
20214,11440720,성산1동,100.0,100.0,100.0,CS100004,양식
20222,11440730,성산2동,100.0,0.0,0.0,CS100004,양식
20221,11440730,성산2동,0.0,0.0,0.0,CS100004,양식
20214,11440730,성산2동,0.0,0.0,0.0,CS100004,양식
20222,11440740,상암동,92.9,35.7,28.6,CS100004,양식
20221,11440740,상암동,66.7,16.7,0.0,CS100004,양식
20214,11440740,상암동,66.7,16.7,0.0,CS100004,양식
20222,11440555,아현동,100.0,50.0,50.0,CS100005,제과
20221,11440555,아현동,,,,CS100005,제과
20214,11440555,아현동,,,,CS100005,제과
20222,11440565,공덕동,50.0,0.0,0.0,CS100005,제과
20221,11440565,공덕동,66.7,33.3,33.3,CS100005,제과
20214,11440565,공덕동,66.7,33.3,33.3,CS100005,제과
20222,11440585,도화동,60.0,60.0,60.0,CS100005,제과
20221,11440585,도화동,100.0,100.0,100.0,CS100005,제과
20214,11440585,도화동,100.0,100.0,100.0,CS100005,제과
20222,11440590,용강동,66.7,33.3,33.3,CS100005,제과
20221,11440590,용강동,100.0,100.0,100.0,CS100005,제과
20214,11440590,용강동,100.0,100.0,100.0,CS100005,제과
20222,11440600,대흥동,100.0,50.0,25.0,CS100005,제과
20221,11440600,대흥동,100.0,100.0,50.0,CS100005,제과
20214,11440600,대흥동,100.0,100.0,50.0,CS100005,제과
20222,11440610,염리동,,,,CS100005,제과
20221,11440610,염리동,100.0,100.0,100.0,CS100005,제과
20214,11440610,염리동,100.0,100.0,100.0,CS100005,제과
20222,11440630,신수동,66.7,0.0,0.0,CS100005,제과
20221,11440630,신수동,,,,CS100005,제과
20214,11440630,신수동,,,,CS100005,제과
20222,11440655,서강동,100.0,80.0,60.0,CS100005,제과
20221,11440655,서강동,55.6,11.1,11.1,CS100005,제과
20214,11440655,서강동,55.6,11.1,11.1,CS100005,제과
20222,11440660,서교동,57.1,42.9,28.6,CS100005,제과
20221,11440660,서교동,51.4,31.4,11.4,CS100005,제과
20214,11440660,서교동,51.4,31.4,11.4,CS100005,제과
20222,11440680,합정동,100.0,50.0,50.0,CS100005,제과
20221,11440680,합정동,88.9,66.7,44.4,CS100005,제과
20214,11440680,합정동,88.9,66.7,44.4,CS100005,제과
20222,11440690,망원1동,100.0,60.0,0.0,CS100005,제과
20221,11440690,망원1동,80.0,40.0,40.0,CS100005,제과
20214,11440690,망원1동,80.0,40.0,40.0,CS100005,제과
20222,11440700,망원2동,50.0,50.0,25.0,CS100005,제과
20221,11440700,망원2동,66.7,66.7,33.3,CS100005,제과
20214,11440700,망원2동,66.7,66.7,33.3,CS100005,제과
20222,11440710,연남동,83.3,83.3,66.7,CS100005,제과
20221,11440710,연남동,100.0,90.9,63.6,CS100005,제과
20214,11440710,연남동,100.0,90.9,63.6,CS100005,제과
20222,11440720,성산1동,0.0,0.0,0.0,CS100005,제과
20221,11440720,성산1동,75.0,50.0,50.0,CS100005,제과
20214,11440720,성산1동,75.0,50.0,50.0,CS100005,제과
20222,11440730,성산2동,66.7,33.3,0.0,CS100005,제과
20221,11440730,성산2동,100.0,75.0,25.0,CS100005,제과
20214,11440730,성산2동,100.0,75.0,25.0,CS100005,제과
20222,11440740,상암동,100.0,28.6,28.6,CS100005,제과
20221,11440740,상암동,100.0,25.0,25.0,CS100005,제과
20214,11440740,상암동,100.0,25.0,25.0,CS100005,제과
20222,11440555,아현동,100.0,100.0,100.0,CS100006,패스트푸드
20221,11440555,아현동,,,,CS100006,패스트푸드
20214,11440555,아현동,,,,CS100006,패스트푸드
20222,11440565,공덕동,100.0,100.0,50.0,CS100006,패스트푸드
20221,11440565,공덕동,83.3,66.7,66.7,CS100006,패스트푸드
20214,11440565,공덕동,83.3,66.7,66.7,CS100006,패스트푸드
20222,11440585,도화동,,,,CS100006,패스트푸드
20221,11440585,도화동,71.4,71.4,57.1,CS100006,패스트푸드
20214,11440585,도화동,71.4,71.4,57.1,CS100006,패스트푸드
20222,11440590,용강동,33.3,33.3,0.0,CS100006,패스트푸드
20221,11440590,용강동,100.0,100.0,100.0,CS100006,패스트푸드
20214,11440590,용강동,100.0,100.0,100.0,CS100006,패스트푸드
20222,11440600,대흥동,100.0,75.0,50.0,CS100006,패스트푸드
20221,11440600,대흥동,80.0,40.0,40.0,CS100006,패스트푸드
20214,11440600,대흥동,80.0,40.0,40.0,CS100006,패스트푸드
20222,11440610,염리동,50.0,0.0,0.0,CS100006,패스트푸드
20221,11440610,염리동,50.0,25.0,25.0,CS100006,패스트푸드
20214,11440610,염리동,50.0,25.0,25.0,CS100006,패스트푸드
20222,11440630,신수동,100.0,100.0,50.0,CS100006,패스트푸드
20221,11440630,신수동,,,,CS100006,패스트푸드
20214,11440630,신수동,,,,CS100006,패스트푸드
20222,11440655,서강동,100.0,100.0,100.0,CS100006,패스트푸드
20221,11440655,서강동,100.0,71.4,42.9,CS100006,패스트푸드
20214,11440655,서강동,100.0,71.4,42.9,CS100006,패스트푸드
20222,11440660,서교동,84.2,73.7,68.4,CS100006,패스트푸드
20221,11440660,서교동,71.4,19.0,9.5,CS100006,패스트푸드
20214,11440660,서교동,71.4,19.0,9.5,CS100006,패스트푸드
20222,11440680,합정동,,,,CS100006,패스트푸드
20221,11440680,합정동,100.0,50.0,33.3,CS100006,패스트푸드
20214,11440680,합정동,100.0,50.0,33.3,CS100006,패스트푸드
20222,11440690,망원1동,100.0,33.3,33.3,CS100006,패스트푸드
20221,11440690,망원1동,100.0,100.0,100.0,CS100006,패스트푸드
20214,11440690,망원1동,100.0,100.0,100.0,CS100006,패스트푸드
20222,11440700,망원2동,0.0,0.0,0.0,CS100006,패스트푸드
20221,11440700,망원2동,0.0,0.0,0.0,CS100006,패스트푸드
20214,11440700,망원2동,0.0,0.0,0.0,CS100006,패스트푸드
20222,11440710,연남동,100.0,100.0,100.0,CS100006,패스트푸드
20221,11440710,연남동,85.7,42.9,14.3,CS100006,패스트푸드
20214,11440710,연남동,85.7,42.9,14.3,CS100006,패스트푸드
20222,11440720,성산1동,0.0,0.0,0.0,CS100006,패스트푸드
20221,11440720,성산1동,83.3,66.7,50.0,CS100006,패스트푸드
20214,11440720,성산1동,83.3,66.7,50.0,CS100006,패스트푸드
20222,11440730,성산2동,,,,CS100006,패스트푸드
20221,11440730,성산2동,100.0,100.0,50.0,CS100006,패스트푸드
20214,11440730,성산2동,100.0,100.0,50.0,CS100006,패스트푸드
20222,11440740,상암동,100.0,42.9,28.6,CS100006,패스트푸드
20221,11440740,상암동,100.0,75.0,75.0,CS100006,패스트푸드
20214,11440740,상암동,100.0,75.0,75.0,CS100006,패스트푸드
20222,11440555,아현동,0.0,0.0,0.0,CS100007,치킨
20221,11440555,아현동,0.0,0.0,0.0,CS100007,치킨
20214,11440555,아현동,0.0,0.0,0.0,CS100007,치킨
20222,11440565,공덕동,80.0,40.0,40.0,CS100007,치킨
20221,11440565,공덕동,83.3,50.0,33.3,CS100007,치킨
20214,11440565,공덕동,83.3,50.0,33.3,CS100007,치킨
20222,11440585,도화동,100.0,0.0,0.0,CS100007,치킨
20221,11440585,도화동,,,,CS100007,치킨
20214,11440585,도화동,,,,CS100007,치킨
20222,11440590,용강동,100.0,100.0,100.0,CS100007,치킨
20221,11440590,용강동,100.0,0.0,0.0,CS100007,치킨
20214,11440590,용강동,100.0,0.0,0.0,CS100007,치킨
20222,11440600,대흥동,66.7,33.3,33.3,CS100007,치킨
20221,11440600,대흥동,100.0,60.0,0.0,CS100007,치킨
20214,11440600,대흥동,100.0,60.0,0.0,CS100007,치킨
20222,11440610,염리동,,,,CS100007,치킨
20221,11440610,염리동,,,,CS100007,치킨
20214,11440610,염리동,,,,CS100007,치킨
20222,11440630,신수동,100.0,50.0,0.0,CS100007,치킨
20221,11440630,신수동,100.0,100.0,100.0,CS100007,치킨
20214,11440630,신수동,100.0,100.0,100.0,CS100007,치킨
20222,11440655,서강동,0.0,0.0,0.0,CS100007,치킨
20221,11440655,서강동,83.3,0.0,0.0,CS100007,치킨
20214,11440655,서강동,83.3,0.0,0.0,CS100007,치킨
20222,11440660,서교동,84.6,53.8,53.8,CS100007,치킨
20221,11440660,서교동,95.2,52.4,33.3,CS100007,치킨
20214,11440660,서교동,95.2,52.4,33.3,CS100007,치킨
20222,11440680,합정동,100.0,100.0,0.0,CS100007,치킨
20221,11440680,합정동,100.0,0.0,0.0,CS100007,치킨
20214,11440680,합정동,100.0,0.0,0.0,CS100007,치킨
20222,11440690,망원1동,83.3,50.0,50.0,CS100007,치킨
20221,11440690,망원1동,100.0,100.0,100.0,CS100007,치킨
20214,11440690,망원1동,100.0,100.0,100.0,CS100007,치킨
20222,11440700,망원2동,0.0,0.0,0.0,CS100007,치킨
20221,11440700,망원2동,80.0,80.0,80.0,CS100007,치킨
20214,11440700,망원2동,80.0,80.0,80.0,CS100007,치킨
20222,11440710,연남동,50.0,0.0,0.0,CS100007,치킨
20221,11440710,연남동,100.0,50.0,50.0,CS100007,치킨
20214,11440710,연남동,100.0,50.0,50.0,CS100007,치킨
20222,11440720,성산1동,100.0,100.0,100.0,CS100007,치킨
20221,11440720,성산1동,100.0,100.0,50.0,CS100007,치킨
20214,11440720,성산1동,100.0,100.0,50.0,CS100007,치킨
20222,11440730,성산2동,66.7,66.7,50.0,CS100007,치킨
20221,11440730,성산2동,50.0,50.0,0.0,CS100007,치킨
20214,11440730,성산2동,50.0,50.0,0.0,CS100007,치킨
20222,11440740,상암동,75.0,75.0,50.0,CS100007,치킨
20221,11440740,상암동,100.0,50.0,0.0,CS100007,치킨
20214,11440740,상암동,100.0,50.0,0.0,CS100007,치킨
20222,11440555,아현동,100.0,75.0,50.0,CS100008,분식
20221,11440555,아현동,0.0,0.0,0.0,CS100008,분식
20214,11440555,아현동,0.0,0.0,0.0,CS100008,분식
20222,11440565,공덕동,60.0,20.0,20.0,CS100008,분식
20221,11440565,공덕동,62.5,37.5,37.5,CS100008,분식
20214,11440565,공덕동,62.5,37.5,37.5,CS100008,분식
20222,11440585,도화동,100.0,33.3,33.3,CS100008,분식
20221,11440585,도화동,66.7,33.3,16.7,CS100008,분식
20214,11440585,도화동,66.7,33.3,16.7,CS100008,분식
20222,11440590,용강동,40.0,20.0,20.0,CS100008,분식
20221,11440590,용강동,62.5,37.5,12.5,CS100008,분식
20214,11440590,용강동,62.5,37.5,12.5,CS100008,분식
20222,11440600,대흥동,50.0,28.6,14.3,CS100008,분식
20221,11440600,대흥동,100.0,80.0,80.0,CS100008,분식
20214,11440600,대흥동,100.0,80.0,80.0,CS100008,분식
20222,11440610,염리동,85.7,42.9,42.9,CS100008,분식
20221,11440610,염리동,80.0,20.0,20.0,CS100008,분식
20214,11440610,염리동,80.0,20.0,20.0,CS100008,분식
20222,11440630,신수동,83.3,83.3,66.7,CS100008,분식
20221,11440630,신수동,100.0,66.7,50.0,CS100008,분식
20214,11440630,신수동,100.0,66.7,50.0,CS100008,분식
20222,11440655,서강동,66.7,66.7,66.7,CS100008,분식
20221,11440655,서강동,50.0,25.0,12.5,CS100008,분식
20214,11440655,서강동,50.0,25.0,12.5,CS100008,분식
20222,11440660,서교동,50.0,31.6,18.4,CS100008,분식
20221,11440660,서교동,70.5,40.9,34.1,CS100008,분식
20214,11440660,서교동,70.5,40.9,34.1,CS100008,분식
20222,11440680,합정동,100.0,50.0,33.3,CS100008,분식
20221,11440680,합정동,72.7,45.5,27.3,CS100008,분식
20214,11440680,합정동,72.7,45.5,27.3,CS100008,분식
20222,11440690,망원1동,66.7,33.3,16.7,CS100008,분식
20221,11440690,망원1동,75.0,62.5,62.5,CS100008,분식
20214,11440690,망원1동,75.0,62.5,62.5,CS100008,분식
20222,11440700,망원2동,57.1,28.6,14.3,CS100008,분식
20221,11440700,망원2동,100.0,33.3,33.3,CS100008,분식
20214,11440700,망원2동,100.0,33.3,33.3,CS100008,분식
20222,11440710,연남동,60.0,40.0,40.0,CS100008,분식
20221,11440710,연남동,80.0,60.0,40.0,CS100008,분식
20214,11440710,연남동,80.0,60.0,40.0,CS100008,분식
20222,11440720,성산1동,66.7,33.3,0.0,CS100008,분식
20221,11440720,성산1동,100.0,0.0,0.0,CS100008,분식
20214,11440720,성산1동,100.0,0.0,0.0,CS100008,분식
20222,11440730,성산2동,100.0,75.0,50.0,CS100008,분식
20221,11440730,성산2동,87.5,50.0,50.0,CS100008,분식
20214,11440730,성산2동,87.5,50.0,50.0,CS100008,분식
20222,11440740,상암동,65.0,25.0,15.0,CS100008,분식
20221,11440740,상암동,86.7,40.0,26.7,CS100008,분식
20214,11440740,상암동,86.7,40.0,26.7,CS100008,분식
20222,11440555,아현동,100.0,80.0,80.0,CS100009,호프
20221,11440555,아현동,100.0,100.0,66.7,CS100009,호프
20214,11440555,아현동,100.0,100.0,66.7,CS100009,호프
20222,11440565,공덕동,83.3,66.7,58.3,CS100009,호프
20221,11440565,공덕동,85.7,28.6,14.3,CS100009,호프
20214,11440565,공덕동,85.7,28.6,14.3,CS100009,호프
20222,11440585,도화동,83.3,50.0,41.7,CS100009,호프
20221,11440585,도화동,77.8,66.7,66.7,CS100009,호프
20214,11440585,도화동,77.8,66.7,66.7,CS100009,호프
20222,11440590,용강동,56.3,25.0,18.8,CS100009,호프
20221,11440590,용강동,66.7,8.3,0.0,CS100009,호프
20214,11440590,용강동,66.7,8.3,0.0,CS100009,호프
20222,11440600,대흥동,0.0,0.0,0.0,CS100009,호프
20221,11440600,대흥동,63.6,45.5,36.4,CS100009,호프
20214,11440600,대흥동,63.6,45.5,36.4,CS100009,호프
20222,11440610,염리동,50.0,0.0,0.0,CS100009,호프
20221,11440610,염리동,100.0,66.7,33.3,CS100009,호프
20214,11440610,염리동,100.0,66.7,33.3,CS100009,호프
20222,11440630,신수동,100.0,50.0,50.0,CS100009,호프
20221,11440630,신수동,66.7,66.7,66.7,CS100009,호프
20214,11440630,신수동,66.7,66.7,66.7,CS100009,호프
20222,11440655,서강동,77.8,37.0,22.2,CS100009,호프
20221,11440655,서강동,75.0,32.1,28.6,CS100009,호프
20214,11440655,서강동,75.0,32.1,28.6,CS100009,호프
20222,11440660,서교동,76.5,43.6,27.5,CS100009,호프
20221,11440660,서교동,68.0,35.9,22.9,CS100009,호프
20214,11440660,서교동,68.0,35.9,22.9,CS100009,호프
20222,11440680,합정동,66.7,33.3,9.5,CS100009,호프
20221,11440680,합정동,100.0,61.9,38.1,CS100009,호프
20214,11440680,합정동,100.0,61.9,38.1,CS100009,호프
20222,11440690,망원1동,52.9,23.5,17.6,CS100009,호프
20221,11440690,망원1동,90.9,72.7,27.3,CS100009,호프
20214,11440690,망원1동,90.9,72.7,27.3,CS100009,호프
20222,11440700,망원2동,33.3,33.3,0.0,CS100009,호프
20221,11440700,망원2동,60.0,40.0,40.0,CS100009,호프
20214,11440700,망원2동,60.0,40.0,40.0,CS100009,호프
20222,11440710,연남동,72.0,48.0,28.0,CS100009,호프
20221,11440710,연남동,79.5,41.0,25.6,CS100009,호프
20214,11440710,연남동,79.5,41.0,25.6,CS100009,호프
20222,11440720,성산1동,80.0,60.0,20.0,CS100009,호프
20221,11440720,성산1동,83.3,50.0,50.0,CS100009,호프
20214,11440720,성산1동,83.3,50.0,50.0,CS100009,호프
20222,11440730,성산2동,100.0,50.0,50.0,CS100009,호프
20221,11440730,성산2동,77.8,55.6,44.4,CS100009,호프
20214,11440730,성산2동,77.8,55.6,44.4,CS100009,호프
20222,11440740,상암동,86.7,73.3,60.0,CS100009,호프
20221,11440740,상암동,87.5,75.0,62.5,CS100009,호프
20214,11440740,상암동,87.5,75.0,62.5,CS100009,호프
20222,11440555,아현동,50.0,50.0,50.0,CS100010,커피
20221,11440555,아현동,66.7,50.0,33.3,CS100010,커피
20214,11440555,아현동,66.7,50.0,33.3,CS100010,커피
20222,11440565,공덕동,92.3,30.8,23.1,CS100010,커피
20221,11440565,공덕동,70.6,47.1,41.2,CS100010,커피
20214,11440565,공덕동,70.6,47.1,41.2,CS100010,커피
20222,11440585,도화동,71.4,57.1,57.1,CS100010,커피
20221,11440585,도화동,57.1,35.7,28.6,CS100010,커피
20214,11440585,도화동,57.1,35.7,28.6,CS100010,커피
20222,11440590,용강동,83.3,41.7,33.3,CS100010,커피
20221,11440590,용강동,80.0,50.0,20.0,CS100010,커피
20214,11440590,용강동,80.0,50.0,20.0,CS100010,커피
20222,11440600,대흥동,92.3,53.8,38.5,CS100010,커피
20221,11440600,대흥동,75.0,50.0,16.7,CS100010,커피
20214,11440600,대흥동,75.0,50.0,16.7,CS100010,커피
20222,11440610,염리동,75.0,50.0,50.0,CS100010,커피
20221,11440610,염리동,57.1,42.9,42.9,CS100010,커피
20214,11440610,염리동,57.1,42.9,42.9,CS100010,커피
20222,11440630,신수동,85.7,57.1,28.6,CS100010,커피
20221,11440630,신수동,70.0,30.0,10.0,CS100010,커피
20214,11440630,신수동,70.0,30.0,10.0,CS100010,커피
20222,11440655,서강동,79.2,45.8,29.2,CS100010,커피
20221,11440655,서강동,80.0,45.7,42.9,CS100010,커피
20214,11440655,서강동,80.0,45.7,42.9,CS100010,커피
20222,11440660,서교동,76.6,46.7,35.5,CS100010,커피
20221,11440660,서교동,74.6,50.7,37.3,CS100010,커피
20214,11440660,서교동,74.6,50.7,37.3,CS100010,커피
20222,11440680,합정동,89.3,82.1,75.0,CS100010,커피
20221,11440680,합정동,71.1,42.2,37.8,CS100010,커피
20214,11440680,합정동,71.1,42.2,37.8,CS100010,커피
20222,11440690,망원1동,68.2,45.5,22.7,CS100010,커피
20221,11440690,망원1동,82.9,45.7,31.4,CS100010,커피
20214,11440690,망원1동,82.9,45.7,31.4,CS100010,커피
20222,11440700,망원2동,80.0,55.0,40.0,CS100010,커피
20221,11440700,망원2동,68.8,43.8,31.3,CS100010,커피
20214,11440700,망원2동,68.8,43.8,31.3,CS100010,커피
20222,11440710,연남동,80.0,55.0,40.0,CS100010,커피
20221,11440710,연남동,72.7,40.9,25.8,CS100010,커피
20214,11440710,연남동,72.7,40.9,25.8,CS100010,커피
20222,11440720,성산1동,83.3,83.3,50.0,CS100010,커피
20221,11440720,성산1동,86.7,66.7,46.7,CS100010,커피
20214,11440720,성산1동,86.7,66.7,46.7,CS100010,커피
20222,11440730,성산2동,88.9,66.7,44.4,CS100010,커피
20221,11440730,성산2동,100.0,71.4,71.4,CS100010,커피
20214,11440730,성산2동,100.0,71.4,71.4,CS100010,커피
20222,11440740,상암동,83.8,48.6,43.2,CS100010,커피
20221,11440740,상암동,69.6,47.8,34.8,CS100010,커피
20214,11440740,상암동,69.6,47.8,34.8,CS100010,커피
20224,11440555,아현동,73.9,52.2,30.4,CS100001,한식
20223,11440555,아현동,73.9,52.2,30.4,CS100001,한식
20224,11440565,공덕동,71.9,59.4,43.8,CS100001,한식
20223,11440565,공덕동,71.9,59.4,43.8,CS100001,한식
20224,11440585,도화동,67.6,50.0,35.3,CS100001,한식
20223,11440585,도화동,67.6,50.0,35.3,CS100001,한식
20224,11440590,용강동,61.5,38.5,26.9,CS100001,한식
20223,11440590,용강동,61.5,38.5,26.9,CS100001,한식
20224,11440600,대흥동,58.3,29.2,25.0,CS100001,한식
20223,11440600,대흥동,58.3,29.2,25.0,CS100001,한식
20224,11440610,염리동,53.8,46.2,30.8,CS100001,한식
20223,11440610,염리동,53.8,46.2,30.8,CS100001,한식
20224,11440630,신수동,81.3,50.0,50.0,CS100001,한식
20223,11440630,신수동,81.3,50.0,50.0,CS100001,한식
20224,11440655,서강동,58.3,31.3,29.2,CS100001,한식
20223,11440655,서강동,58.3,31.3,29.2,CS100001,한식
20224,11440660,서교동,51.3,27.5,20.6,CS100001,한식
20223,11440660,서교동,51.3,27.5,20.6,CS100001,한식
20224,11440680,합정동,47.1,33.3,21.6,CS100001,한식
20223,11440680,합정동,47.1,33.3,21.6,CS100001,한식
20224,11440690,망원1동,59.0,43.6,33.3,CS100001,한식
20223,11440690,망원1동,59.0,43.6,33.3,CS100001,한식
20224,11440700,망원2동,70.8,45.8,25.0,CS100001,한식
20223,11440700,망원2동,70.8,45.8,25.0,CS100001,한식
20224,11440710,연남동,62.7,29.4,13.7,CS100001,한식
20223,11440710,연남동,62.7,29.4,13.7,CS100001,한식
20224,11440720,성산1동,69.6,52.2,30.4,CS100001,한식
20223,11440720,성산1동,69.6,52.2,30.4,CS100001,한식
20224,11440730,성산2동,61.1,50.0,38.9,CS100001,한식
20223,11440730,성산2동,61.1,50.0,38.9,CS100001,한식
20224,11440740,상암동,58.8,32.9,23.5,CS100001,한식
20223,11440740,상암동,58.8,32.9,23.5,CS100001,한식
20224,11440555,아현동,100.0,100.0,0.0,CS100002,중식
20223,11440555,아현동,100.0,100.0,0.0,CS100002,중식
20224,11440565,공덕동,75.0,50.0,25.0,CS100002,중식
20223,11440565,공덕동,75.0,50.0,25.0,CS100002,중식
20224,11440585,도화동,100.0,100.0,100.0,CS100002,중식
20223,11440585,도화동,100.0,100.0,100.0,CS100002,중식
20224,11440590,용강동,75.0,75.0,50.0,CS100002,중식
20223,11440590,용강동,75.0,75.0,50.0,CS100002,중식
20224,11440600,대흥동,100.0,100.0,100.0,CS100002,중식
20223,11440600,대흥동,100.0,100.0,100.0,CS100002,중식
20224,11440610,염리동,50.0,50.0,0.0,CS100002,중식
20223,11440610,염리동,50.0,50.0,0.0,CS100002,중식
20224,11440630,신수동,100.0,100.0,100.0,CS100002,중식
20223,11440630,신수동,100.0,100.0,100.0,CS100002,중식
20224,11440655,서강동,100.0,100.0,100.0,CS100002,중식
20223,11440655,서강동,100.0,100.0,100.0,CS100002,중식
20224,11440660,서교동,66.7,40.7,33.3,CS100002,중식
20223,11440660,서교동,66.7,40.7,33.3,CS100002,중식
20224,11440680,합정동,100.0,100.0,50.0,CS100002,중식
20223,11440680,합정동,100.0,100.0,50.0,CS100002,중식
20224,11440690,망원1동,100.0,100.0,100.0,CS100002,중식
20223,11440690,망원1동,100.0,100.0,100.0,CS100002,중식
20224,11440700,망원2동,75.0,75.0,75.0,CS100002,중식
20223,11440700,망원2동,75.0,75.0,75.0,CS100002,중식
20224,11440710,연남동,71.4,57.1,42.9,CS100002,중식
20223,11440710,연남동,71.4,57.1,42.9,CS100002,중식
20224,11440720,성산1동,100.0,100.0,100.0,CS100002,중식
20223,11440720,성산1동,100.0,100.0,100.0,CS100002,중식
20224,11440730,성산2동,100.0,100.0,0.0,CS100002,중식
20223,11440730,성산2동,100.0,100.0,0.0,CS100002,중식
20224,11440740,상암동,50.0,25.0,0.0,CS100002,중식
20223,11440740,상암동,50.0,25.0,0.0,CS100002,중식
20224,11440555,아현동,100.0,50.0,50.0,CS100003,일식
20223,11440555,아현동,100.0,50.0,50.0,CS100003,일식
20224,11440565,공덕동,100.0,100.0,50.0,CS100003,일식
20223,11440565,공덕동,100.0,100.0,50.0,CS100003,일식
20224,11440585,도화동,60.0,60.0,60.0,CS100003,일식
20223,11440585,도화동,60.0,60.0,60.0,CS100003,일식
20224,11440590,용강동,66.7,66.7,0.0,CS100003,일식
20223,11440590,용강동,66.7,66.7,0.0,CS100003,일식
20224,11440600,대흥동,,,,CS100003,일식
20223,11440600,대흥동,,,,CS100003,일식
20224,11440610,염리동,80.0,20.0,20.0,CS100003,일식
20223,11440610,염리동,80.0,20.0,20.0,CS100003,일식
20224,11440630,신수동,,,,CS100003,일식
20223,11440630,신수동,,,,CS100003,일식
20224,11440655,서강동,76.9,30.8,30.8,CS100003,일식
20223,11440655,서강동,76.9,30.8,30.8,CS100003,일식
20224,11440660,서교동,70.6,39.7,27.9,CS100003,일식
20223,11440660,서교동,70.6,39.7,27.9,CS100003,일식
20224,11440680,합정동,63.6,27.3,27.3,CS100003,일식
20223,11440680,합정동,63.6,27.3,27.3,CS100003,일식
20224,11440690,망원1동,81.8,63.6,63.6,CS100003,일식
20223,11440690,망원1동,81.8,63.6,63.6,CS100003,일식
20224,11440700,망원2동,100.0,0.0,0.0,CS100003,일식
20223,11440700,망원2동,100.0,0.0,0.0,CS100003,일식
20224,11440710,연남동,82.4,64.7,29.4,CS100003,일식
20223,11440710,연남동,82.4,64.7,29.4,CS100003,일식
20224,11440720,성산1동,75.0,75.0,50.0,CS100003,일식
20223,11440720,성산1동,75.0,75.0,50.0,CS100003,일식
20224,11440730,성산2동,100.0,0.0,0.0,CS100003,일식
20223,11440730,성산2동,100.0,0.0,0.0,CS100003,일식
20224,11440740,상암동,50.0,11.1,11.1,CS100003,일식
20223,11440740,상암동,50.0,11.1,11.1,CS100003,일식
20224,11440555,아현동,,,,CS100004,양식
20223,11440555,아현동,,,,CS100004,양식
