quarter,trdar_code,industry_code,monthly_sales,monthly_count,weekday_sales,weekend_sales,mon_sales,tue_sales,wed_sales,thu_sales,fri_sales,sat_sales,sun_sales,time_00_06_sales,time_06_11_sales,time_11_14_sales,time_14_17_sales,time_17_21_sales,time_21_24_sales,male_sales,female_sales,age_10_sales,age_20_sales,age_30_sales,age_40_sales,age_50_sales,age_60_above_sales,weekday_count,weekend_count,mon_count,tue_count,wed_count,thu_count,fri_count,sat_count,sun_count,time_00_06_count,time_06_11_count,time_11_14_count,time_14_17_count,time_17_21_count,time_21_24_count,male_count,female_count,age_10_count,age_20_count,age_30_count,age_40_count,age_50_count,age_60_above_count
20221,3120105,CS100009,1139179859,24408,704736829,434443030,126097289,140125892,135533069,139265104,163715475,262167458,172275572,30414259,0,10150224,24215420,621507684,452892272,542816072,558492835,39435037,582166596,324372368,80233443,51575336,23526128,16394,8014,2712,3116,3360,3222,3984,5147,2867,333,0,629,928,13484,9034,12134,11629,787,11995,6387,1926,1705,957
20221,3110555,CS100010,7292861,921,6779884,512977,1205391,1611410,1224390,1189910,1548783,512977,0,0,564345,4480282,1438307,809927,0,3324148,2580367,0,1256055,1184984,898590,1918211,646675,851,70,155,226,155,126,189,70,0,0,98,478,240,105,0,423,409,0,231,182,119,211,84
20221,3110572,CS100005,456749063,55793,314519313,142229750,62409389,69308351,58576789,66805818,57418966,74197472,68032278,66814,88451530,101270394,98867636,114303431,53789258,213621106,232913267,5630891,79466624,88730300,115976140,99353307,57377112,39483,16310,8123,8468,7667,8116,7109,8350,7960,18,10743,11845,11601,14568,7018,26880,27947,976,11757,10795,12953,12062,6283
20221,3110545,CS100005,197311444,23166,146124196,51187248,28853835,25954821,29824198,31609447,29881895,27750919,23436329,0,35927165,38905978,35505570,73249070,13723661,69897582,115809331,746884,36976323,43114805,44578737,38972146,21318017,17488,5678,3579,3221,3753,3734,3201,2929,2749,0,4665,3728,4019,8891,1863,7830,14996,134,6014,5648,4790,4056,2185
20221,3120104,CS100003,3998609666,114837,2569521017,1429088649,487317243,468746316,494507811,523162423,595787224,856160294,572928355,0,3590182,918948377,631034678,1993760294,451276135,1793880917,1878506671,68305687,1791861192,966343757,369382287,337865957,138628705,75750,39087,14564,14114,14658,15614,16800,22050,17037,0,83,37767,20654,49851,6482,50522,59558,2934,55342,27893,10861,9235,3806
20221,3120105,CS100005,725117348,60192,458891253,266226095,67486937,88868777,90277153,107429028,104829358,148346254,117879841,0,68617869,168767780,238146289,221270188,28315222,224203666,462955417,10430954,291082100,190793447,101507464,64689511,28655608,40770,19422,6578,7824,8440,9160,8768,10803,8619,0,9036,13209,16878,18093,2976,17737,40279,946,26429,15284,7386,5273,2707
20221,3120104,CS100002,1061223105,27095,686057823,375165282,107111202,138938793,142714212,144263929,153029687,200629944,174535338,2466076,589526,205337187,144818089,551781515,156230712,565666205,335214463,5018797,238495287,314609695,164305966,113618678,64832238,18571,8524,3134,3423,3895,4157,3962,4281,4243,62,16,8988,4647,11080,2302,14880,9290,274,6459,7599,4481,3213,2152
20221,3110540,CS100001,142954169,2903,90135537,52818632,6493033,12515079,17902642,22580843,30643940,33641313,19177319,1772065,1543777,18910914,4500166,74601807,41625440,88930008,38329468,0,22584913,34491737,30018102,23616229,16548495,1936,967,217,340,359,461,559,565,402,37,14,630,180,1415,627,1872,877,0,515,571,631,645,389
20221,3110587,CS100001,135142132,3053,116963302,18178830,19476293,24762252,23183243,26374842,23166672,16662896,1515934,0,635125,39025523,7013687,67099827,21367970,78509269,27547010,0,12235902,33257986,17418356,28599219,14544818,2679,374,468,608,580,525,498,351,23,0,33,1353,159,1148,360,1948,672,0,276,626,474,765,478
20221,3110564,CS100001,582315886,18712,332925715,249390171,64935598,62042700,60705505,65696676,79545236,150051363,99338808,0,2994515,93157099,65272270,336508620,84383382,265926527,263774161,11822289,238052761,143848373,70928046,50740888,14308333,11678,7034,2110,2233,2210,2512,2613,3946,3088,0,306,5363,2822,8558,1663,7737,9488,352,7509,4643,2328,1760,637
20221,3110148,CS100001,638632954,34641,568693451,69939503,128300426,113648583,112621494,114274223,99848725,38676934,31262569,142740,8741877,299876090,91582317,202679244,35610686,285961361,113202365,4468861,180652353,82846565,50532806,61752353,18910790,30722,3919,6327,6347,6038,6749,5261,1844,2075,5,1042,18717,4828,9635,414,21234,9192,461,16584,5808,1907,4612,1051
20221,3120096,CS100003,147858797,4984,106624313,41234484,15896703,18744131,18505009,26405452,27073018,20512555,20721929,112358,218938,50956736,10961588,72584010,13025167,48844580,80484317,1771371,58972104,33797468,12774538,17058293,4955124,3616,1368,582,645,649,889,851,659,709,3,6,2032,386,2307,250,1443,3237,92,2326,1030,446,622,162
20222,3110561,CS100004,219784636,6228,152434484,67350152,25366623,19903639,61312632,21001290,24850300,36314658,31035494,0,0,50510759,38193110,122057707,9023060,54943891,148211107,201111,68306108,54330153,15182000,15774604,49361023,3933,2295,871,757,798,712,795,1275,1020,0,0,1514,1635,2744,335,2027,3893,11,2578,1948,580,484,317
20222,3130198,CS100007,31556990,911,25034215,6522775,3102628,5343415,5166511,6980912,4440749,5186922,1335853,712153,0,0,1365338,16052923,13426576,15818656,14259597,358344,2221443,6530521,10665919,7348901,2953125,689,222,91,140,141,181,136,163,59,18,0,0,54,499,340,420,455,14,63,191,306,214,87
20222,3120104,CS100001,14720729447,347839,9547311933,5173417514,1559757567,1694755248,1967360789,1834044477,2491393852,3019631691,2153785823,651625684,148804680,2360053570,1436759601,6480395694,3643090218,6969303657,6073464625,106461771,4790349837,3894029967,1958524622,1536325736,756979697,241203,106636,42721,45917,49441,46613,56511,60646,45990,12693,6849,96962,43677,129293,58365,160782,158264,3915,115803,91967,47937,40050,19365
20222,3130186,CS100001,620173018,36566,356430579,263742439,67580005,43219710,72947800,79362469,93320595,148131933,115610506,0,13918696,215072253,144031350,216595070,30555649,299728276,294732459,3130273,111268955,150979813,130501387,134674005,63906303,22078,14488,4188,3125,4511,4757,5497,7952,6536,0,1223,13268,9528,11741,806,17129,18602,224,6121,8143,8103,8357,4783
20222,3110148,CS100001,1145368766,63613,1008204281,137164485,204521132,231576495,225289840,172179415,174637399,84340512,52823973,1027607,21955598,473496210,117928696,417282123,113678532,526765049,255781191,24328371,398990527,124833114,76700994,126058311,31634931,57093,6520,11653,13167,11927,10709,9637,3063,3457,27,2648,31541,9630,18478,1289,36545,21173,2652,34811,7398,3941,7396,1516
20222,3110545,CS100002,72237758,3080,57580941,14656817,9878325,8031448,14326153,14493536,10851479,12159775,2497042,1451996,598706,26615643,10641648,25265206,7664559,43950478,18227854,229470,11655829,16650126,15461452,11392165,6789288,2578,502,450,453,563,619,493,364,138,8,29,1387,564,991,101,1798,1001,16,523,734,638,587,299
20222,3120094,CS100003,3145347903,116141,2175841022,969506881,361948026,411476717,459442720,415973668,526999891,590043399,379463482,74634513,2147310,802417820,355432078,1349285207,561430975,1650769548,1299072604,39534368,1302147956,724826004,297564625,434166741,151602455,85347,30794,14895,17446,17498,16661,18847,18293,12501,1127,112,41021,15730,49036,9115,57775,55571,2421,56097,22886,9836,16846,5258
20222,3110520,CS100004,229284840,9882,147645450,81639390,19178986,14137574,35759628,39438654,39130608,45423232,36216158,0,0,57617632,37243495,126742056,7681657,99486092,128604838,5342264,122450452,46735971,18583073,27869186,7109985,6785,3097,797,650,1682,1736,1920,1847,1250,0,0,2739,1660,5201,282,3885,5945,241,5498,1912,798,1096,284
20222,3110562,CS100004,130757500,4186,69547908,61209592,15492428,284223,19185833,14606634,19978790,31544644,29664948,0,4805526,74277741,28511791,20207059,2955383,35796239,76584075,906674,50170625,33382535,13020021,10943387,3957075,2333,1853,537,11,661,513,611,933,920,0,157,2219,1042,697,71,1193,2492,33,1612,1086,435,379,140
20222,3110550,CS100005,283872354,31717,167748638,116123716,0,38939602,41881448,37526477,49401111,62109486,54014230,0,56795319,78362755,59658263,73242030,15813987,105795839,163376191,481074,60991765,90411362,55396537,42082064,19809229,19745,11972,0,4666,5256,4400,5423,6248,5724,0,6715,7773,6771,8610,1848,12257,18859,33,8046,10977,5952,3819,2288
20222,3130178,CS100010,184282485,27750,150842960,33439525,29906654,32078986,30487094,28469663,29900563,25862433,7577092,0,1793977,48210159,51277154,81992846,1008349,21050967,162285250,16797799,123919666,13195416,9656325,15565634,4201377,23234,4516,4643,5070,4577,4491,4453,3690,826,0,217,7654,7152,12614,113,2759,24963,2939,19450,1445,1353,2143,393
20222,3120099,CS100010,415994450,46640,247872056,168122394,31499937,60770586,46870851,68103044,40627638,85983315,82139079,0,47640091,112089279,143713603,110095147,2456330,178617104,217912638,2732350,86653160,136179800,102799200,47145959,21019272,26474,20166,4347,5054,5656,6651,4766,10660,9506,0,6834,13409,15216,11103,78,17418,27493,316,9887,15251,11591,5410,2456
20222,3110570,CS100010,621000000,81974,443134011,177865989,84600668,99963862,106724745,79864673,71980063,69391428,108474561,0,123502669,198855783,169200953,103332886,26107709,243378654,294139549,4119093,82573261,117135343,154937672,134078256,44674577,60175,21799,12409,13083,13523,10529,10631,9284,12515,0,18293,23798,22457,14219,3207,34958,39976,620,14692,18993,21570,14155,4903
20222,3130183,CS100005,68951143,6945,57631803,11319340,10590594,12729835,11700262,9953431,12657681,11319340,0,0,4800339,27940410,19715209,15972245,522940,19176684,41445327,43929,9633775,15914474,16783488,13497154,4749188,5820,1125,1102,1263,1155,1054,1246,1125,0,0,518,2677,2059,1655,36,1866,4544,12,1161,1734,1740,1329,432
20222,3110547,CS100002,4111449,255,759995,3351454,0,218031,0,541964,0,1551138,1800316,0,0,1139992,2055725,915732,0,2460639,1650810,0,598030,517046,872126,1407858,716389,48,207,0,18,0,30,0,101,106,0,0,81,112,62,0,156,99,0,30,36,44,82,63
20222,3120102,CS100006,11062949,393,6012188,5050761,1646088,0,1569477,1480443,1316180,2795242,2255519,0,0,766104,2391485,5653291,2252069,6411804,2419783,151840,3651760,1187115,1439033,1256133,1145705,215,178,69,0,48,56,42,102,76,0,0,35,56,205,97,242,98,7,110,56,56,62,49
20222,3110540,CS100001,196100339,3741,118516943,77583396,20314730,21560799,20799167,24827519,31014728,46242300,31341096,23820969,0,29070135,9162669,80686576,53359990,112124946,66207901,957163,28112804,44850767,34861422,40856056,28694635,2315,1426,411,380,365,575,584,836,590,426,0,741,185,1465,924,2179,1310,12,608,807,699,812,547
20222,3110547,CS100001,2164269542,70371,1406862435,757407107,256041966,275269364,278066684,270029388,327455033,445674706,311732401,63837039,21584994,465250758,246923907,1018331969,348340875,1219262591,775096667,7010080,302826163,410628172,438943802,506038313,328912731,48905,21466,9064,10029,9386,9504,10922,12062,9404,1709,1177,21048,9376,29123,7938,39774,26229,310,10251,13417,14805,15784,11439
20222,3120103,CS100001,17595121587,563681,11338373955,6256747632,1955905919,2019297752,2201660425,2186700382,2974809477,3683966673,2572780959,1576228351,303207238,2829582624,1263597979,6518920927,5103584468,9086039725,7050683244,400877823,7667402545,4435171188,1697935566,1434531320,500804518,388171,175510,70950,76627,74396,73934,92264,101764,73746,39744,10461,169699,63722,178519,101536,277015,252698,17959,252671,124426,56928,57527,20205
20222,3110550,CS100001,4251162671,82883,2984688817,1266473854,486587222,573787749,594207426,583609066,746497354,825220054,441253800,73975133,11344500,709254566,324840302,2132047608,999700562,2210858643,1445937237,7678914,761504004,1069971361,695876452,632061841,489703316,61111,21772,10450,12286,12585,11732,14058,13775,7997,1228,139,25715,8859,33397,13545,42571,31733,151,14735,20275,13539,13256,12355
20222,3110144,CS100001,240324192,3234,170929106,69395086,27471970,24664490,40017324,32370015,46405307,50875377,18519709,17061055,0,7579769,1906373,127414635,86362360,132325009,59377523,1395866,54479430,53884615,34118917,31458502,16365203,2224,1010,338,367,510,371,638,724,286,245,0,228,62,1544,1155,1860,974,17,798,832,458,439,287
20222,3110545,CS100001,1898387955,66118,1445030704,453357251,251204430,320162385,294085995,288205760,291372134,256782671,196574580,49020791,80790401,478746117,181636771,789491134,318702741,1044110492,577795094,3535953,242270436,357813038,469526439,315878871,232880849,49893,16225,9509,10038,9646,10133,10567,8973,7252,2075,3367,22741,8902,21683,7350,34769,25808,225,11146,14302,14199,12635,8072
20222,3110570,CS100001,101504436,3821,92001479,9502957,18649318,17484301,22848291,17596557,15423012,9502957,0,0,439987,50437985,5407417,38356546,6862501,54144695,17315732,0,2050435,9499222,14170290,21965616,23774864,3485,336,768,690,840,609,578,336,0,0,8,2613,216,844,140,2146,883,0,161,702,659,945,559
20222,3120105,CS100002,668887889,23319,452964508,215923381,102626866,69249894,50778569,111681467,118627712,136057638,79865743,4835227,265695,156235103,62950860,299942273,144658731,316783747,272296101,8610681,217250813,148009045,102354533,84608995,28245781,16410,6909,3477,3183,1891,3948,3911,4044,2865,108,10,8489,2739,8786,3187,11353,10247,634,8401,4704,3298,3095,1469
20222,3120096,CS100010,1260059129,203084,893593419,366465710,177530220,187832514,174426547,174745761,179058377,204279868,162185842,0,134218515,328149386,348545107,392762703,56383418,351068524,882898026,46739316,609637777,260137062,129831380,153827023,33793994,148269,54815,29780,30832,29357,29485,28815,30141,24674,0,27703,55483,53708,58701,7489,56086,145696,7805,104971,41970,19034,22903,5102
20222,3120101,CS100007,173256384,3181,124668142,48588242,18052157,22654845,20812381,33257198,29891561,34660139,13928103,6699422,0,0,1078017,62838022,102640923,96474703,55641810,724187,35460444,59968437,23501914,23332629,9128903,2404,777,314,506,410,587,587,475,302,155,0,0,44,1179,1803,1879,997,6,728,926,484,503,229
20222,3110578,CS100007,157904761,6042,110030266,47874495,17611960,18874955,22052677,22395917,29094757,27630694,20243801,19273151,0,416051,3585850,56899198,77730511,93984404,54731790,3029916,17910835,31843607,44004397,34353012,17574430,4232,1810,681,789,768,880,1114,1066,744,515,0,25,264,2640,2598,3601,2255,136,717,1110,1739,1538,618
20222,3130194,CS100007,27021867,520,21818771,5203096,5675482,5613865,4970327,2622087,2937010,3026011,2177085,1670468,0,212232,0,6154715,18984452,12309429,3532628,0,554541,6072560,3751706,3984476,1478774,389,131,95,102,75,62,55,69,62,42,0,7,0,95,376,240,102,0,21,123,69,89,42
20222,3130183,CS100009,3861220480,67951,3277988274,583232206,473896638,730994262,707985324,715475625,649636425,405290266,177941940,879518102,2714988,113442856,16378221,702691249,2146475064,1929507214,915893545,9559868,656072446,960088432,824785221,320086750,74808044,56479,11472,9413,12103,11754,11639,11570,7581,3891,12320,720,7468,1859,12928,32656,36286,19371,221,13950,18698,13923,6890,1971
20222,3120105,CS100009,1904397876,44042,1175387887,729009989,153386362,189220657,263241105,253605605,315934158,441512756,287497233,340294931,729141,162125521,38332115,555730075,807186093,910004604,902881263,38971100,852314128,540298694,196433528,126056117,58812302,28633,15409,4062,4413,6486,6091,7581,9888,5521,6550,16,3996,1397,14303,17780,22018,20827,797,18879,12710,4902,3565,1994
20222,3110569,CS100006,105958961,6275,63013143,42945818,11821957,12936052,8175794,13463011,16616329,22998278,19947540,0,0,33634291,22182396,47124660,3017614,55378914,44089927,1552727,36988539,23693965,13315234,17796914,6121460,3967,2308,659,870,529,849,1060,1200,1108,0,0,1832,1226,2990,227,3299,2744,124,2246,1398,757,1084,430
20222,3120100,CS100010,742752300,107064,493970312,248781988,84503368,94328658,94044387,99667800,121426099,137937102,110844886,4057999,80023059,206615120,220925965,185772828,45357329,230754775,451543855,10049134,282702170,199706183,90227059,71753209,27860870,73039,34025,13757,14732,14293,13966,16291,18960,15065,532,17581,29697,28998,24231,6025,39948,63769,1373,37795,33922,15199,11510,3918
20222,3120107,CS100010,1318794258,235907,1111634989,207159269,214080984,238612616,210500484,220968488,227472417,119787232,87372037,0,287769538,493060989,252571226,233460709,51931796,567155180,556099771,10410797,235332089,376410283,237106707,171996998,91998076,206734,29173,41270,43379,40007,40315,41763,17153,12020,0,77908,80936,41309,29617,6137,115692,102100,2005,48240,75067,47388,30575,14518
20222,3110148,CS100009,145602159,3067,132735561,12866598,31286951,20589260,26155809,28544864,26158677,10501410,2365188,12724923,0,6710227,1047021,40585737,84534251,83560598,37940424,4801393,69451193,11612683,14672316,18957940,2005496,2841,226,609,592,595,590,455,196,30,167,0,543,24,1263,1070,1807,948,103,1468,351,280,434,115
20222,3130183,CS100001,10165883875,222796,8553953624,1611930251,1464833907,1729138418,1763850866,1898239933,1697890500,920115563,691814688,206168968,89268978,2406573861,528327056,4583073786,2352471226,4390303516,2169587993,10574350,1070996339,2031165380,1773817960,1202609657,470727837,191313,31483,35783,40077,38484,38473,38496,18152,13331,2958,4576,103489,14139,68345,29289,114586,61497,240,30699,52281,46033,34335,12488
20222,3110573,CS100001,89096878,1767,52351336,36745542,8054439,10982995,9907517,9221001,14185384,29888404,6857138,7260430,364807,7322400,1646070,28189284,44313887,58793319,20799453,674550,35978601,17686746,10974038,10409211,3869627,1250,517,176,256,284,236,298,363,154,124,28,451,80,568,516,1093,429,21,479,279,240,330,170
20222,3120099,CS100001,1887284211,108579,1243913272,643370939,196578194,263532455,260837581,289230560,233734482,370377646,272993293,0,6624679,1141862342,239273362,497163851,2359977,795081845,752329118,16964621,110151249,275570429,449805769,307584478,387334416,68183,40396,12088,13186,14443,14652,13814,22238,18158,0,1361,56354,18106,31868,890,51700,47565,1780,9629,18576,29095,19466,20722
20222,3110579,CS100001,446771205,5806,386625484,60145721,85093259,82673347,69064609,66872819,82921450,48518650,11627071,75519562,0,45415651,2594537,104196449,219045006,189776130,50930979,0,32568875,92103127,58474116,45370719,12190273,5267,539,1044,1261,976,968,1018,443,96,484,0,2848,72,919,1483,3256,1402,0,662,1514,1145,1032,304
20222,3120102,CS100002,450292263,18001,351344405,98947858,66027178,77661167,63017795,66495720,78142545,58382213,40565645,7481148,5946800,208644558,49989890,143010704,35219163,229039181,101475710,1134957,52536303,87754267,84962789,65095321,39031259,14723,3278,2536,3284,2805,3049,3049,2058,1220,259,188,10786,2415,3822,531,10184,4721,62,3141,4063,3794,2401,1448
20222,3120100,CS100002,315292889,10330,205218147,110074742,16824359,55891403,47407383,42936327,42158675,54538160,55536582,0,247873,116147763,50174715,124028648,24693890,149908757,115281749,537842,49308546,65629619,63330728,47257822,39125949,7094,3236,596,1820,1767,1398,1513,1774,1462,0,7,4764,1812,3282,465,5225,4088,21,1709,2325,2309,1739,1209
20222,3110548,CS100002,95657934,3223,69836317,25821617,12329671,14312507,17747138,13477777,11969224,13540696,12280921,13511498,7200918,26119786,11759939,20126701,16939092,61566305,24824201,118086,13343616,24992636,22695982,18451038,6789149,2595,628,548,493,545,527,482,323,305,274,13,1330,556,752,298,1962,988,6,518,730,602,747,348
20222,3110572,CS100003,74854749,5709,53252518,21602231,11164509,12850130,9176789,10823006,9238084,10214431,11387800,0,74430,35800859,15034872,23125858,818730,43574730,27470952,3146797,20095928,14852023,15615560,11369769,5965606,4184,1525,866,1007,735,824,752,744,781,0,9,2512,1226,1901,61,3305,2169,276,1790,1135,1123,849,300
20222,3130183,CS100003,2069981254,41286,1825089257,244891997,297244916,433955949,346798162,356860181,390230049,183395021,61496976,67838308,167553,682709069,73258656,700055446,545952222,697066775,422926246,1226422,198135980,360256371,310340010,188967029,61067211,36388,4898,6887,8303,6841,6965,7392,3313,1585,470,5,21418,2029,12536,4828,16656,13443,59,7394,10433,6945,4142,1138
20222,3120107,CS100004,397526112,6869,289653609,107872503,60644716,49630591,38168305,57844628,83365369,59294357,48578146,14560642,0,120723021,59876151,133528555,68837743,112622609,169120385,204909,37242641,93493939,46826685,52582831,51391991,4704,2165,907,830,855,975,1137,1212,953,32,0,2502,1383,2645,307,2258,3618,6,1022,1993,1012,1109,733
20222,3110550,CS100004,521236356,10842,266982695,254253661,41666500,48662045,48054321,45540518,83059311,135665029,118588632,3315629,0,82433713,89447586,268022602,78016826,195875535,298831863,3106734,217786141,188771087,45033556,33450973,6558906,5637,5205,856,998,1024,1032,1727,2819,2386,40,0,2251,1974,5470,1107,3863,6721,92,5073,3819,847,637,115
20222,3120096,CS100006,199839411,17295,142788580,57050831,24138817,28931884,28663493,27820124,33234262,29371801,27679030,482775,2873451,57814122,35632327,90315188,12721548,67463635,98388090,5715803,69230916,36388626,23297874,21566728,9651777,12643,4652,2281,2519,2685,2430,2728,2369,2283,21,302,4298,3195,8462,1017,5862,10968,685,8390,3184,2007,1969,596
20222,3110754,CS100007,67958066,2370,44711751,23246315,8067926,7192094,6838920,11047164,11565647,10671769,12574546,5282876,0,0,1991263,32117653,28566274,41937668,24789320,0,8333340,13135211,16883264,20781436,7593738,1606,764,346,257,208,369,426,352,412,117,0,0,126,1222,905,1441,894,0,262,432,662,703,275
20222,3110548,CS100007,76787655,3695,52254314,24533341,8454063,10656008,10868231,10237785,12038227,12828179,11705162,7031009,0,1265414,4298687,38880503,25312042,47382420,28903529,970896,14981140,15692637,19649258,20069624,4922393,2472,1223,414,565,435,441,617,638,585,304,0,78,244,1959,1110,2270,1403,35,782,758,883,962,252
20222,3110550,CS100007,187311888,6051,131205809,56106079,24982614,22885956,27964237,25375779,29997223,36246463,19859616,23984657,0,1153180,4260094,77926618,79987339,107637059,57750607,952041,30609626,51752466,31515636,33799505,16758389,4031,2020,774,751,897,738,871,1170,850,682,0,26,189,2951,2203,3319,2256,39,1031,1836,1047,1044,576
20222,3110148,CS100008,43609800,5220,33019031,10590769,7259105,6747151,7824108,6550330,4638337,5549769,5041000,0,1678565,20717865,7374758,13838612,0,20317852,17481162,1133721,22027188,7729676,2443575,3961393,503464,3974,1246,843,935,854,790,552,594,652,0,260,2248,955,1757,0,2643,2392,170,3279,806,307,435,37
20222,3110144,CS100008,104540303,10782,74344986,30195317,13057010,16054605,14441992,15746823,15044556,15226624,14968693,21408310,13366917,24850285,11507209,22010915,11396667,62441527,34148420,1611529,33218923,26695176,10119256,15515105,9429958,7656,3126,1470,1486,1578,1448,1674,1603,1523,1782,1413,2589,996,2662,1340,6637,3949,148,3825,2621,1153,1737,1104
20222,3110557,CS100008,56174700,7008,53366233,2808467,9469068,10287712,10649886,12275391,10684176,2808467,0,0,225020,25938407,9085460,20154315,771498,24062166,21765888,0,6507372,15386028,10873836,9708016,3352802,6665,343,1222,1329,1275,1543,1296,343,0,0,22,2903,1158,2807,118,3161,3000,0,954,1983,1446,1286,493
20222,3120101,CS100009,3218372606,241913,2129464473,1088908133,364601900,394690772,406728820,428456049,534986932,712242096,376666037,754542749,147744180,193388052,159603020,733670526,1229424079,1727942867,1326998412,6929641,1012084801,1099349805,433227091,376437923,126912022,180552,61361,32954,35369,34234,36657,41338,40296,21065,29533,42701,37607,27404,63006,41662,102295,136145,1274,73810,72894,42169,36614,11679
20222,3110554,CS100009,195412029,3966,124483720,70928309,22322320,17551697,21511128,26283942,36814633,49325313,21602996,41181578,0,4566041,378447,42021839,107264124,102219869,83402457,361992,64412543,70743128,28985044,17144235,3975385,2649,1317,510,401,472,543,723,916,401,713,0,368,26,779,2080,2130,1682,16,1229,1443,620,382,121
20222,3110520,CS100009,46209073,234,34367287,11841786,1332118,5623008,10938088,2235815,14238258,11841786,0,29969292,200822,0,0,876921,15162038,43076255,1158071,0,1907805,669406,12256818,29400298,0,181,53,34,13,40,34,60,53,0,54,7,0,0,21,152,180,48,0,94,20,46,66,0
20222,3110542,CS100002,230193050,11304,145968989,84224061,19715706,21253196,30991671,39676074,34332342,34968779,49255282,0,3243121,110441033,34431544,81821837,255515,138263381,70526417,54753,19617091,42851961,58860802,56765551,30639640,7521,3783,1041,1134,1626,1936,1784,1794,1989,0,143,5814,1836,3502,9,7036,3553,9,1259,2076,2927,2842,1476
20222,3110148,CS100010,140119468,47859,116052875,24066593,24184910,25593784,24263598,19891305,22119278,13138055,10928538,8866,25793842,62348183,28120563,22461330,1386684,70439007,62698810,2513945,73929514,23032597,11328170,19110553,3223035,40927,6932,8805,9305,8354,7473,6990,3679,3253,4,11599,20560,9050,6536,110,24669,22730,866,29763,7011,3082,5813,864
20222,3130197,CS100009,1184834294,28391,925988004,258846290,158975291,172303858,196373857,184862043,213472955,164371238,94475052,32953654,831692,57828695,47865559,365928209,679426485,725794846,219233848,215270,122823479,255116556,220822115,223786763,122264509,22052,6339,3824,4268,4574,4324,5062,3989,2350,800,28,2965,1384,8815,14399,17536,6111,7,3121,6140,5462,5659,3256
20222,3130185,CS100010,42331830,3549,23280329,19051501,3562502,4335778,5196162,4358613,5827274,9731952,9319549,0,507892,7962212,17760609,15655908,445209,9935760,32187207,410559,24110361,9617965,4339661,3007828,636592,2007,1542,280,402,474,347,504,788,754,0,81,677,1546,1214,31,850,2684,46,1986,846,356,245,55
20222,3130186,CS100010,21501619,2457,10184081,11317538,1343204,990158,2783345,2178445,2888929,6352757,4964781,0,333083,5241138,9050970,6876428,0,7516064,13985555,0,10445352,6666827,2912071,1399199,78170,1200,1257,183,112,360,263,282,761,496,0,52,565,1052,788,0,825,1632,0,1191,725,355,179,7
20222,3130175,CS100001,293519003,27397,206677018,86841985,43043921,40951307,40027334,37140276,45514180,42934540,43907445,0,4395350,109466381,48392027,109049586,22215659,153710860,135001178,10305721,134281387,55114362,32743039,35547388,20720142,19942,7455,4133,3949,3932,3569,4359,3839,3616,0,259,10489,5003,10154,1492,13278,13819,1132,12650,5021,2985,3221,2088
20222,3130185,CS100001,121615188,4816,72618313,48996875,14635654,9830184,15410291,13750113,18992071,24868185,24128690,5211370,2460791,8533138,13338665,56651799,35419425,65489912,53840797,1114662,22298938,31344361,28416915,23135523,13020309,3010,1806,644,387,599,563,817,878,928,147,147,572,812,2200,938,2461,2264,21,688,1088,1209,998,722
20222,3120054,CS100001,5162474782,145044,3653877257,1508597525,668864560,687637240,710692166,799299509,787383782,851492303,657105222,243151674,69922984,658790401,282416129,2518919283,1389274311,2879882266,1536501274,68203939,1964144177,950338443,516527136,646876846,270292995,103638,41406,19655,20417,19425,21876,22265,21802,19604,6759,3938,30237,13429,61913,28768,83038,50258,2323,57756,28649,15062,21126,8370
20222,3110285,CS100001,279125676,5769,218189887,60935789,36821568,32821816,48929918,47376695,52239890,51562773,9373016,18601391,0,23329249,17984772,109677340,109532924,117882360,127614252,635475,27843769,55683684,63888003,48472843,48972837,4495,1274,829,808,901,839,1118,1108,166,347,0,1095,611,2006,1710,2627,2624,30,660,1295,1379,1173,714
20222,3120104,CS100002,1433648641,31882,964797958,468850683,152161671,178000739,195314895,197109791,242210862,280180249,188670434,50095746,0,226046653,139806179,628017201,389682862,764208903,421377285,4443275,302985630,416074177,220671072,162967319,78444715,22083,9799,3461,4431,4499,4655,5037,5459,4340,599,0,9508,4782,11743,5250,17662,10689,314,7885,9148,5115,3875,2027
20222,3110562,CS100002,45191967,1291,26870246,18321721,0,6186072,7634677,6108243,6941254,11987524,6334197,0,0,8199056,5638765,22012273,9341873,22773482,13807193,0,7403201,14759706,5768814,7187793,1461159,710,581,0,170,180,170,190,329,252,0,0,401,270,505,115,708,346,0,326,382,130,180,35
20222,3120106,CS100002,421906546,10359,324735719,97170827,59817903,53539311,69528597,74533257,67316651,50058705,47112122,626581,0,159153081,26320315,164150564,71656005,176151975,98473196,533868,30447090,60723813,73477413,69811986,39631001,8456,1903,1577,1654,1799,1642,1784,949,954,23,0,6352,638,2877,469,4965,3314,37,1619,2150,2133,1630,711
20222,3110550,CS100002,1223175437,23199,901684044,321491393,169832502,195035087,143226292,192937490,200652673,271797846,49693547,62135466,4537276,167412075,98905470,532403455,357781695,661313484,307746611,4610030,225259399,379832628,191954373,101468830,65934838,17477,5722,3265,3954,3015,3678,3565,4636,1086,540,144,6858,2971,8881,3805,12667,7304,172,4144,6349,4674,2728,1899
