law,query,expected_articles,returned_article,match,snippet,f1,human_verdict,action
건축법,1종 2종 근린생활시설 차이,제2조,제2조,정답,"[제2조] ② 건축물의 용도는 다음과 같이 구분하되, 각 용도에 속하는 건축물의 세부 용도는 대통령령으로 정한다.<개정 2013. 7. 16., 2022. 11. 15.> 1. 단독주택 2. 공동주택 3. 제1종 근",0.333,O,
건축법,1종 2종 근린생활시설 차이,제2조,제78조,,[제78조] ⑤ 국토교통부장관 및 시ㆍ도지사는 제4조의2에 따른 건축위원회의 심의 방법 또는 결과가 이 법 또는 이 법에 따 른 명령이나 처분 또는 조례에 위반되거나 부당하다고 인정하면 그 심의 방법 또는 결과의 취,0.333,X,무관 (미매핑)
건축법,건축물 대장 확인 방법,제38조,제13조의2,,제13조의2(건축물 안전영향평가) ① 허가권자는 초고층 건축물 등 대통령령으로 정하는 주요 건축물에 대하여,0.333,X,무관 (미매핑)
건축법,건축물 대장 확인 방법,제38조,제61조,,제61조(일조 등의 확보를 위한 건축물의 높이 제한),0.333,X,무관 (미매핑)
건축법,건축물 대장 확인 방법,제38조,제48조의3,,제48조의3(건축물의 내진능력 공개) ① 다음 각 호의 어느 하나에 해당하는 건축물을 건축하고자 하는 자는 제22조에 따른 사용승인을 받는 즉시 건축물이 지진 발생 시에 견딜 수 있는 능력(이하 “내진능력”이라 한다,0.333,X,무관 (미매핑)
건축법,건축물 대장 확인 방법,제38조,제2조,,[제2조] 16. “공사시공자”란 「건설산업기본법」 제2조제4호에 따른 건설공사를 하는 자를 말한다. 16의2. “건축물의 유지ㆍ관리”란 건축물의 소유자나 관리자가 사용 승인된 건축물의 대지ㆍ구조ㆍ설비 및 용도 등,0.333,X,무관 (전문가)
건축법,건축물 대장 확인 방법,제38조,제38조,정답,[제38조] ① 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장은 건축물의 소유ㆍ이용 및 유지ㆍ관 리 상태를 확인하거나 건축정책의 기초 자료로 활용하기 위하여 다음 각 호의 어느 하나에 해당하면 건축물대장에 건축물,0.333,O,
건축법,불법건축물 과태료 처벌,제80조,제106조,,"제106조(벌칙) ① 제23조, 제24조제1항, 제25조제3항, 제52조의3제1항 및 제52조의5제2항을 위반하여 설계ㆍ시공ㆍ공 사감리 및 유지ㆍ관리와 건축자재의 제조 및 유통을 함으로써 건축물이 부실하게 되어 착공",0.333,X,무관 (미매핑)
건축법,불법건축물 과태료 처벌,제80조,제13조,,제13조(건축 공사현장 안전관리 예치금 등) ① 제11조에 따라 건축허가를 받은 자는 건축물의 건축공사를 중단하고 장 기간 공사현장을 방치할 경우 공사현장의 미관 개선과 안전관리 등 필요한 조치를 하여야 한다. ②,0.333,X,무관 (미매핑)
건축법,불법건축물 과태료 처벌,제80조,제80조,정답,"[제80조] <개정 2011. 5. 30., 2015. 8. 11., 2019. 4. 23.> 1. 건축물이 제55조와 제56조에 따른 건폐율이나 용적률을 초과하여 건축된 경우 또는 허가를 받지 아니하거나 신 고를",0.333,O,
건축법,불법건축물 과태료 처벌,제80조,제25조,,[제25조] ② 제1항에도 불구하고 「건설산업기본법」 제41조제1항 각 호에 해당하지 아니하는 소규모 건축물로서 건축주가 직접 시공하는 건축물 및 주택으로 사용하는 건축물 중 대통령령으로 정하는 건축물의 경우에는 대,0.333,X,무관 (미매핑)
건축법,불법건축물 과태료 처벌,제80조,제70조,,제70조(특별건축구역의 건축물) 특별건축구역에서 제73조에 따라 건축기준 등의 특례사항을 적용하여 건축할 수 있는 건축물은 다음 각 호의 어느 하나에 해당되어야 한다. 1. 국가 또는 지방자치단체가 건축하는 건축물,0.333,X,무관 (미매핑)
건축법,건축물 구조 안전 기준,제48조,제48조,정답,"제48조(구조내력 등) ① 건축물은 고정하중, 적재하중(積載荷重), 적설하중(積雪荷重), 풍압(風壓), 지진, 그 밖의 진동 및 충격 등에 대하여 안전한 구조를 가져야 한다. ② 제11조제1항에 따른 건축물을 건축하",0.4,O,
건축법,건축물 구조 안전 기준,제48조,제11조,,"[제11조] ④ 안전영향평가 대상 건축물의 건축주는 건축허가 신청 시 제출하여야 하는 도서에 안전영향평가 결과를 반영하 여야 하며, 건축물의 계획상 반영이 곤란하다고 판단되는 경우에는 그 근거 자료를 첨부하여 허가권",0.4,O,정답에 추가
건축법,건축물 구조 안전 기준,제48조,제48조의3,,제48조의3(건축물의 내진능력 공개) ① 다음 각 호의 어느 하나에 해당하는 건축물을 건축하고자 하는 자는 제22조에 따른 사용승인을 받는 즉시 건축물이 지진 발생 시에 견딜 수 있는 능력(이하 “내진능력”이라 한다,0.4,X,무관 (미매핑)
건축법,건축물 구조 안전 기준,제48조,제50조,,"제50조(건축물의 내화구조와 방화벽) ① 문화 및 집회시설, 의료시설, 공동주택 등 대통령령으로 정하는 건축물은 국토 교통부령으로 정하는 기준에 따라 주요구조부와 지붕을 내화(耐火)구조로 하여야 한다. 다만, 막구조",0.4,X,무관 (미매핑)
소방시설법,소방시설 설치 의무 기준 소방시설법,제12조 / 제13조,제12조,정답,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.667,O,
소방시설법,소방시설 설치 의무 기준 소방시설법,제12조 / 제13조,제15조,,제15조(건설현장의 임시소방시설 설치 및 관리),0.667,O,정답에 추가
소방시설법,소방시설 설치 의무 기준 소방시설법,제12조 / 제13조,제13조,정답,"[제13조] ② 소방본부장이나 소방서장은 특정소방대상물에 설치하여야 하는 소방시설 가운데 기능과 성능이 유사한 스프링 클러설비, 물분무등소화설비, 비상경보설비 및 비상방송설비 등의 소방시설의 경우에는 대통령령으로 정",0.667,O,
소방시설법,소방시설 설치 의무 기준 소방시설법,제12조 / 제13조,제7조,,제7조(소방시설의 내진설계기준) 「지진ㆍ화산재해대책법」 제14조제1항 각 호의 시설 중 대통령령으로 정하는 특정소 방대상물에 대통령령으로 정하는 소방시설을 설치하려는 자는 지진이 발생할 경우 소방시설이 정상적으로 작,0.667,O,정답에 추가
소방시설법,소방시설 자체점검 정기점검 소방시설법,제22조 / 제23조,제12조,,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.5,X,무관
소방시설법,소방시설 자체점검 정기점검 소방시설법,제22조 / 제23조,제22조,정답,[제22조] ① 특정소방대상물의 관계인은 그 대상물에 설치되어 있는 소방시설등이 이 법이나 이 법에 따른 명령 등에 적합하게 설치ㆍ관리되고 있는지에 대하여 다음 각 호의 구분에 따른 기간 내에 스스로 점검하 거나 제,0.5,O,
소방시설법,소방시설 자체점검 정기점검 소방시설법,제22조 / 제23조,,MISS,[미반환] 기대 조문: 제23조,0.5,,정답 유지
소방시설법,특정소방대상물 소방시설 설치 기준,제12조,제12조,정답,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.4,O,
소방시설법,특정소방대상물 소방시설 설치 기준,제12조,제15조,,제15조(건설현장의 임시소방시설 설치 및 관리),0.4,O,정답에 추가
소방시설법,특정소방대상물 소방시설 설치 기준,제12조,제7조,,제7조(소방시설의 내진설계기준) 「지진ㆍ화산재해대책법」 제14조제1항 각 호의 시설 중 대통령령으로 정하는 특정소 방대상물에 대통령령으로 정하는 소방시설을 설치하려는 자는 지진이 발생할 경우 소방시설이 정상적으로 작,0.4,O,정답에 추가
소방시설법,특정소방대상물 소방시설 설치 기준,제12조,제10조,,제10조(주택에 설치하는 소방시설) ① 다음 각 호의 주택의 소유자는 소화기 등 대통령령으로 정하는 소방시설(이하 “주택용소방시설”이라 한다)을 설치하여야 한다. 1.「건축법」 제2조제2항제1호의 단독주택 2.「건축,0.4,X,무관 (미매핑)
소방시설법,소방시설 유지관리 의무,제12조,제12조,정답,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.5,O,
소방시설법,소방시설 유지관리 의무,제12조,제15조,,제15조(건설현장의 임시소방시설 설치 및 관리),0.5,O,정답에 추가
소방시설법,소방시설 유지관리 의무,제12조,제7조,,제7조(소방시설의 내진설계기준) 「지진ㆍ화산재해대책법」 제14조제1항 각 호의 시설 중 대통령령으로 정하는 특정소 방대상물에 대통령령으로 정하는 소방시설을 설치하려는 자는 지진이 발생할 경우 소방시설이 정상적으로 작,0.5,O,정답에 추가
소방시설법,소방시설 위반 벌칙 과태료,제57조 / 제58조,제61조,,[제61조] 1. 제12조제1항을 위반하여 소방시설을 화재안전기준에 따라 설치ㆍ관리하지 아니한 자 2. 제15조제1항을 위반하여 공사 현장에 임시소방시설을 설치ㆍ관리하지 아니한 자 3. 제16조제1항을 위반하여 피난,0.0,X,무관 (미매핑)
소방시설법,소방시설 위반 벌칙 과태료,제57조 / 제58조,제36조,,"[제36조] ② 제1항에 따른 과징금을 부과하는 위반행위의 종류와 위반 정도 등에 따른 과징금의 금액, 그 밖에 필요한 사항은 행정안전부령으로 정한다.",0.0,X,무관 (미매핑)
소방시설법,소방시설 위반 벌칙 과태료,제57조 / 제58조,제7조,,제7조(소방시설의 내진설계기준) 「지진ㆍ화산재해대책법」 제14조제1항 각 호의 시설 중 대통령령으로 정하는 특정소 방대상물에 대통령령으로 정하는 소방시설을 설치하려는 자는 지진이 발생할 경우 소방시설이 정상적으로 작,0.0,O,정답에 추가
소방시설법,소방시설 위반 벌칙 과태료,제57조 / 제58조,제15조,,[제15조] ② 제1항에도 불구하고 소방시설공사업자가 화재위험작업 현장에 소방시설 중 임시소방시설과 기능 및 성능이 유 사한 것으로서 대통령령으로 정하는 소방시설을 화재안전기준에 맞게 설치 및 관리하고 있는 경우에는,0.0,O,정답에 추가
소방시설법,소방시설 위반 벌칙 과태료,제57조 / 제58조,,MISS,[미반환] 기대 조문: 제57조,0.0,,정답 유지
소방시설법,소방시설 위반 벌칙 과태료,제57조 / 제58조,,MISS,[미반환] 기대 조문: 제58조,0.0,,정답 유지
소방시설법,스프링클러 소화기 설치 기준,제12조,제12조,정답,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.4,O,
소방시설법,스프링클러 소화기 설치 기준,제12조,제11조,,제11조(자동차에 설치 또는 비치하는 소화기) ① 「자동차관리법」 제3조제1항에 따른 자동차 중 다음 각 호의 어느 하 나에 해당하는 자동차를 제작ㆍ조립ㆍ수입ㆍ판매하려는 자 또는 해당 자동차의 소유자는 차량용 소화기,0.4,O,정답에 추가
소방시설법,스프링클러 소화기 설치 기준,제12조,제13조,,"[제13조] ② 소방본부장이나 소방서장은 특정소방대상물에 설치하여야 하는 소방시설 가운데 기능과 성능이 유사한 스프링 클러설비, 물분무등소화설비, 비상경보설비 및 비상방송설비 등의 소방시설의 경우에는 대통령령으로 정",0.4,O,정답에 추가
소방시설법,스프링클러 소화기 설치 기준,제12조,제2조,,"[제2조] 6. “화재안전기준”이란 소방시설 설치 및 관리를 위한 다음 각 목의 기준을 말한다. 가. 성능기준: 화재안전 확보를 위하여 재료, 공간 및 설비 등에 요구되는 안전성능으로서 소방청장이 고시로 정 하는 기",0.4,X,무관 (미매핑)
소방시설법,소방시설 설치 면제 조건,제11조,제12조,,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.0,O,정답에 추가
소방시설법,소방시설 설치 면제 조건,제11조,제13조,,"[제13조] ② 소방본부장이나 소방서장은 특정소방대상물에 설치하여야 하는 소방시설 가운데 기능과 성능이 유사한 스프링 클러설비, 물분무등소화설비, 비상경보설비 및 비상방송설비 등의 소방시설의 경우에는 대통령령으로 정",0.0,O,정답에 추가
소방시설법,소방시설 설치 면제 조건,제11조,제15조,,제15조(건설현장의 임시소방시설 설치 및 관리),0.0,O,정답에 추가
소방시설법,소방시설 설치 면제 조건,제11조,제7조,,제7조(소방시설의 내진설계기준) 「지진ㆍ화산재해대책법」 제14조제1항 각 호의 시설 중 대통령령으로 정하는 특정소 방대상물에 대통령령으로 정하는 소방시설을 설치하려는 자는 지진이 발생할 경우 소방시설이 정상적으로 작,0.0,O,정답에 추가
소방시설법,소방시설 설치 면제 조건,제11조,,MISS,[미반환] 기대 조문: 제11조,0.0,,정답 유지
소방시설법,소방시설 점검 결과 보고,제23조,제12조,,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.0,X,무관
소방시설법,소방시설 점검 결과 보고,제23조,제27조,,제27조 각 호의 어느 하나에 따른 결격사유에 해당하게 된 경우 제2절 소방시설관리업,0.0,X,무관 (미매핑)
소방시설법,소방시설 점검 결과 보고,제23조,제61조,,[제61조] 1. 제12조제1항을 위반하여 소방시설을 화재안전기준에 따라 설치ㆍ관리하지 아니한 자 2. 제15조제1항을 위반하여 공사 현장에 임시소방시설을 설치ㆍ관리하지 아니한 자 3. 제16조제1항을 위반하여 피난,0.0,X,무관 (미매핑)
소방시설법,소방시설 점검 결과 보고,제23조,제22조,,"[제22조] ② 자체점검의 구분 및 대상, 점검인력의 배치기준, 점검자의 자격, 점검 장비, 점검 방법 및 횟수 등 자체점검 시 준 수하여야 할 사항은 행정안전부령으로 정한다.",0.0,O,정답에 추가
소방시설법,소방시설 점검 결과 보고,제23조,,MISS,[미반환] 기대 조문: 제23조,0.0,,정답 유지
소방시설법,소방시설 성능위주설계,제9조,제12조,,제12조(특정소방대상물에 설치하는 소방시설의 관리 등),0.0,O,정답에 추가
소방시설법,소방시설 성능위주설계,제9조,제15조,,제15조(건설현장의 임시소방시설 설치 및 관리),0.0,O,정답에 추가
소방시설법,소방시설 성능위주설계,제9조,제2조,,"[제2조] 6. “화재안전기준”이란 소방시설 설치 및 관리를 위한 다음 각 목의 기준을 말한다. 가. 성능기준: 화재안전 확보를 위하여 재료, 공간 및 설비 등에 요구되는 안전성능으로서 소방청장이 고시로 정 하는 기",0.0,X,무관 (미매핑)
소방시설법,소방시설 성능위주설계,제9조,제7조,,제7조(소방시설의 내진설계기준) 「지진ㆍ화산재해대책법」 제14조제1항 각 호의 시설 중 대통령령으로 정하는 특정소 방대상물에 대통령령으로 정하는 소방시설을 설치하려는 자는 지진이 발생할 경우 소방시설이 정상적으로 작,0.0,O,정답에 추가
소방시설법,소방시설 성능위주설계,제9조,,MISS,[미반환] 기대 조문: 제9조,0.0,,정답 유지
소방시설법,임시소방시설 설치 의무,제15조,제15조,정답,제15조(건설현장의 임시소방시설 설치 및 관리),0.667,O,
소방시설법,임시소방시설 설치 의무,제15조,제7조,,제7조(소방시설의 내진설계기준) 「지진ㆍ화산재해대책법」 제14조제1항 각 호의 시설 중 대통령령으로 정하는 특정소 방대상물에 대통령령으로 정하는 소방시설을 설치하려는 자는 지진이 발생할 경우 소방시설이 정상적으로 작,0.667,O,정답에 추가
근로기준법,근로계약서 서면 명시 의무 근로기준법,제17조 / 제2조,제63조,,"제63조 적용제외, 특례업종) 044-202-7530 고용노동부 (임금근로시간정책과 - 유연근로시간제) 044-202-7549 제1장 총칙",0.286,X,무관
근로기준법,근로계약서 서면 명시 의무 근로기준법,제17조 / 제2조,제37조,,제37조(미지급 임금에 대한 지연이자),0.286,X,무관
근로기준법,근로계약서 서면 명시 의무 근로기준법,제17조 / 제2조,제17조,정답,제17조(근로조건의 명시) ① 사용자는 근로계약을 체결할 때에 근로자에게 다음 각 호의 사항을 명시하여야 한다. 근로 계약 체결 후 다음 각 호의 사항을 변경하는 경우에도 또한 같다. <개정 2010. 5. 25.>,0.286,O,
근로기준법,근로계약서 서면 명시 의무 근로기준법,제17조 / 제2조,제27조,,제27조(해고사유 등의 서면통지) ① 사용자는 근로자를 해고하려면 해고사유와 해고시기를 서면으로 통지하여야 한다. ② 근로자에 대한 해고는 제1항에 따라 서면으로 통지하여야 효력이 있다. ③ 사용자가 제26조에 따른,0.286,X,무관
근로기준법,근로계약서 서면 명시 의무 근로기준법,제17조 / 제2조,제61조,,[제61조] ② 사용자가 계속하여 근로한 기간이 1년 미만인 근로자의 제60조제2항에 따른 유급휴가의 사용을 촉진하기 위하 여 다음 각 호의 조치를 하였음에도 불구하고 근로자가 휴가를 사용하지 아니하여 제60조제7항,0.286,X,무관 (미매핑)
근로기준법,근로계약서 서면 명시 의무 근로기준법,제17조 / 제2조,,MISS,[미반환] 기대 조문: 제2조,0.286,,정답 유지
근로기준법,근로계약서 작성 교부 의무,제17조,제26조,,[제26조] ③ 제2항에 따라 출입ㆍ검사를 하는 노동감독관은 그 신분을 표시하는 증표를 지니고 이를 관계인에게 내보여야 한 다.<개정 2026. 4. 7.> 최저임금법,0.0,X,무관
근로기준법,근로계약서 작성 교부 의무,제17조,제74조,,"[제74조] ⑩ 제7항에 따른 근로시간 단축의 신청방법 및 절차, 제9항에 따른 업무의 시작 및 종료 시각 변경의 신청방법 및 절차 등에 관하여 필요한 사항은 대통령령으로 정한다.<신설 2014. 3. 24., 20",0.0,X,무관 (미매핑)
근로기준법,근로계약서 작성 교부 의무,제17조,제44조의4,,"지급, 임금 지급 여부의 확인, 고용노동부장관에 대한 통보 방법 및 절차 등에 필요한 사항은 고용노동부령으로 정한다. [본조신설 2026. 4. 7.] [시행일: 2027. 1. 1.]",0.0,X,미시행 - 자동 제외
근로기준법,근로계약서 작성 교부 의무,제17조,제37조,,제37조(미지급 임금에 대한 지연이자),0.0,X,무관
근로기준법,근로계약서 작성 교부 의무,제17조,제93조,,제93조(취업규칙의 작성ㆍ신고) 상시 10명 이상의 근로자를 사용하는 사용자는 다음 각 호의 사항에 관한 취업규칙을 작성하여 고용노동부장관에게 신고하여야 한다. 이를 변경하는 경우에도 또한 같다.,0.0,X,무관 (미매핑)
근로기준법,근로계약서 작성 교부 의무,제17조,,MISS,[미반환] 기대 조문: 제17조,0.0,,정답 유지
근로기준법,근로계약서 미작성 벌금,제114조 / 제17조,제51조의2,,제51조의2(3개월을 초과하는 탄력적 근로시간제),0.0,X,무관 (미매핑)
근로기준법,근로계약서 미작성 벌금,제114조 / 제17조,제3조,,[제3조] ⑧ 제7항에 따른 도급인이 책임져야 할 사유의 범위는 다음 각 호와 같다. 1. 도급인이 도급계약 체결 당시 인건비 단가를 최저임금액에 미치지 못하는 금액으로 결정하는 행위 2. 도급인이 도급계약 기간 중,0.0,X,무관 (미매핑)
근로기준법,근로계약서 미작성 벌금,제114조 / 제17조,제74조,,"[제74조] ⑥ 사업주는 제1항에 따른 출산전후휴가 종료 후에는 휴가 전과 동일한 업무 또는 동등한 수준의 임금을 지급하는 직무에 복귀시켜야 한다.<신설 2008. 3. 28., 2012. 2. 1.>",0.0,X,무관 (미매핑)
근로기준법,근로계약서 미작성 벌금,제114조 / 제17조,제28조,,제28조(벌칙) ①제6조제1항 또는 제2항을 위반하여 최저임금액보다 적은 임금을 지급하거나 최저임금을 이유로 종전 의 임금을 낮춘 자는 3년 이하의 징역 또는 2천만원 이하의 벌금에 처한다. 이 경우 징역과 벌금은,0.0,X,무관 (전문가)
근로기준법,근로계약서 미작성 벌금,제114조 / 제17조,,MISS,[미반환] 기대 조문: 제114조,0.0,,정답 유지
근로기준법,근로계약서 미작성 벌금,제114조 / 제17조,,MISS,[미반환] 기대 조문: 제17조,0.0,,정답 유지
근로기준법,아르바이트 근로계약서 필수 사항,제17조,제63조,,"제63조 적용제외, 특례업종) 044-202-7530 고용노동부 (임금근로시간정책과 - 유연근로시간제) 044-202-7549 제1장 총칙",0.0,X,무관
근로기준법,아르바이트 근로계약서 필수 사항,제17조,제37조,,제37조(미지급 임금에 대한 지연이자),0.0,X,무관
근로기준법,아르바이트 근로계약서 필수 사항,제17조,제6조,,"[제6조] ③ 최저임금의 적용을 받는 근로자와 사용자 사이의 근로계약 중 최저임금액에 미치지 못하는 금액을 임금으로 정 한 부분은 무효로 하며, 이 경우 무효로 된 부분은 이 법으로 정한 최저임금액과 동일한 임금을",0.0,X,무관 (전문가)
근로기준법,아르바이트 근로계약서 필수 사항,제17조,제3조,,제3조(근로조건의 기준) 이 법에서 정하는 근로조건은 최저기준이므로 근로 관계 당사자는 이 기준을 이유로 근로조건 을 낮출 수 없다.,0.0,X,무관 (미매핑)
근로기준법,아르바이트 근로계약서 필수 사항,제17조,제43조의2,,[제43조의2] ③ 제1항에 따른 체불사업주의 인적사항 등에 대한 공개 여부 및 제43조의4에 따른 상습체불사업주에 관한 사항을 심의하기 위하여 고용노동부에 임금체불정보심의위원회(이하 이 조 및 제43조의4에서 “위,0.0,X,무관 (미매핑)
근로기준법,아르바이트 근로계약서 필수 사항,제17조,,MISS,[미반환] 기대 조문: 제17조,0.0,,정답 유지
근로기준법,임금 지급 최저임금 주휴수당 가산임금 근로기준법,제43조 / 제56조,제6조,,"[제6조] ③ 최저임금의 적용을 받는 근로자와 사용자 사이의 근로계약 중 최저임금액에 미치지 못하는 금액을 임금으로 정 한 부분은 무효로 하며, 이 경우 무효로 된 부분은 이 법으로 정한 최저임금액과 동일한 임금을",0.0,O,정답에 추가
근로기준법,임금 지급 최저임금 주휴수당 가산임금 근로기준법,제43조 / 제56조,제95조,,"제95조(제재 규정의 제한) 취업규칙에서 근로자에 대하여 감급(減給)의 제재를 정할 경우에 그 감액은 1회의 금액이 평 균임금의 1일분의 2분의 1을, 총액이 1임금지급기의 임금 총액의 10분의 1을 초과하지 못한다",0.0,O,정답에 추가
근로기준법,임금 지급 최저임금 주휴수당 가산임금 근로기준법,제43조 / 제56조,제8조,,"[제8조] ① 고용노동부장관은 매년 8월 5일까지 최저임금을 결정하여야 한다. 이 경우 고용노동부장관 은 대통령령으로 정하는 바에 따라 제12조에 따른 최저임금위원회(이하 “위원회”라 한다)에 심의를 요청하고, 위원",0.0,O,정답에 추가
근로기준법,임금 지급 최저임금 주휴수당 가산임금 근로기준법,제43조 / 제56조,,MISS,[미반환] 기대 조문: 제43조,0.0,,정답 유지
근로기준법,임금 지급 최저임금 주휴수당 가산임금 근로기준법,제43조 / 제56조,,MISS,[미반환] 기대 조문: 제56조,0.0,,정답 유지
근로기준법,최저임금 위반 벌칙,제43조,제28조,,제28조(벌칙) ①제6조제1항 또는 제2항을 위반하여 최저임금액보다 적은 임금을 지급하거나 최저임금을 이유로 종전 의 임금을 낮춘 자는 3년 이하의 징역 또는 2천만원 이하의 벌금에 처한다. 이 경우 징역과 벌금은,0.0,X,무관 (전문가)
근로기준법,최저임금 위반 벌칙,제43조,제8조,,"[제8조] ① 고용노동부장관은 매년 8월 5일까지 최저임금을 결정하여야 한다. 이 경우 고용노동부장관 은 대통령령으로 정하는 바에 따라 제12조에 따른 최저임금위원회(이하 “위원회”라 한다)에 심의를 요청하고, 위원",0.0,O,정답에 추가
근로기준법,최저임금 위반 벌칙,제43조,제6조,,"[제6조] ③ 최저임금의 적용을 받는 근로자와 사용자 사이의 근로계약 중 최저임금액에 미치지 못하는 금액을 임금으로 정 한 부분은 무효로 하며, 이 경우 무효로 된 부분은 이 법으로 정한 최저임금액과 동일한 임금을",0.0,O,정답에 추가
근로기준법,최저임금 위반 벌칙,제43조,제13조,,제13조(위원회의 기능) 위원회는 다음 각 호의 기능을 수행한다. <개정 2010. 6. 4.> 1. 최저임금에 관한 심의 및 재심의 2. 최저임금 적용 사업의 종류별 구분에 관한 심의 3. 최저임금제도의 발전을 위,0.0,X,무관 (미매핑)
근로기준법,최저임금 위반 벌칙,제43조,,MISS,[미반환] 기대 조문: 제43조,0.0,,정답 유지
근로기준법,주휴수당 지급 기준,제55조,제37조,,제37조(미지급 임금에 대한 지연이자),0.0,X,무관 (미매핑)
근로기준법,주휴수당 지급 기준,제55조,제45조,,"제45조(비상시 지급) 사용자는 근로자가 출산, 질병, 재해, 그 밖에 대통령령으로 정하는 비상(非常)한 경우의 비용에 충 당하기 위하여 임금 지급을 청구하면 지급기일 전이라도 이미 제공한 근로에 대한 임금을 지급하",0.0,X,무관 (미매핑)
근로기준법,주휴수당 지급 기준,제55조,제44조의3,,근로기준법 1. 직상 수급인이 하수급인을 대신하여 하수급인이 사용한 근로자에게 지급하여야 하는 임금을 직접 지급할 수 있 다는 뜻과 그 지급방법 및 절차에 관하여 직상 수급인과 하수급인이 합의한 경우 2. 「민사집행,0.0,X,무관 (미매핑)
근로기준법,주휴수당 지급 기준,제55조,,MISS,[미반환] 기대 조문: 제55조,0.0,,정답 유지
근로기준법,야간근로 가산임금,제56조,제63조,,"제63조 적용제외, 특례업종) 044-202-7530 고용노동부 (임금근로시간정책과 - 유연근로시간제) 044-202-7549 제1장 총칙",0.0,X,무관 (미매핑)
근로기준법,야간근로 가산임금,제56조,제6조,,"임금 외의 임금으로서 고용노동부령으로 정하는 임금 2. 상여금, 그 밖에 이에 준하는 것으로서 고용노동부령으로 정하는 임금의 월 지급액 중 해당 연도 시간급 최저임 금액을 기준으로 산정된 월 환산액의 100분의 25",0.0,O,정답에 추가
근로기준법,야간근로 가산임금,제56조,제37조,,제37조(미지급 임금에 대한 지연이자),0.0,X,무관 (미매핑)
근로기준법,야간근로 가산임금,제56조,제51조의2,,[제51조의2] ⑤ 사용자는 제1항에 따라 근로자를 근로시킬 경우에는 기존의 임금 수준이 낮아지지 아니하도록 임금항목을 조정 또는 신설하거나 가산임금 지급 등의 임금보전방안(賃金補塡方案)을 마련하여 고용노동부장관에게,0.0,X,무관 (미매핑)
근로기준법,야간근로 가산임금,제56조,제51조,,제51조 및 제51조의2에 따른 단위기간 중 근 로자가 근로한 기간이 그 단위기간보다 짧은 경우에는 그 단위기간 중 해당 근로자가 근로한 기간을 평균하여 1주간 에 40시간을 초과하여 근로한 시간 전부에 대하여 제5,0.0,X,무관 (전문가)
근로기준법,야간근로 가산임금,제56조,,MISS,[미반환] 기대 조문: 제56조,0.0,,정답 유지
근로기준법,연장근로 가산임금 50퍼센트,제56조,제12조,,"제12조 제1항에 따른 퇴직급여등은 제외한다)을 3개월분 임금 이상 체불한 사업주 2. 임금등 체불자료 제공일이 속하는 연도의 직전 연도 1년간 근로자에게 5회 이상 임금등을 체불하고, 체불총액이 3천만원 이상인 사",0.0,X,무관 (미매핑)
근로기준법,연장근로 가산임금 50퍼센트,제56조,제37조,,제37조(미지급 임금에 대한 지연이자),0.0,X,무관 (미매핑)
근로기준법,연장근로 가산임금 50퍼센트,제56조,제6조,,"임금 외의 임금으로서 고용노동부령으로 정하는 임금 2. 상여금, 그 밖에 이에 준하는 것으로서 고용노동부령으로 정하는 임금의 월 지급액 중 해당 연도 시간급 최저임 금액을 기준으로 산정된 월 환산액의 100분의 25",0.0,O,정답에 추가
근로기준법,연장근로 가산임금 50퍼센트,제56조,제51조,,제51조 및 제51조의2에 따른 단위기간 중 근 로자가 근로한 기간이 그 단위기간보다 짧은 경우에는 그 단위기간 중 해당 근로자가 근로한 기간을 평균하여 1주간 에 40시간을 초과하여 근로한 시간 전부에 대하여 제5,0.0,X,무관 (전문가)
근로기준법,연장근로 가산임금 50퍼센트,제56조,제51조의2,,[제51조의2] ⑤ 사용자는 제1항에 따라 근로자를 근로시킬 경우에는 기존의 임금 수준이 낮아지지 아니하도록 임금항목을 조정 또는 신설하거나 가산임금 지급 등의 임금보전방안(賃金補塡方案)을 마련하여 고용노동부장관에게,0.0,X,무관 (미매핑)
근로기준법,연장근로 가산임금 50퍼센트,제56조,,MISS,[미반환] 기대 조문: 제56조,0.0,,정답 유지
근로기준법,임금 체불 신고 방법,제43조,제37조,,제37조(미지급 임금에 대한 지연이자),0.0,X,무관 (미매핑)
근로기준법,임금 체불 신고 방법,제43조,제63조,,"제63조 적용제외, 특례업종) 044-202-7530 고용노동부 (임금근로시간정책과 - 유연근로시간제) 044-202-7549 제1장 총칙",0.0,X,무관 (미매핑)
근로기준법,임금 체불 신고 방법,제43조,제9조,,가 재심의하 여 의결한 최저임금안이 제출될 때까지는 최저임금을 결정하여서는 아니 된다.<개정 2010. 6. 4.> [전문개정 2008. 3. 21.],0.0,X,무관 (미매핑)
