직업사전_세세분류_코드,,,,,,,,,,
,,,,,,,,,,
대분류코드,중분류코드,소분류코드,직업코드,일련번호,대분류명,중분류명,소분류명,직업명,관련직업,유사직업명칭
 , , ,3202,17, , , ,사회보장보험급여원, ,"담당업무에 따라 건강보험급여원, 국민연금급여원, 고용보험급여심사원, 산재보험급여원"
 , , ,3203,17, , , ,부도관리사무원, , 
 , , ,3204,17, , , ,증권금융사무원, , 
 , , ,3209,17, , , ,카드제휴영업사무원, , 
 , , ,3202,18, , , ,사회보장보험료부과원, ,"담당업무에 따라 건강보험료부과원, 국민연금부과원, 고용보험료부과원"
 , , ,3203,18, , , ,부실채권관리사무원, , 
 , , ,3204,18, , , ,증권대행사무원,명의개서청구사무원, 
 , , ,3209,18, , , ,카드판촉사무원, , 
 , , ,3202,19, , , ,사회보장보험료징수원, ,"담당업무에 따라 건강보험징수원, 국민연금징수원, 고용보험징수원"
 , , ,3203,19, , , ,사업자금대출원,Project Finance 담당원, 
 , , ,3204,19, , , ,증권사고객분석기획자,증권사CRM기획운영자,"전문분야에 따라 분석CRM기획자, 운영CRM기획자, 통합CRM전략기획자"
 , , ,3209,19, , , ,카드회원사후관리원, , 
 , , ,3202,20, , , ,사회보장사업장자격관리원, ,"대상에 따라 건강보험사업장자격관리원, 국민연금사업장자격관리원, 고용보험사업장자격관리원, 산재보험사업장자격관리원"
 , , ,3203,20, , , ,산업설비여신자금대출원,Lease Finance 담당원, 
 , , ,3204,20, , , ,증권사고객센터상담원,증권사콜센터텔러, 
 , , ,3209,20, , , ,코스닥시장운영원, , 
 , , ,3202,21, , , ,산재보험사후보상관리원, , 
 , , ,3203,21, , , ,수신금리기획원, , 
 , , ,3204,21, , , ,증권사고객센터운영자,증권사콜센터운영자, 
 , , ,3209,21, , , ,파생상품시장운영원,선물옵션시장운영원, 
 , , ,3202,22, , , ,송무담당원, ,"보험료산출사무원, 손해보험료산출사무원"
 , , ,3203,22, , , ,수신사무관리자, , 
 , , ,3204,22, , , ,증권사고액자산고객영업기획자,증권사PB영업기획자, 
 , , ,3209,22, , , ,한국거래소시장감시원, , 
 , , ,3202,23, , , ,재보험사무원, ,"재보험종류에 따라 재재보험사무원, 단체재보험사무원,재보험의 출재나 유치에 따라 재보험수재사무원, 재보험출재사무원"
 , , ,3203,23, , , ,수신사무원,"창구출납사무원, 수신담당사무원, 은행창구사무원,", 
 , , ,3204,23, , , ,증권사구조화금융운용원, , 
 , , ,3209,23, , , ,한국거래소청산결제사무원, , 
 , , ,3203,24, , , ,수신제도기획원, , 
 , , ,3204,24, , , ,증권사법인영업원, , 
 , , ,3209,24, , , ,신용상담사, , 
 , , ,3203,25, , , ,수신총괄사무원, , 
 , , ,3204,25, , , ,증권사선물영업원, , 
 , , ,3203,26, , , ,수입업무금융사무원,"무역사무원, 국제무역사무원", 
 , , ,3204,26, , , ,증권사영업지점상담원,증권사영업점텔러, 
 , , ,3203,27, , , ,수출업무금융사무원,"무역사무원, 국제무역사무원", 
 , , ,3204,27, , , ,증권사온라인서비스기획운영자, , 
 , , ,3203,28, , , ,시장위험관리사무원,시장리스크관리사무원,금융상품의 위험관리를 전담하는 경우 금융상품위험관리원
 , , ,3204,28, , , ,증권사운영사무원, , 
 , , ,3203,29, , , ,신용위험관리사무원,신용리스크관리사무원, 
 , , ,3204,29, , , ,증권사장외파생금융상품영업원,OTC영업원(Over The Counter derivatives), 
 , , ,3203,30, , , ,신용조사담당원,신용조사원, 
 , , ,3204,30, , , ,증권사주식공개담당자,IPO(Initial Public Offering)담당자, 
 , , ,3203,31, , , ,신용카드고객데이터분석원, , 
 , , ,3204,31, , , ,증권사주식인수주선사무원, , 
 , , ,3203,32, , , ,신용카드신사업기획원, , 
 , , ,3204,32, , , ,증권사지점영업전략기획자,증권사리테일전략기획자, 
 , , ,3203,33, , , ,신용평가기획원, , 
 , , ,3204,33, , , ,증권사지점영업지원담당자, , 
 , , ,3203,34, , , ,신탁기획원, , 
 , , ,3204,34, , , ,증권사채권영업원, ,해외 채권을 영업하는 경우 증권사채권해외영업원
 , , ,3203,35, , , ,신탁대출사무원, , 
 , , ,3204,35, , , ,증권사채권영업지원원, , 
 , , ,3203,36, , , ,어음교환제도기획원, , 
 , , ,3204,36, , , ,증권사채권인수주선사무원, , 
 , , ,3203,37, , , ,여수신총괄사무원, , 
 , , ,3204,37, , , ,증권사해외영업원, , 
 , , ,3203,38, , , ,여신금리기획원, , 
 , , ,3204,38, , , ,증권수탁사무원, , 
 , , ,3203,39, , , ,여신사무원,"대부사무원, 여신담당사무원",대출담당사무원
 , , ,3204,39, , , ,증권지점사무총괄사무원, , 
 , , ,3203,40, , , ,여신사후관리사무원, , 
 , , ,3204,40, , , ,채권상환사무원,채권권리행사사무원, 
 , , ,3203,41, , , ,여신심사사무원, , 
 , , ,3204,41, , , ,채권인수주선사무원, , 
 , , ,3203,42, , , ,여신제도기획원, ,여신금리기획원
 , , ,3204,42, , , ,채권장외결제사무원, , 
 , , ,3203,43, , , ,외자조달사무원, , 
 , , ,3204,43, , , ,투자신탁설정원, , 
 , , ,3203,44, , , ,외화대출사무원, , 
 , , ,3204,44, , , ,해외증권사무원, , 
 , , ,3203,45, , , ,외환매매사무원,환전송금사무원, 
 , , ,3204,45, , , ,해외증권영업사무원,국제증권영업사무원, 
 , , ,3203,46, , , ,외환사무관리자, ,"외환담당자, 국제금융담당자, 외환자산운용관리자"
 , , ,3204,46, , , ,환매조건부채권결제사무원,RePo(RP)결제사무원, 
 , , ,3203,47, , , ,은행개인금융상담역,개인금융RM(Relationship Manager), 
 , , ,3203,48, , , ,은행기업금융상담보조역,기업금융ARM(Assistant Relationship Manager),"중소기업금융을 전담하는 경우 중소기업금융AM, 특수금융을 전담하는 경우 특수금융AM"
 , , ,3203,49, , , ,은행기업금융상담역,"기업금융RM(Relationship Manager), 기업고객전담역, 기업고객상담역","중소기업금융을 전담하는 경우 중소기업금융RM, 특수금융을 전담하는 경우 특수금융RM"
 , , ,3203,50, , , ,금융대출감정사무원, , 
 , , ,3203,51, , , ,은행부실채권관리보조사무원, , 
 , , ,3203,52, , , ,은행상시감시원, , 
 , , ,3203,53, , , ,전자금융사무원, , 
 , , ,3203,54, , , ,특수여신관리사무원, , 
 , , ,3203,55, , , ,프라이빗뱅커,"PB(Private Banker), 프라잇뱅커",증권사에서 활동하는 경우 증권사PB(Private Banker)
 , , ,3203,56, , , ,해외여신사무원, , 
 ,33, , , , ,법률 및 감사 사무직, , , , 
 , ,330, , , , ,법률 및 감사 사무 종사자, , , 
 , , ,3301,1, , , ,무형재산권관리원,무형재산권위탁관리자,"지적재산권임대관리자, 저작권위탁관리자"
 , , ,3302,1, , , ,감사사무원,"컴플라어언스사무원, 준법감시원", 
 , , ,3301,2, , , ,법무사무원,"법무사사무원, 법률사무원",법무사사무장
 , , ,3302,2, , , ,보험사감독원, , 
 , , ,3301,3, , , ,변호사사무원,법률사무원,변호사사무장
 , , ,3302,3, , , ,증권거래감시원, ,"주가감시원, 선물옵션감시원"
 , , ,3301,4, , , ,소송사무원, , 
 , , ,3302,4, , , ,준법감시원,"준법감시담당자, 컴플라이언스담당자","준법지원인, 자금세탁담당자, 검사"
 , , ,3301,5, , , ,음반저작권관리사무원, , 
 , , ,3302,5, , , ,은행검사, , 
 , , ,3301,6, , , ,저작권관리원,저작권관리사,"음악저작권관리원, 미술저작권관리원, 어문저작권관리원, 영상저작권관리원, 컴퓨터프로그램저작권관리원, 캐릭터저작권관리원"
 , , ,3301,7, , , ,특허사무원,변리사무원,"특허명세사, 특허엔지니어"
 , , ,3301,8, , , ,특허정보관리원, , 
 , , ,3301,9, , , ,휴대폰특허관리원, , 
 , , ,3301,10, , , ,석유화학지식재산권관리자, , 
 , , ,3301,11, , , ,정밀화학지식재산권관리자, , 
 ,39, , , , ,상담·안내·통계 및 기타 사무직, , , , 
 , ,391, , , , ,통계 관련 사무원, , , 
 , , ,3910,1, , , ,교통사고통계원, , 
 , , ,3910,2, , , ,보험통계담당원,보험통계사무원,"담당하는 통계의 종류에 따라 생명보험통계담당원, 교육보험통계담당원, 손해보험통계담당원, 개인보험통계담당원, 법인보험통계담당원"
 , , ,3910,3, , , ,설문조사원, ,"전화설문조사원, 면접조사원, 설문면접원, 여론조사원"
 , , ,3910,4, , , ,시장조사현장관리자,"면접원슈퍼바이저, 면접원감독원, 시장조사필드매니저","시장조사원, 여론조사슈퍼바이저, 사회조사슈퍼바이저, 통계조사슈퍼바이저, 조사감독자"
 , , ,3910,5, , , ,시청률조사원, , 
 , , ,3910,6, , , ,조사자료검증원, , 
 , , ,3910,7, , , ,조사자료처리원, ,"데이터코딩요원, 데이터입력원, 데이터검증원"
 , , ,3910,8, , , ,증권시장통계작성원, , 
 , , ,3910,9, , , ,통계사무원, ,"통계자료집계사무원, 통계조사사무원, 인구조사원, 통계기획사무원"
 , , ,3910,10, , , ,통계자료전산처리원,"통계조사전산원, 통계조사전산연구원", 
 , , ,3910,11, , , ,통신서비스수요조사원,전화서비스수요조사원, 
 , ,392, , , , ,여행·안내 및 접수 사무원, , , 
 , , ,3921,1, , , ,여행사대리점영업원,여행 관련 제휴사 영업원, 
 , , ,3922,1, , , ,경기장통신원, ,"경기장에 따라 경마장통신원, 경륜장통신원"
 , , ,3921,2, , , ,여행상품상담원,여행상담원, 
 , , ,3922,2, , , ,고객전자메일접수원,고객전자문서접수원, 
 , , ,3921,3, , , ,여행영업기획관리원,여행사 대리점 영업원,여행사 대리점 영업원
 , , ,3922,3, , , ,공항의전원, , 
 , , ,3921,4, , , ,여행제휴사영업원,여행사 대리점 영업원, 
 , , ,3922,4, , , ,방문안내원, ,"사업체에 따라 병원안내원, 기업안내원, 화랑안내원, 박물관안내원, 데스크안내원, 헬프데스크안내원, 로비데스크안내원, 백화점안내원, 백화점안내데스크원, 건물안내원, 빌딩안내원, 마트안내도우미, 쇼핑몰안내원, 청와대안내원"
 , , ,3921,5, , , ,여행콜센터상담원,여행상담원, 
 , , ,3922,5, , , ,방송국견학안내원,방송국견학해설원, 
 , , ,3922,6, , , ,방송안내원, ,"열차방송안내원, 비행기방송안내원, 시설방송안내원, 미아방송안내원, 병원방송안내원, 백화점방송안내원, 공항방송안내원"
 , , ,3922,7, , , ,산업체안내원, ,"공장견학안내원, 산업시찰안내원"
 , , ,3922,8, , , ,숙박업소전화교환원,숙박시설전화교환원, 
 , , ,3922,9, , , ,예약접수원, ,"시설예약접수원, 음식점예약사무원, 예식예약원, 예식장예약원, 예식접수원, 골프장예약접수원, 스포츠센터예약접수원, 렌트카예약접수원, 대리운전예약접수원, 영화관좌석접수원, 공연예약접수원, 뮤지컬예약접수원, 연극예약접수원, 콘서트예약접수원 "
 , , ,3922,10, , , ,입국안내원, , 
 , , ,3922,11, , , ,전화번호안내원,114전화안내원,"전화교환원, 구내전화교환원"
 , , ,3922,12, , , ,진료접수계원,병원접수원, 
 , , ,3922,13, , , ,항공기탑승안내원,탑승수속안내원, 
 , , ,3922,14, , , ,호텔고객지원사무원, ,"귀빈에게 서비스를 제공하는 경우 GRO(Guest Relation Officer), 컨시어지"
 , , ,3922,15, , , ,호텔식음료주문접수원,"식음료오더테이커, 호텔오더테이커", 
 , , ,3922,16, , , ,호텔예약사무원,호텔예약접수원(book keeper),"콘도예약접수사무원, 숙박시설접수사무원"
 , , ,3922,17, , , ,호텔현관사무원,"프런트클럭, 프런트데스크사무원, 호텔프런트사무원",콘도프런트사무원
 , ,399, , , , ,고객 상담 및 기타 사무원, , , 
 , , ,3991,1, , , ,병원코디네이터,"병원서비스코디네이터, 의료코디네이터",의료관광코디네이터
 , , ,3999,1, , , ,건설도서관리자,공사도서관리자, 
 , , ,3991,2, , , ,게임물모니터요원, , 
 , , ,3999,2, , , ,건설자료관리사무원,공사자료관리사무원, 
 , , ,3991,3, , , ,고객서비스만족도조사원, ,고객고충처리상담원
 , , ,3999,3, , , ,건설자료구축사무원, , 
 , , ,3991,4, , , ,귀농어귀촌상담사, ,"귀농귀촌상담사, 귀어귀촌상담사"
 , , ,3999,4, , , ,경기예상지발행원, ,"경륜예상지발행원, 경마예상지발행원"
 , , ,3991,5, , , ,모니터요원(일반),모니터원,"신문모니터요원, 잡지모니터요원, 웹사이트모니터요원, 기업모니터요원, 백화점모니터요원, 방송모니터요원"
 , , ,3999,5, , , ,광고지면사무원, , 
 , , ,3991,6, , , ,미스터리쇼퍼,MysteryShopper, 
 , , ,3999,6, , , ,도서출납원, ,도서정리사무원
 , , ,3991,7, , , ,방송모니터요원,방송심의원, 
 , , ,3999,7, , , ,디지털장의사, , 
 , , ,3991,8, , , ,사회보장보험민원상담원, , 
 , , ,3999,8, , , ,마이크로필름편집원, ,도서필름편집원
 , , ,3991,9, , , ,인터넷통신상담원, ,"인터넷업체상담원, 통신업체상담원"
 , , ,3999,9, , , ,부동산중개보조원,중개보조원, 
 , , ,3991,10, , , ,카드관리상담원, , 
 , , ,3999,10, , , ,수필속기사, , 
 , , ,3991,11, , , ,컴퓨터고장상담원,"컴퓨터고객센터요원, 컴퓨터고장상담원", 
 , , ,3999,11, , , ,전당포관리자, , 
 , , ,3991,12, , , ,컨텍센터상담원,전화고객상담원,"콜센터매니저, 인바운드텔레마케터, 학원상담원, 유학상담원, 이민상담원, 학습지상담원, 학습매니저, 교육코디네이터, 학원코디네이터, 금융고객상담원, 보험고객상담원, 국민연금상담원, 건강보험상담원, 고용보험상담원, 산재보험상담원, 부동산상담원, 여행사상담원, 항공사상담원, 예식상담원, 놀이시설상담원, 스포츠센터상담원, 홈쇼핑상담원, 인터넷쇼핑몰상담원, 택배상담원, 운송상담원, 백화점상담원, 대형마트상담원, AS상담원, 고장상담원, 가전고장상담원, 소비자상담원, 고장문의상담원, 무선통신고객상담원, 초고속통신고객상담원, 의료고객상담원, 민원고객상담원"
 , , ,3999,12, , , ,점자교정사,"점역교정사, 점자교정원", 
 , , ,3991,13, , , ,통신서비스요금상담원, ,"무선통신요금상담원, 가입상담원"
 , , ,3999,13, , , ,취업알선원,"취업상담원, 직업소개원, 직업안내원", 
 , , ,3991,14, , , ,행정민원상담사무원,"민원상담사무원, 민원상담원", 
 , , ,3999,14, , , ,컴퓨터속기사, , 
 , , ,3991,15, , , ,회원관리원, , 
 , , ,3999,15, , , ,편집보조원,"맥편집원, DTP편집원","전자출판편집원, 자료편집사무원, 교열원, 잡지편집사무원"
 , , ,3999,16, , , ,편집자료관리원, , 
 , , ,3999,17, , , ,폐차대행원, , 
 , , ,3999,18, , , ,행정사,행정대리인,"일반행정사, 기술행정사, 외국어번역행정사"
 , , ,3999,19, , , ,해외취업관리자, , 
4, , , , ,서비스 종사자, , , , , 
 ,41, , , , ,경찰·소방 및 보안 관련 서비스직, , , , 
 , ,411, , , , ,경찰·소방 및 교도 관련 종사자, , , 
 , , ,4111,1, , , ,거짓말탐지검사관, , 
 , , ,4112,1, , , ,가스생산기지소방대원, , 
 , , ,4113,1, , , ,교도관, ,"보호관찰관, 분류심사원, 수형자분류사, 교화사, 교회사(敎誨師)"
 , , ,4111,2, , , ,검찰수사관, ,검찰마약수사관
 , , ,4112,2, , , ,가스생산기지소방대장, , 
 , , ,4113,2, , , ,소년원교사,소년원학교교사,보호관찰관
 , , ,4111,3, , , ,경찰관, ,"과학수사관, 사이버수사관, 철도경찰관, 경찰특공대, 생활안전경찰관, 수사경찰관, 여성청소년경찰관, 정보경찰관, 보안경찰관, 도로교통경찰관, 외사경찰"
 , , ,4112,3, , , ,산불진화대원,"산림소방원, 산불재난특수진화대원, 산림예방전문진화대원", 
 , , ,4111,4, , , ,국가산업보안전문가,산업보안전문가, 
 , , ,4112,4, , , ,소방관,소방원,"화재진압소방관, 구조구급소방관, 화재조사소방관, 안전교육소방관, 검사지도소방관, 위험물안전소방관"
 , , ,4111,5, , , ,국제범죄전문가, , 
 , , ,4112,5, , , ,화재감식전문가,"화재조사관, 화재조사요원", 
 , , ,4111,6, , , ,몽타주제작전문가,몽타주제작자, 
 , , ,4111,7, , , ,범죄심리분석관,"범죄심리분석자, 범죄심리분석요원, 프로파일러",범죄심리학자
 , , ,4111,8, , , ,범죄영상분석가, , 
 , , ,4111,9, , , ,사이버수사요원,사이버경찰관, 
 , , ,4111,10, , , ,피해자심리전문요원, , 
 , , ,4111,11, , , ,해양경찰관,해양경찰,"해양경비통신경찰관, 해양안전경찰관, 해양오염관리경찰관, 해양정보경찰관, 해양수사경찰관, 해양경찰특공대"
 , , ,4111,12, , , ,형사,경찰관, 
 , , ,4111,13, , , ,검시조사관, , 
 , ,412, , , , ,경호 및 보안 관련 종사자, , , 
 , , ,4121,1, , , ,경호원,"수행경호원, 보디가드", 
 , , ,4122,1, , , ,청원경찰(일반),공공안전관, 
 , , ,4123,1, , , ,긴급출동요원,"긴급대처요원, 무인기계경비출동대원, 무인경비순찰대원, 보안CS(Customer Service)요원, 무인기계경비원", 
 , , ,4129,1, , , ,가스관로순찰원, , 
 , , ,4121,2, , , ,경호책임자, , 
 , , ,4123,2, , , ,무인기계경비원,무인경비원, 
 , , ,4129,2, , , ,경비보안시스템기술자, , 
 , , ,4121,3, , , ,현금호송원,현금수송원, 
 , , ,4129,3, , , ,인명구조원,"라이프가드(Life Guard), 수상안전요원, 수상구조사",수학여행안전요원
 , , ,4121,4, , , ,호송사무소장, , 
 , , ,4129,4, , , ,공항보안검색원, ,항만보안검색원
 , , ,4121,5, , , ,호송사무원, , 
 , , ,4129,5, , , ,무인경비관제원,"무인경비상황실요원, 기계경비관제원", 
 , , ,4129,6, , , ,보안순찰원, ,"상주안전요원, 안전순찰요원, 학교보안관, 지하철안전보안관"
 , , ,4129,7, , , ,자동보관함관리인,무인보관함관리원, 
 , , ,4129,8, , , ,카지노감시운영원,서베일런스, 
 , , ,4129,9, , , ,카지노안전관리원,카지노섭외담당원, 
 , , ,4129,10, , , ,CCTV통합관제요원,스마트통합관제사,"스마트시티통합관제요원, 위치추적관제요원, CCTV관제요원"
 , , ,4129,11, , , ,민간조사원,"공인탐정, 민간조사사, 생활정보지원탐생사, 사설정보관리사", 
 ,42, , , , ,돌봄·보건 및 개인 생활 서비스직, , , , 
 , ,421, , , , ,돌봄 및 보건 서비스 종사자, , , 
 , , ,4211,1, , , ,간병인, ,"노인도우미, 환자도우미, 장애인도우미"
 , , ,4212,1, , , ,놀이시터,"놀이선생님, 놀이쌤, 플레이튜터", 
 , , ,4219,1, , , ,모낭분리사,모낭관리사,간호조무사
 , , ,4211,2, , , ,요양보호사,"노인요양보호사, 재가요양보호사", 
 , , ,4212,2, , , ,보육교사보조원,"보육교사보조교사, 보조보육교사", 
 , , ,4219,2, , , ,병원보조원, , 
 , , ,4219,4, , , ,산후관리사,"산모관리사, 산모도우미", 
 , , ,4219,5, , , ,정신질환치료보조원,"정신병환자보호사, 병동보호사, 환자관리보호사", 
 , , ,4219,6, , , ,환자이송원,오더리(Ordree), 
 , ,422, , , , ,미용 관련 서비스 종사자, , , 
 , , ,4221,1, , , ,이용사,이발사, 
 , , ,4222,1, , , ,미용보조원, , 
 , , ,4223,1, , , ,다이어트프로그래머,"다이어트컨설턴트, 다이어트플래너, 체형관리사","다이어트테크니션, 다이어트세라피스트"
 , , ,4224,1, , , ,메이크업아티스트, ,"분야에 따라 뷰티메이크업아티스트, 웨딩메이크업아티스트, 무대메이크업아티스트, 광고메이크업아티스트, 포토메이크업아티스트, 패션메이크업아티스트"
 , , ,4229,1, , , ,스타일리스트,"패션코디네이터, 패션스타일리스트", 
 , , ,4222,2, , , ,미용사,"헤어디자이너, 헤어아티스트", 
 , , ,4223,2, , , ,두피모발관리사,트리콜로지스트, 
 , , ,4224,2, , , ,바디페인팅아티스트,바디페인터, 
 , , ,4229,2, , , ,이미지컨설턴트,이미지메이커, 
 , , ,4223,3, , , ,목욕관리사,"때밀이, 세신사", 
 , , ,4224,3, , , ,분장사, , 
 , , ,4229,3, , , ,패션어드바이저, ,백화점매장관리원(샵마스터)
 , , ,4223,4, , , ,손톱미용사,"네일아티스트, 페티큐어리스트", 
 , , ,4224,4, , , ,속눈썹미용사,속눈썹아티스트, 
 , , ,4223,5, , , ,왁서, , 
 , , ,4224,5, , , ,스킨아티스트, , 
 , , ,4229,5, , , ,맞춤형화장품조제관리사, , 
 , , ,4223,6, , , ,페디큐어리스트,발톱미용사, 
 , , ,4224,6, , , ,특수분장사, , 
 , , ,4223,7, , , ,피부미용사,피부관리사, 
 , ,423, , , , ,혼례 및 장례 종사자, , , 
 , , ,4231,1, , , ,연애코치, , 
 , , ,4232,1, , , ,예식장종사원,예식장도우미, 
 , , ,4233,1, , , ,반려동물장의사,애완동물장례지도사, 
 , , ,4231,2, , , ,웨딩플래너,"결혼관리사, 웨딩PD, 웨딩코디네이터, 웨딩컨설턴트, 웨딩설계전문가, 결혼준비대행원", 
 , , ,4232,2, , , ,웨딩도우미,웨딩헬퍼, 
 , , ,4233,2, , , ,장례복원메이크업전문가,"고인메이크업아티스트, 시신메이크업아티스트, 장례메이크업아티스트", 
 , , ,4231,3, , , ,커플매니저,결혼상담원,컴퓨터중매인
 , , ,4232,3, , , ,전문주례사,"전속주례, 직업주례사", 
 , , ,4233,3, , , ,장례지도사,"장의사, 상례사","시체 관리를 하는 경우 염사, 방부처리사"
 , , ,4232,4, , , ,폐백도우미,수모, 
 , ,429, , , , ,기타 돌봄·보건 및 개인 생활 서비스 종사자, , , 
 , , ,4291,1, , , ,수의사보조원,"동물간호사, 수의간호사, 동물복지간호사, 수의테크니션, 동물보건사", 
 , , ,4292,1, , , ,점술가, ,"운명철학가, 역술가, 관상가, 무당, 타로상담가, 작명가, 풍수지리가"
 , , ,4291,2, , , ,애견핸들러, , 
 , , ,4292,2, , , ,타로상담가,"타로리더, 타로마스터", 
 , , ,4291,3, , , ,애견혈통관리자, , 
 , , ,4291,4, , , ,반려동물미용사,애견미용사, 
 , , ,4291,5, , , ,반려동물행동교정사,"애완동물행동교정사, 애완동물상담원", 
 , , ,4291,6, , , ,펫시터,반려동물돌보미, 
 ,43, , , , ,운송 및 여가 서비스직, , , , 
 , ,431, , , , ,운송 서비스 종사자, , , 
 , , ,4311,1, , , ,항공기객실사무장, , 
 , , ,4312,1, , , ,고속열차팀장, , 
 , , ,4311,2, , , ,항공기객실승무원, ,"스튜어디스, 스튜어드"
 , , ,4312,2, , , ,선박객실승무원,선실승무원,"선박의 종류에 따라 크루즈승무원, 유람선승무원, 여객선승무원"
 , , ,4312,3, , , ,선박사무장, , 
 , , ,4312,4, , , ,여객선개찰원, , 
 , , ,4312,5, , , ,여객전무, , 
 , , ,4312,6, , , ,열차승무원,"철도승무원, 열차객실승무원, 고속철도승무원", 
 , , ,4312,7, , , ,전철차장, , 
 , , ,4312,8, , , ,특급열차팀장, , 
 , ,432, , , , ,여가 서비스 종사자, , , 
 , , ,4321,1, , , ,관광통역안내원,"투어가이드, 투어컨덕터(TC), 해외여행인솔자, 관광통역안내사","관광통역안내사(러시아어), 관광통역안내사(말레이/인도네시아어), 관광통역안내사(베트남어), 관광통역안내사(독어), 관광통역안내사(불어), 관광통역안내사(스페인어), 관광통역안내사(아랍어), 관광통역안내사(영어), 관광통역안내사(이탈리아어), 관광통역안내사(일본어), 관광통역안내사(중국어), 관광통역안내사(태국어)"
 , , ,4322,1, , , ,발렛파킹원, , 
 , , ,4323,1, , , ,볼링설비조작원, , 
 , , ,4329,1, , , ,경기장전광판조작원, , 
 , , ,4321,2, , , ,국내여행안내원,"국내관광안내원, 국내여행인솔자", 
 , , ,4322,2, , , ,호텔도어맨,"호텔발렛맨, 호텔차량관리원, Door Attendant", 
 , , ,4323,2, , , ,스케이트얼음판관리원,정빙차운전원, 
 , , ,4329,2, , , ,골프경기진행자, , 
 , , ,4321,3, , , ,국제의료관광코디네이터,의료관광코디네이터, 
 , , ,4322,3, , , ,호텔벨맨,포터, 
 , , ,4323,3, , , ,오락용승차기구보조원, ,디스코팡팡조작원
 , , ,4329,3, , , ,골프장캐디,캐디, 
 , , ,4321,4, , , ,문화관광해설사,"문화유산해설사, 국가유산해설사",박물관해설사
 , , ,4322,4, , , ,호텔컨시어지,GRO(Guest Relation Officer), 
 , , ,4323,4, , , ,오락용승차기구조작원, ,"조작하거나 취급하는 기구에 따라 바이킹조작원, 궤도열차조작원, 허니문카조작원, 회전목마조작원, 회전열차조작원, 스카이팡팡조작원, 디스코팡팡디제이"
 , , ,4329,4, , , ,마리나운영원, , 
 , , ,4321,5, , , ,사파리버스운전원, ,"사파리관광을 위한 안내 등을 전문으로 하는 경우 사파리엔터테이너, 사파리관광안내원"
 , , ,4322,5, , , ,호텔프런트사무원,리셉션리스트(Receptionist), 
 , , ,4323,5, , , ,오락장서비스원, ,"직무를 수행하는 장소에 따라 경기장종사원, 골프장종사원, 기원종사원, 당구장종사원, 도박장종사원, 롤러스케이트장종사원, 볼링장종사원, 사격장종사원, 수영장종사원, 스케이트장종사원, 스키장종사원, 유원지종사원, 전망대종사원, 정구장종사원, 체육관종사원, 케이블카종사원, 탁구장종사원, 스카이팡팡디제이"
 , , ,4329,5, , , ,마장취체위원,개최집무위원, 
 , , ,4321,6, , , ,숲길등산지도사,숲길체험지도사,"숲해설사, 숲길지도사, 산림치유지도사"
 , , ,4322,6, , , ,숙박시설운영원, ,한옥체험운영자
 , , ,4323,6, , , ,케이블카안내원, , 
 , , ,4329,6, , , ,운동경기정찰원, , 
 , , ,4321,7, , , ,숲해설사,"숲생태해설원, 숲해설가","환경지도사, 생태해설사, 산림치유지도사, 숲길등산지도사"
 , , ,4323,7, , , ,피씨(PC)방관리원, , 
 , , ,4329,7, , , ,응원단원,"치어걸, 치어리더",응원단장
 , , ,4321,8, , , ,여행안내원(일반),관광안내원,"낚시안내원, 등반안내원, 고궁안내원, 화랑안내원, 박물관안내원"
 , , ,4329,8, , , ,카지노딜러, , 
 , , ,4321,9, , , ,유람선관광가이드, , 
 , , ,4329,9, , , ,플로어퍼슨,플로어맨, 
 , , ,4321,10, , , ,해외여행안내원,"투어가이드, 투어컨덕터(TC), 해외여행인솔자", 
 , , ,4329,10, , , ,피트보스, , 
 , , ,4321,11, , , ,전문도슨트,"전시해설가, 도슨트, 미술전시해설사, 박물관해설사","학예사, 큐레이터"
 ,44, , , , ,조리 및 음식 서비스직, , , , 
 , ,441, , , , ,조리사, , , 
 , , ,4411,1, , , ,병원조리사,병원요리사, 
 , , ,4412,1, , , ,중식조리사, , 
 , , ,4413,1, , , ,양식조리사, , 
 , , ,4414,1, , , ,일식조리사, , 
 , , ,4415,1, , , ,바리스타,"커피전문가, 커피마스터","커피로스터, 커피원두감별사"
 , , ,4419,1, , , ,곤충식품조리사,곤충요리사, 
 , , ,4411,2, , , ,사업체식당조리사,구내식당조리사,한식조리사
 , , ,4415,2, , , ,차조리사, ,커피를 전문으로 조리하는 경우 바리스타
 , , ,4419,2, , , ,분식점조리사, , 
 , , ,4411,3, , , ,한식조리사, ,"선박조리사, 선박조리원"
 , ,442, , , , ,식음료 서비스 종사자, , , 
 , , ,4421,1, , , ,바텐더,조주사, 
 , , ,4422,1, , , ,분식점시중원, , 
 , , ,4422,2, , , ,음식점접객원,"홀서빙원, 웨이터, 웨이트리스", 
 , , ,4422,3, , , ,제과점종업원, , 
 , , ,4422,4, , , ,찻집서비스원,찻집시중원,카페서비스원
 , , ,4422,5, , , ,꽃차소믈리에, , 
 , , ,4422,6, , , ,와인감별사,"소믈리에(Sommelier), 와인스튜어더, 와인웨이터", 
5, , , , ,판매 종사자, , , , , 
 ,51, , , , ,영업직, , , , 
 , ,510, , , , ,영업 종사자, , , 
